    year   type mend_d mend_s mend_f send_f nend_d nend_s mout_d mout_s mout_f nout_d nout_s  min_d  min_s  min_f  nin_d  nin_s mint_d mint_s mint_f 
   1990      3   44.4   45.6    1.2    1.1    830    842   41.9   45.0    3.1     40     37   37.8   37.8   -0.0     40     40   44.6   46.0    1.3
   1991      3   49.1   51.1    2.0    1.7    850    867   52.7   50.5   -2.2     30     25   41.8   41.8   -0.0     50     50   49.6   51.6    2.0
   1992      3   52.0   54.1    2.1    1.8    850    868   52.3   51.6   -0.7     20     19   44.7   44.6   -0.0     20     20   52.2   54.2    2.1
   1993      3   56.4   58.7    2.2    2.3    810    835   52.3   53.0    0.7     60     53   45.8   45.8    0.0     20     20   56.4   58.6    2.2
   1994      3   58.2   60.6    2.4    3.4    780    807   56.9   57.2    0.3     60     58   44.1   44.1   -0.0     30     30   58.6   61.0    2.3
   1995      3   60.6   62.8    2.3    3.9    790    827   52.1    NaN    NaN     10      0   44.3   44.3   -0.0     20     20   60.9   63.3    2.4
   1996      3   64.7   67.3    2.6    4.0    720    761   56.3   56.5    0.2     70     66    0.0    NaN    NaN      0      0   64.0   66.5    2.5
   1997      3   70.8   73.9    3.1    4.6    650    694   59.3   61.6    2.2     90     87   47.3   47.4    0.0     20     20   70.1   73.2    3.1
   1998      3   74.2   77.7    3.5    4.9    670    719   69.4   69.3   -0.2     60     55   52.7   52.7    0.0     80     80   76.4   79.9    3.5
   1999      3   64.8   67.8    2.9    4.2   1130   1182   62.9   62.3   -0.6    120    117   51.4   51.4   -0.0    580    580   76.1   80.0    4.0
   2000      3   61.7   64.2    2.5    4.5   1580   1641   56.5   56.3   -0.2    220    211   50.7   50.7   -0.0    670    670   67.2   70.5    3.2
   2001      3   65.8   68.6    2.8    4.9   1580   1649   59.5   59.6    0.1    230    222   54.1   54.1   -0.0    230    230   66.6   69.4    2.8
   2002      3   69.7   72.6    2.9    5.1   1740   1815   61.5   60.3   -1.2     90     84   55.2   55.2    0.0    250    250   71.5   74.6    3.1
   2003      3   73.6   76.5    2.9    5.4   1820   1899   61.0   62.2    1.2     80     76   55.3   55.3   -0.0    160    160   74.7   77.8    3.1
   2004      3   78.8   82.1    3.3    6.3   1800   1882   67.3   67.0   -0.3    170    167   58.2   58.2   -0.0    150    150   79.4   82.6    3.2
   2005      3   82.9   86.9    4.0    7.1   1690   1778   78.9   77.5   -1.4    220    214   54.3   54.3   -0.0    110    110   84.1   87.7    3.6
   2006      3   86.8   90.9    4.1    7.4   1730   1821   72.3   71.9   -0.4    140    137   59.4   59.4    0.0    180    180   88.5   92.6    4.1
   2007      3   88.0   92.1    4.1    9.6   1880   1970   93.2   93.6    0.4    140    141   63.0   63.0    0.0    290    290   92.6   96.9    4.3
   2008      3   92.9   97.5    4.5   10.9   1840   1931   76.6   76.0   -0.6    190    189   65.3   65.3   -0.0    150    150   93.5   97.9    4.4
   2009      3   95.6  100.3    4.7   11.7   1920   2014   95.1   91.1   -3.9    160    157   66.4   66.4    0.0    240    240   99.4  103.7    4.4
   2010      3   98.1  102.7    4.7   11.2   2020   2127   91.5   84.3   -7.3    140    127   68.3   68.3    0.0    240    240  101.3  105.7    4.4
   2011      3   98.9  103.0    4.1   11.9   2060   2158  106.1  109.8    3.7    210    219   69.6   69.6    0.0    250    250  103.3  107.6    4.3
   2012      3  102.6  106.2    3.6   11.6   2100   2193   83.3   83.2   -0.1    130    135   72.3   72.3   -0.0    170    170  103.8  107.4    3.6
   2013      3  104.9  109.0    4.1   14.0   2130   2235  107.6   98.9   -8.7    150    138   73.8   73.8   -0.0    180    180  107.7  111.2    3.5
   2014      3  107.4  111.6    4.2   14.0   2170   2278   95.6   89.5   -6.0    240    237   73.0   73.0   -0.0    280    280  110.6  114.1    3.5
   2015      3  110.6  114.5    4.0   13.7   2310   2418    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140  113.0  117.1    4.1
   2016      3    0.0  117.5  117.5   49.2      0   2558    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  120.1  120.1
   2017      3    0.0  120.5  120.5   51.0      0   2698    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  123.1  123.1
   2018      3    0.0  123.8  123.8   53.1      0   2838    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  126.4  126.4
   2019      3    0.0  126.9  126.9   55.2      0   2978    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  129.6  129.6
   2020      3    0.0  130.2  130.2   57.1      0   3118    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  132.9  132.9
   2021      3    0.0  133.6  133.6   59.4      0   3258    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  136.3  136.3
   2022      3    0.0  137.1  137.1   61.8      0   3398    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  139.9  139.9
   2023      3    0.0  140.7  140.7   64.0      0   3538    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  143.4  143.4
   2024      3    0.0  144.3  144.3   66.3      0   3678    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  147.1  147.1
   2025      3    0.0  148.0  148.0   68.8      0   3818    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  150.9  150.9
   2026      3    0.0  151.7  151.7   71.4      0   3958    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  154.5  154.5
   2027      3    0.0  155.5  155.5   74.0      0   4098    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  158.4  158.4
   1987      4   44.7   44.8    0.0    0.5   1100   1079   51.0   50.0   -0.9    160    181   45.5   45.5   -0.0   1260   1260 9999.0    NaN    NaN
   1988      4   47.6   49.5    2.0    1.4   1320   1305   47.2   48.3    1.1     60     54   42.5   42.5    0.0    280    280   48.8   51.3    2.5
   1989      4   54.3   62.3    8.0    3.9   1500   1472   55.2   63.4    8.2     60     73   50.3   50.3    0.0    240    240   55.1   64.5    9.5
   1990      4   57.1   64.8    7.7    5.6   1890   1888   55.5   57.4    1.9     90     64   49.7   49.7   -0.0    480    480   59.3   69.3   10.0
   1991      4   63.4   73.0    9.7    6.6   2020   1991   64.6   76.8   12.2    150    177   55.7   55.7    0.0    280    280   64.6   75.9   11.3
   1992      4   66.0   76.0   10.0    7.6   2320   2323   63.3   64.3    1.0     90     58   54.7   54.7    0.0    390    390   68.0   79.8   11.8
   1993      4   70.1   80.3   10.2    8.5   2510   2499   71.2   83.7   12.5    130    144   59.5   59.5    0.0    320    320   71.7   83.4   11.7
   1994      4   71.1   81.1    9.9    8.9   2760   2818   66.7   65.5   -1.2    230    161   59.8   59.8   -0.0    480    480   72.9   84.2   11.2
   1995      4   73.2   82.9    9.8    9.0   2940   2971   74.7   86.7   12.0    180    207   58.9   58.9    0.0    360    360   75.1   86.3   11.1
   1996      4   76.4   86.5   10.2    9.4   2990   3039   75.2   80.8    5.6    180    162   59.8   59.8   -0.0    230    230   77.6   88.3   10.7
   1997      4   80.9   91.1   10.2    9.6   3000   3042   81.5   92.2   10.6    340    347   64.6   64.6   -0.0    350    350   82.9   94.2   11.3
   1998      4   85.2   95.6   10.4   10.4   3100   3191   79.8   79.4   -0.4    270    221   67.2   67.2    0.0    370    370   87.0   97.9   10.9
   1999      4   82.4   90.8    8.4   10.6   4070   4203   76.0   74.0   -2.1    280    238   67.5   67.5    0.0   1250   1250   87.9   98.7   10.8
   2000      4   81.0   88.3    7.2   10.3   4730   4879   79.1   82.4    3.3    480    464   65.9   65.9    0.0   1140   1140   85.1   93.7    8.6
   2001      4   86.5   94.0    7.5   11.0   5040   5212   77.4   76.3   -1.1    290    267   68.7   68.7   -0.0    600    600   88.2   96.1    7.9
   2002      4   92.8  100.5    7.6   11.4   5320   5520   86.0   83.5   -2.4    270    242   73.0   73.0    0.0    550    550   94.7  102.6    8.0
   2003      4   97.8  105.4    7.6   11.9   5890   6104   86.4   85.2   -1.1    240    226   75.1   75.1    0.0    810    810  100.7  109.0    8.3
   2004      4  103.2  111.1    7.9   13.0   6150   6388   93.7   91.9   -1.7    430    406   75.9   75.9    0.0    690    690  105.7  113.8    8.1
   2005      4  108.9  117.3    8.4   13.9   6240   6506   99.8   97.1   -2.7    440    412   79.9   79.9    0.0    530    530  110.7  119.1    8.4
   2006      4  113.4  122.3    8.8   14.9   6460   6746  104.2  102.4   -1.7    550    530   80.9   80.9   -0.0    770    770  116.6  125.5    8.9
   2007      4  118.5  127.7    9.2   15.7   6650   6958  106.1  102.7   -3.4    400    378   85.0   85.0    0.0    590    590  120.7  130.0    9.3
   2008      4  123.6  132.8    9.2   16.0   6930   7266  117.8  109.6   -8.2    250    222   88.2   88.2    0.0    530    530  126.2  135.5    9.2
   2009      4  128.4  137.2    8.8   16.3   7230   7565  126.3  129.3    3.0    400    401   90.0   90.0   -0.0    700    700  132.2  141.3    9.1
   2010      4  131.5  140.1    8.6   16.9   7510   7857  126.2  123.8   -2.4    440    428   92.1   92.1    0.0    720    720  135.1  143.7    8.7
   2011      4  134.9  143.6    8.7   17.3   7820   8178  118.0  114.5   -3.5    510    499   93.1   93.1    0.0    820    820  138.3  147.0    8.7
   2012      4  138.3  146.5    8.2   17.2   8080   8431  114.0  114.3    0.3    470    477   94.9   94.9   -0.0    730    730  140.9  149.2    8.3
   2013      4  140.6  148.5    7.9   18.2   8460   8830  132.8  127.9   -4.9    600    581   98.9   98.9    0.0    980    980  145.1  152.9    7.7
   2014      4  142.8  149.4    6.6   17.7   8630   8955  156.1  171.5   15.5    540    585   99.9   99.9   -0.0    710    710  147.3  154.8    7.6
   2015      4  147.1  153.4    6.3   17.4   9150   9475    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520  150.1  156.7    6.6
   2016      4    0.0  157.6  157.6   67.4      0   9995    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  160.9  160.9
   2017      4    0.0  161.9  161.9   70.3      0  10515    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  165.3  165.3
   2018      4    0.0  166.4  166.4   73.3      0  11035    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  169.8  169.8
   2019      4    0.0  170.9  170.9   76.4      0  11555    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  174.3  174.3
   2020      4    0.0  175.5  175.5   79.6      0  12075    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  179.0  179.0
   2021      4    0.0  180.3  180.3   82.7      0  12595    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  183.9  183.9
   2022      4    0.0  185.2  185.2   86.0      0  13115    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  188.8  188.8
   2023      4    0.0  190.1  190.1   89.0      0  13635    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  193.8  193.8
   2024      4    0.0  195.1  195.1   92.0      0  14155    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  198.8  198.8
   2025      4    0.0  200.1  200.1   95.1      0  14675    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  203.9  203.9
   2026      4    0.0  205.1  205.1   97.9      0  15195    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  209.0  209.0
   2027      4    0.0  210.3  210.3  100.5      0  15715    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  214.1  214.1
   1987      5   63.0   63.0   -0.0    0.1   8730   8673   66.5   66.3   -0.2   1200   1257   63.4   63.4   -0.0   9930   9930 9999.0    NaN    NaN
   1988      5   66.1   68.7    2.6    0.9   9050   8995   66.3   68.9    2.6    530    528   58.1   58.1   -0.0    850    850   66.9   69.8    2.9
   1989      5   72.9   77.3    4.5    1.8   9270   9313   70.3   72.8    2.5    540    442   62.5   62.5   -0.0    760    760   73.6   78.4    4.8
   1990      5   77.6   84.2    6.6    2.8   9450   9594   75.2   79.2    4.0    490    389   66.0   66.0   -0.0    670    670   78.3   85.3    7.0
   1991      5   84.2   92.2    8.1    3.9   9720   9835   84.8   93.4    8.7    510    539   69.7   69.7    0.0    780    780   85.4   94.1    8.7
   1992      5   87.2   96.1    8.9    4.8  10200  10354   86.1   93.6    7.5    520    481   72.1   72.1    0.0   1000   1000   88.7   98.4    9.7
   1993      5   92.0  101.8    9.8    5.7  10540  10827   88.9   93.5    4.6    610    477   78.9   78.9    0.0    950    950   93.0  103.5   10.5
   1994      5   93.6  103.7   10.1    6.3  10380  10612   94.2  105.1   10.9    820    875   77.8   77.8    0.0    660    660   94.7  105.4   10.7
   1995      5   96.4  106.9   10.6    6.9  10160  10443   95.1  103.5    8.4    760    709   81.2   81.2    0.0    540    540   97.0  108.0   11.0
   1996      5  100.1  111.1   11.0    7.4   9890  10235   98.4  106.7    8.3    800    738   80.1   80.1    0.0    530    530  101.0  112.4   11.4
   1997      5  105.2  116.7   11.5    7.8   9330   9640  105.2  116.5   11.3   1100   1135   86.6   86.5   -0.0    540    540  106.2  118.3   12.1
   1998      5  110.2  121.9   11.7    8.3   9070   9360  109.9  121.1   11.2    930    950   90.3   90.3    0.0    670    670  111.6  124.0   12.4
   1999      5  108.4  118.5   10.1    9.3   9820  10100  108.0  117.4    9.4   1090   1100   91.0   91.0    0.0   1840   1840  111.9  123.8   11.9
   2000      5  108.4  117.4    9.0    9.5   9720   9879  110.8  122.4   11.7   1320   1441   88.3   88.3    0.0   1220   1220  111.2  121.6   10.4
   2001      5  114.9  124.4    9.5    9.9   9160   9367  112.6  118.6    6.0   1200   1152   89.9   89.9    0.0    640    640  116.3  125.9    9.7
   2002      5  121.7  131.5    9.8   10.7   8990   9242  118.4  123.4    5.0    850    805   96.7   96.7   -0.0    680    680  123.2  133.3   10.1
   2003      5  127.3  137.1    9.8   11.3   8910   9162  125.9  133.6    7.7    970    970  102.7  102.7   -0.0    890    890  129.6  140.0   10.4
   2004      5  132.9  142.3    9.4   11.9   8770   8974  134.7  145.7   11.0   1020   1068  106.5  106.5    0.0    880    880  135.7  146.2   10.4
   2005      5  137.6  146.6    9.1   12.6   8760   8935  139.1  148.7    9.6    920    949  110.5  110.5   -0.0    910    910  140.5  150.5   10.0
   2006      5  142.5  150.7    8.2   12.4   8430   8543  146.9  159.0   12.1   1100   1162  113.4  113.3   -0.0    770    770  145.6  155.0    9.4
   2007      5  148.4  156.5    8.1   12.8   8150   8279  145.7  150.5    4.8    870    854  116.1  116.1   -0.0    590    590  150.4  158.7    8.3
   2008      5  152.8  160.1    7.4   13.2   7990   8083  156.9  166.8    9.9   1000   1036  123.3  123.3   -0.0    840    840  156.3  164.7    8.4
   2009      5  156.4  161.8    5.3   12.3   7880   7892  167.9  182.8   14.9   1060   1141  127.8  127.8   -0.0    950    950  161.3  168.7    7.4
   2010      5  158.8  162.7    3.9   11.5   7820   7795  168.6  179.4   10.8    950    987  130.3  130.3   -0.0    890    890  163.2  168.5    5.3
   2011      5  161.5  164.4    2.9   11.3   7740   7698  169.1  176.7    7.7    910    927  131.9  131.9   -0.0    830    830  165.5  169.3    3.8
