    year   type mend_d mend_s mend_f send_f nend_d nend_s mout_d mout_s mout_f nout_d nout_s  min_d  min_s  min_f  nin_d  nin_s mint_d mint_s mint_f 
   1990      3   44.4   45.7    1.2    1.1    830    841   41.9   45.1    3.1     40     38   37.8   37.8   -0.0     40     40   44.6   46.0    1.4
   1991      3   49.1   51.1    2.1    1.6    850    864   52.7   50.8   -1.8     30     27   41.8   41.8   -0.0     50     50   49.6   51.7    2.0
   1992      3   52.0   54.2    2.2    1.9    850    865   52.3   51.4   -0.9     20     19   44.7   44.6   -0.0     20     20   52.2   54.3    2.2
   1993      3   56.4   58.7    2.3    2.4    810    834   52.3   53.0    0.7     60     51   45.8   45.8    0.0     20     20   56.4   58.6    2.3
   1994      3   58.2   60.4    2.2    3.4    780    807   56.9   58.1    1.2     60     57   44.1   44.1   -0.0     30     30   58.6   60.9    2.2
   1995      3   60.6   62.5    1.9    3.4    790    827   52.1    NaN    NaN     10      0   44.3   44.3   -0.0     20     20   60.9   62.9    2.0
   1996      3   64.7   66.9    2.2    3.4    720    763   56.3   56.9    0.5     70     64    0.0    NaN    NaN      0      0   64.0   66.1    2.1
   1997      3   70.8   72.9    2.1    3.6    650    698   59.3   60.8    1.4     90     85   47.3   47.4    0.0     20     20   70.1   72.3    2.2
   1998      3   74.2   76.6    2.4    3.9    670    725   69.4   69.5    0.0     60     53   52.7   52.7    0.0     80     80   76.4   78.8    2.4
   1999      3   64.8   67.1    2.3    3.3   1130   1188   62.9   62.0   -0.9    120    117   51.4   51.4   -0.0    580    580   76.1   78.8    2.7
   2000      3   61.7   63.8    2.1    3.8   1580   1639   56.5   56.2   -0.3    220    219   50.7   50.7   -0.0    670    670   67.2   69.8    2.5
   2001      3   65.8   68.0    2.2    4.0   1580   1644   59.5   59.2   -0.2    230    225   54.1   54.1   -0.0    230    230   66.6   68.8    2.2
   2002      3   69.7   71.9    2.2    4.5   1740   1810   61.5   59.8   -1.7     90     84   55.2   55.2    0.0    250    250   71.5   73.8    2.3
   2003      3   73.6   75.9    2.3    5.0   1820   1890   61.0   62.2    1.2     80     80   55.3   55.3   -0.0    160    160   74.7   77.1    2.4
   2004      3   78.8   81.3    2.5    5.7   1800   1875   67.3   66.7   -0.6    170    165   58.2   58.2   -0.0    150    150   79.4   81.8    2.4
   2005      3   82.9   85.9    3.0    6.5   1690   1765   78.9   78.8   -0.1    220    220   54.3   54.3   -0.0    110    110   84.1   86.9    2.8
   2006      3   86.8   90.0    3.2    6.8   1730   1804   72.3   71.7   -0.6    140    141   59.4   59.4    0.0    180    180   88.5   91.6    3.1
   2007      3   88.0   91.1    3.1    8.9   1880   1957   93.2   93.2   -0.0    140    137   63.0   63.0    0.0    290    290   92.6   95.8    3.1
   2008      3   92.9   96.3    3.3   10.0   1840   1916   76.6   75.9   -0.7    190    191   65.3   65.3   -0.0    150    150   93.5   96.7    3.2
   2009      3   95.6   99.2    3.5   11.0   1920   2005   95.1   90.4   -4.7    160    151   66.4   66.4    0.0    240    240   99.4  102.6    3.2
   2010      3   98.1  101.7    3.6   10.7   2020   2115   91.5   84.0   -7.5    140    130   68.3   68.3    0.0    240    240  101.3  104.6    3.2
   2011      3   98.9  101.9    3.0   11.0   2060   2145  106.1  110.3    4.2    210    220   69.6   69.6    0.0    250    250  103.3  106.6    3.3
   2012      3  102.6  105.2    2.6   10.7   2100   2178   83.3   82.8   -0.5    130    137   72.3   72.3   -0.0    170    170  103.8  106.3    2.5
   2013      3  104.9  107.9    3.1   12.9   2130   2222  107.6   97.0  -10.6    150    136   73.8   73.8   -0.0    180    180  107.7  110.1    2.3
   2014      3  107.4  110.5    3.1   12.9   2170   2263   95.6   89.7   -5.9    240    239   73.0   73.0   -0.0    280    280  110.6  113.0    2.4
   2015      3  110.6  113.6    3.0   12.6   2310   2403    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140  113.0  116.1    3.1
   2016      3    0.0  116.5  116.5   48.0      0   2543    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  119.1  119.1
   2017      3    0.0  119.5  119.5   49.8      0   2683    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  122.1  122.1
   2018      3    0.0  122.7  122.7   51.8      0   2823    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  125.3  125.3
   2019      3    0.0  125.9  125.9   53.7      0   2963    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  128.5  128.5
   2020      3    0.0  129.2  129.2   55.7      0   3103    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  131.9  131.9
   2021      3    0.0  132.8  132.8   57.9      0   3243    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  135.4  135.4
   2022      3    0.0  136.1  136.1   60.1      0   3383    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  138.9  138.9
   2023      3    0.0  139.7  139.7   62.3      0   3523    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  142.4  142.4
   2024      3    0.0  143.2  143.2   64.7      0   3663    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  146.0  146.0
   2025      3    0.0  146.9  146.9   67.0      0   3803    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  149.7  149.7
   2026      3    0.0  150.5  150.5   69.5      0   3943    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  153.4  153.4
   2027      3    0.0  154.3  154.3   72.1      0   4083    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  157.2  157.2
   1987      4   44.7   44.8    0.0    0.5   1100   1079   51.0   50.0   -0.9    160    181   45.5   45.5   -0.0   1260   1260 9999.0    NaN    NaN
   1988      4   47.6   49.5    2.0    1.4   1320   1305   47.2   48.3    1.1     60     54   42.5   42.5    0.0    280    280   48.8   51.3    2.5
   1989      4   54.3   62.3    8.0    3.9   1500   1472   55.2   63.4    8.2     60     73   50.3   50.3    0.0    240    240   55.1   64.5    9.5
   1990      4   57.1   64.7    7.7    5.6   1890   1888   55.5   57.8    2.3     90     64   49.7   49.7   -0.0    480    480   59.3   69.3   10.0
   1991      4   63.4   73.0    9.6    6.5   2020   1988   64.6   76.6   12.0    150    180   55.7   55.7    0.0    280    280   64.6   75.9   11.3
   1992      4   66.0   76.0   10.0    7.6   2320   2319   63.3   64.3    1.0     90     59   54.7   54.7    0.0    390    390   68.0   79.8   11.8
   1993      4   70.1   80.4   10.2    8.4   2510   2496   71.2   83.6   12.4    130    143   59.5   59.5    0.0    320    320   71.7   83.5   11.8
   1994      4   71.1   81.1   10.0    8.9   2760   2815   66.7   65.5   -1.2    230    161   59.8   59.8   -0.0    480    480   72.9   84.2   11.3
   1995      4   73.2   83.0    9.8    9.0   2940   2969   74.7   87.5   12.8    180    206   58.9   58.9    0.0    360    360   75.1   86.4   11.3
   1996      4   76.4   86.6   10.2    9.3   2990   3038   75.2   82.2    7.0    180    161   59.8   59.8   -0.0    230    230   77.6   88.4   10.8
   1997      4   80.9   91.0   10.1    9.5   3000   3034   81.5   92.9   11.4    340    354   64.6   64.6   -0.0    350    350   82.9   94.3   11.4
   1998      4   85.2   95.6   10.3   10.3   3100   3192   79.8   79.3   -0.5    270    212   67.2   67.2    0.0    370    370   87.0   97.9   10.9
   1999      4   82.4   90.9    8.4   10.6   4070   4201   76.0   74.4   -1.6    280    241   67.5   67.5    0.0   1250   1250   87.9   98.8   10.9
   2000      4   81.0   88.3    7.3   10.4   4730   4877   79.1   82.8    3.8    480    464   65.9   65.9    0.0   1140   1140   85.1   93.8    8.7
   2001      4   86.5   94.0    7.5   11.0   5040   5214   77.4   76.1   -1.3    290    263   68.7   68.7   -0.0    600    600   88.2   96.1    7.9
   2002      4   92.8  100.6    7.7   11.2   5320   5519   86.0   84.2   -1.8    270    245   73.0   73.0    0.0    550    550   94.7  102.7    8.1
   2003      4   97.8  105.5    7.7   11.8   5890   6102   86.4   85.6   -0.8    240    227   75.1   75.1    0.0    810    810  100.7  109.1    8.4
   2004      4  103.2  111.3    8.1   12.9   6150   6389   93.7   91.6   -2.1    430    403   75.9   75.9    0.0    690    690  105.7  114.0    8.3
   2005      4  108.9  117.5    8.6   13.8   6240   6497   99.8   98.2   -1.6    440    422   79.9   79.9    0.0    530    530  110.7  119.3    8.6
   2006      4  113.4  122.5    9.1   14.8   6460   6739  104.2  102.5   -1.7    550    528   80.9   80.9   -0.0    770    770  116.6  125.8    9.2
   2007      4  118.5  127.9    9.4   15.5   6650   6955  106.1  102.6   -3.6    400    374   85.0   85.0    0.0    590    590  120.7  130.2    9.4
   2008      4  123.6  133.0    9.3   15.7   6930   7260  117.8  110.2   -7.6    250    225   88.2   88.2    0.0    530    530  126.2  135.6    9.4
   2009      4  128.4  137.4    9.0   16.1   7230   7550  126.3  130.1    3.8    400    410   90.0   90.0   -0.0    700    700  132.2  141.6    9.4
   2010      4  131.5  140.3    8.8   16.6   7510   7843  126.2  123.7   -2.5    440    427   92.1   92.1    0.0    720    720  135.1  143.9    8.8
   2011      4  134.9  143.6    8.7   16.9   7820   8170  118.0  114.4   -3.6    510    493   93.1   93.1    0.0    820    820  138.3  147.1    8.8
   2012      4  138.3  146.5    8.2   16.8   8080   8421  114.0  114.1    0.1    470    479   94.9   94.9   -0.0    730    730  140.9  149.3    8.4
   2013      4  140.6  148.4    7.8   17.7   8460   8806  132.8  130.4   -2.4    600    595   98.9   98.9    0.0    980    980  145.1  152.9    7.8
   2014      4  142.8  149.1    6.3   17.1   8630   8933  156.1  172.7   16.6    540    583   99.9   99.9   -0.0    710    710  147.3  154.6    7.4
   2015      4  147.1  153.2    6.1   16.9   9150   9453    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520  150.1  156.5    6.4
   2016      4    0.0  157.4  157.4   66.9      0   9973    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  160.7  160.7
   2017      4    0.0  161.7  161.7   69.8      0  10493    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  165.1  165.1
   2018      4    0.0  166.2  166.2   72.9      0  11013    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  169.6  169.6
   2019      4    0.0  170.7  170.7   76.2      0  11533    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  174.2  174.2
   2020      4    0.0  175.4  175.4   79.4      0  12053    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  178.9  178.9
   2021      4    0.0  180.2  180.2   82.7      0  12573    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  183.8  183.8
   2022      4    0.0  185.2  185.2   86.1      0  13093    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  188.8  188.8
   2023      4    0.0  190.2  190.2   89.4      0  13613    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  193.8  193.8
   2024      4    0.0  195.1  195.1   92.5      0  14133    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  198.8  198.8
   2025      4    0.0  200.1  200.1   95.4      0  14653    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  203.9  203.9
   2026      4    0.0  205.3  205.3   98.2      0  15173    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  209.1  209.1
   2027      4    0.0  210.4  210.4  101.0      0  15693    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  214.2  214.2
   1987      5   63.0   63.0   -0.0    0.1   8730   8673   66.5   66.3   -0.2   1200   1257   63.4   63.4   -0.0   9930   9930 9999.0    NaN    NaN
   1988      5   66.1   68.7    2.6    0.9   9050   8995   66.3   68.9    2.6    530    528   58.1   58.1   -0.0    850    850   66.9   69.8    2.9
   1989      5   72.9   77.3    4.5    1.8   9270   9313   70.3   72.8    2.5    540    442   62.5   62.5   -0.0    760    760   73.6   78.4    4.8
   1990      5   77.6   84.2    6.6    2.9   9450   9595   75.2   79.1    4.0    490    388   66.0   66.0   -0.0    670    670   78.3   85.3    7.0
   1991      5   84.2   92.3    8.1    3.9   9720   9833   84.8   93.3    8.5    510    542   69.7   69.7    0.0    780    780   85.4   94.2    8.8
   1992      5   87.2   96.1    8.9    4.9  10200  10355   86.1   93.8    7.7    520    478   72.1   72.1    0.0   1000   1000   88.7   98.4    9.7
   1993      5   92.0  101.9    9.9    5.8  10540  10825   88.9   93.4    4.5    610    480   78.9   78.9    0.0    950    950   93.0  103.6   10.6
   1994      5   93.6  103.7   10.1    6.4  10380  10615   94.2  104.8   10.6    820    870   77.8   77.8    0.0    660    660   94.7  105.4   10.8
   1995      5   96.4  107.1   10.7    6.9  10160  10448   95.1  103.6    8.5    760    707   81.2   81.2    0.0    540    540   97.0  108.1   11.1
   1996      5  100.1  111.2   11.1    7.5   9890  10240   98.4  106.8    8.4    800    738   80.1   80.1    0.0    530    530  101.0  112.5   11.5
   1997      5  105.2  116.8   11.6    7.9   9330   9644  105.2  116.7   11.5   1100   1136   86.6   86.5   -0.0    540    540  106.2  118.4   12.2
   1998      5  110.2  122.0   11.8    8.4   9070   9371  109.9  121.2   11.3    930    943   90.3   90.3    0.0    670    670  111.6  124.2   12.5
   1999      5  108.4  118.7   10.3    9.4   9820  10108  108.0  117.6    9.5   1090   1103   91.0   91.0    0.0   1840   1840  111.9  124.0   12.1
   2000      5  108.4  117.5    9.1    9.6   9720   9883  110.8  122.7   12.0   1320   1445   88.3   88.3    0.0   1220   1220  111.2  121.8   10.6
   2001      5  114.9  124.5    9.6   10.1   9160   9369  112.6  118.8    6.3   1200   1154   89.9   89.9    0.0    640    640  116.3  126.1    9.8
   2002      5  121.7  131.6    9.9   10.9   8990   9248  118.4  123.8    5.4    850    801   96.7   96.7   -0.0    680    680  123.2  133.5   10.2
   2003      5  127.3  137.1    9.8   11.6   8910   9169  125.9  134.0    8.1    970    969  102.7  102.7   -0.0    890    890  129.6  140.1   10.5
   2004      5  132.9  142.4    9.4   12.3   8770   8977  134.7  145.9   11.3   1020   1072  106.5  106.5    0.0    880    880  135.7  146.2   10.5
   2005      5  137.6  146.6    9.0   12.9   8760   8935  139.1  148.9    9.8    920    952  110.5  110.5   -0.0    910    910  140.5  150.5   10.0
   2006      5  142.5  150.6    8.1   12.6   8430   8541  146.9  159.2   12.2   1100   1164  113.4  113.3   -0.0    770    770  145.6  154.9    9.3
   2007      5  148.4  156.5    8.1   13.0   8150   8281  145.7  149.9    4.2    870    850  116.1  116.1   -0.0    590    590  150.4  158.6    8.2
   2008      5  152.8  160.0    7.2   13.4   7990   8076  156.9  167.1   10.2   1000   1045  123.3  123.3   -0.0    840    840  156.3  164.6    8.3
   2009      5  156.4  161.5    5.1   12.5   7880   7882  167.9  182.8   14.9   1060   1144  127.8  127.8   -0.0    950    950  161.3  168.5    7.2
   2010      5  158.8  162.5    3.7   11.6   7820   7785  168.6  179.2   10.6    950    987  130.3  130.3   -0.0    890    890  163.2  168.2    5.0
   2011      5  161.5  164.2    2.8   11.4   7740   7695  169.1  175.8    6.7    910    920  131.9  131.9   -0.0    830    830  165.5  169.0    3.5
