    year   type mend_d mend_s mend_f send_f nend_d nend_s mout_d mout_s mout_f nout_d nout_s  min_d  min_s  min_f  nin_d  nin_s mint_d mint_s mint_f 
   1990      3   44.4   45.4    1.0    0.4    830    844   41.9   44.2    2.2     40     36   37.8   37.8   -0.0     40     40   44.6   45.7    1.1
   1991      3   49.1   50.9    1.8    0.9    850    867   52.7   48.9   -3.7     30     27   41.8   41.8   -0.0     50     50   49.6   51.4    1.7
   1992      3   52.0   53.9    1.9    1.2    850    868   52.3   52.6    0.3     20     19   44.7   44.6   -0.0     20     20   52.2   54.1    1.9
   1993      3   56.4   58.4    1.9    1.7    810    837   52.3   53.0    0.7     60     51   45.8   45.8    0.0     20     20   56.4   58.3    2.0
   1994      3   58.2   60.2    2.0    2.6    780    812   56.9   57.3    0.5     60     55   44.1   44.1   -0.0     30     30   58.6   60.6    2.0
   1995      3   60.6   62.3    1.7    2.8    790    832   52.1    NaN    NaN     10      0   44.3   44.3   -0.0     20     20   60.9   62.7    1.8
   1996      3   64.7   66.6    1.9    2.8    720    765   56.3   56.6    0.3     70     67    0.0    NaN    NaN      0      0   64.0   65.8    1.8
   1997      3   70.8   72.6    1.8    2.8    650    698   59.3   61.3    2.0     90     87   47.3   47.4    0.0     20     20   70.1   72.0    1.9
   1998      3   74.2   76.4    2.3    3.0    670    719   69.4   68.7   -0.8     60     59   52.7   52.7    0.0     80     80   76.4   78.5    2.1
   1999      3   64.8   67.0    2.2    2.7   1130   1181   62.9   61.9   -0.9    120    118   51.4   51.4   -0.0    580    580   76.1   78.7    2.6
   2000      3   61.7   63.7    2.0    3.3   1580   1637   56.5   56.3   -0.2    220    214   50.7   50.7   -0.0    670    670   67.2   69.8    2.5
   2001      3   65.8   68.0    2.2    3.6   1580   1643   59.5   58.9   -0.5    230    224   54.1   54.1   -0.0    230    230   66.6   68.7    2.2
   2002      3   69.7   71.8    2.1    3.9   1740   1811   61.5   59.8   -1.7     90     82   55.2   55.2    0.0    250    250   71.5   73.8    2.2
   2003      3   73.6   75.7    2.1    4.4   1820   1894   61.0   61.9    0.9     80     77   55.3   55.3   -0.0    160    160   74.7   76.9    2.2
   2004      3   78.8   81.4    2.6    5.2   1800   1875   67.3   66.6   -0.6    170    169   58.2   58.2   -0.0    150    150   79.4   81.9    2.5
   2005      3   82.9   86.0    3.1    5.8   1690   1770   78.9   77.4   -1.5    220    215   54.3   54.3   -0.0    110    110   84.1   86.9    2.7
   2006      3   86.8   89.9    3.1    6.1   1730   1816   72.3   71.3   -1.0    140    134   59.4   59.4    0.0    180    180   88.5   91.6    3.1
   2007      3   88.0   90.9    2.9    8.2   1880   1958   93.2   96.3    3.0    140    148   63.0   63.0    0.0    290    290   92.6   95.8    3.2
   2008      3   92.9   96.2    3.3    9.3   1840   1913   76.6   75.8   -0.8    190    195   65.3   65.3   -0.0    150    150   93.5   96.5    3.0
   2009      3   95.6   98.9    3.3   10.4   1920   1993   95.1   91.8   -3.2    160    160   66.4   66.4    0.0    240    240   99.4  102.4    3.0
   2010      3   98.1  101.5    3.4   10.0   2020   2104   91.5   82.9   -8.6    140    129   68.3   68.3    0.0    240    240  101.3  104.3    3.0
   2011      3   98.9  101.9    3.0   10.5   2060   2147  106.1  109.5    3.3    210    207   69.6   69.6    0.0    250    250  103.3  106.5    3.2
   2012      3  102.6  105.2    2.6   10.4   2100   2178   83.3   82.6   -0.7    130    139   72.3   72.3   -0.0    170    170  103.8  106.4    2.5
   2013      3  104.9  108.0    3.1   12.6   2130   2218  107.6  100.2   -7.4    150    140   73.8   73.8   -0.0    180    180  107.7  110.3    2.5
   2014      3  107.4  110.5    3.1   12.5   2170   2258   95.6   89.8   -5.8    240    240   73.0   73.0   -0.0    280    280  110.6  113.0    2.4
   2015      3  110.6  113.4    2.8   12.1   2310   2398    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140  113.0  115.9    2.9
   2016      3    0.0  116.4  116.4   47.7      0   2538    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  119.0  119.0
   2017      3    0.0  119.6  119.6   49.5      0   2678    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  122.1  122.1
   2018      3    0.0  122.7  122.7   51.4      0   2818    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  125.3  125.3
   2019      3    0.0  125.8  125.8   53.4      0   2958    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  128.5  128.5
   2020      3    0.0  129.2  129.2   55.6      0   3098    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  131.9  131.9
   2021      3    0.0  132.6  132.6   57.6      0   3238    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  135.3  135.3
   2022      3    0.0  136.0  136.0   60.0      0   3378    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  138.8  138.8
   2023      3    0.0  139.6  139.6   62.4      0   3518    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  142.4  142.4
   2024      3    0.0  143.2  143.2   64.8      0   3658    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  146.0  146.0
   2025      3    0.0  146.8  146.8   67.2      0   3798    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  149.7  149.7
   2026      3    0.0  150.5  150.5   69.6      0   3938    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  153.3  153.3
   2027      3    0.0  154.5  154.5   72.3      0   4078    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  157.4  157.4
   1987      4   44.7   44.8    0.0    0.5   1100   1079   51.0   50.0   -0.9    160    181   45.5   45.5   -0.0   1260   1260 9999.0    NaN    NaN
   1988      4   47.6   49.5    2.0    1.4   1320   1305   47.2   48.3    1.1     60     54   42.5   42.5    0.0    280    280   48.8   51.3    2.5
   1989      4   54.3   62.3    8.0    4.1   1500   1472   55.2   64.1    8.9     60     73   50.3   50.3    0.0    240    240   55.1   64.6    9.5
   1990      4   57.1   64.7    7.6    5.7   1890   1887   55.5   57.9    2.4     90     65   49.7   49.7   -0.0    480    480   59.3   69.3   10.0
   1991      4   63.4   72.9    9.5    6.5   2020   1987   64.6   76.7   12.1    150    180   55.7   55.7    0.0    280    280   64.6   75.8   11.2
   1992      4   66.0   75.9   10.0    7.6   2320   2314   63.3   64.6    1.3     90     63   54.7   54.7    0.0    390    390   68.0   79.8   11.7
   1993      4   70.1   80.4   10.2    8.5   2510   2493   71.2   83.1   11.9    130    141   59.5   59.5    0.0    320    320   71.7   83.4   11.8
   1994      4   71.1   81.2   10.0    9.0   2760   2812   66.7   65.4   -1.3    230    161   59.8   59.8   -0.0    480    480   72.9   84.3   11.4
   1995      4   73.2   83.1    9.9    9.2   2940   2970   74.7   86.7   12.0    180    202   58.9   58.9    0.0    360    360   75.1   86.4   11.3
   1996      4   76.4   86.7   10.3    9.5   2990   3033   75.2   82.0    6.8    180    167   59.8   59.8   -0.0    230    230   77.6   88.5   10.9
   1997      4   80.9   91.1   10.2    9.5   3000   3026   81.5   93.1   11.5    340    357   64.6   64.6   -0.0    350    350   82.9   94.4   11.5
   1998      4   85.2   95.7   10.5   10.4   3100   3181   79.8   79.0   -0.8    270    215   67.2   67.2    0.0    370    370   87.0   98.0   11.0
   1999      4   82.4   90.8    8.4   10.7   4070   4190   76.0   74.3   -1.8    280    241   67.5   67.5    0.0   1250   1250   87.9   98.7   10.8
   2000      4   81.0   88.3    7.3   10.5   4730   4864   79.1   82.7    3.6    480    466   65.9   65.9    0.0   1140   1140   85.1   93.8    8.7
   2001      4   86.5   93.9    7.4   11.0   5040   5204   77.4   76.2   -1.2    290    260   68.7   68.7   -0.0    600    600   88.2   96.1    7.9
   2002      4   92.8  100.5    7.7   11.3   5320   5509   86.0   83.9   -2.0    270    245   73.0   73.0    0.0    550    550   94.7  102.6    8.0
   2003      4   97.8  105.4    7.6   11.8   5890   6093   86.4   85.3   -1.1    240    226   75.1   75.1    0.0    810    810  100.7  109.1    8.3
   2004      4  103.2  111.1    7.9   12.7   6150   6382   93.7   92.1   -1.5    430    401   75.9   75.9    0.0    690    690  105.7  113.9    8.2
   2005      4  108.9  117.3    8.4   13.6   6240   6493   99.8   98.1   -1.7    440    419   79.9   79.9    0.0    530    530  110.7  119.2    8.4
   2006      4  113.4  122.2    8.8   14.6   6460   6739  104.2  102.7   -1.4    550    524   80.9   80.9   -0.0    770    770  116.6  125.6    8.9
   2007      4  118.5  127.5    9.0   15.2   6650   6951  106.1  102.6   -3.6    400    378   85.0   85.0    0.0    590    590  120.7  129.8    9.0
   2008      4  123.6  132.7    9.1   15.6   6930   7249  117.8  110.4   -7.4    250    232   88.2   88.2    0.0    530    530  126.2  135.3    9.1
   2009      4  128.4  137.2    8.8   16.2   7230   7543  126.3  129.9    3.6    400    406   90.0   90.0   -0.0    700    700  132.2  141.3    9.2
   2010      4  131.5  140.1    8.6   16.7   7510   7831  126.2  124.0   -2.2    440    432   92.1   92.1    0.0    720    720  135.1  143.8    8.7
   2011      4  134.9  143.4    8.5   17.0   7820   8152  118.0  114.7   -3.3    510    499   93.1   93.1    0.0    820    820  138.3  146.9    8.6
   2012      4  138.3  146.3    8.0   16.8   8080   8409  114.0  114.1    0.1    470    473   94.9   94.9   -0.0    730    730  140.9  149.1    8.2
   2013      4  140.6  148.3    7.6   17.8   8460   8793  132.8  129.4   -3.5    600    596   98.9   98.9    0.0    980    980  145.1  152.7    7.6
   2014      4  142.8  149.2    6.4   17.4   8630   8923  156.1  170.6   14.5    540    580   99.9   99.9   -0.0    710    710  147.3  154.6    7.4
   2015      4  147.1  153.2    6.1   17.2   9150   9443    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520  150.1  156.5    6.4
   2016      4    0.0  157.4  157.4   67.2      0   9963    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  160.7  160.7
   2017      4    0.0  161.7  161.7   70.2      0  10483    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  165.1  165.1
   2018      4    0.0  166.2  166.2   73.3      0  11003    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  169.6  169.6
   2019      4    0.0  170.9  170.9   76.6      0  11523    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  174.4  174.4
   2020      4    0.0  175.5  175.5   79.9      0  12043    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  179.1  179.1
   2021      4    0.0  180.3  180.3   83.4      0  12563    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  183.9  183.9
   2022      4    0.0  185.2  185.2   86.6      0  13083    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  188.8  188.8
   2023      4    0.0  190.1  190.1   89.8      0  13603    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  193.8  193.8
   2024      4    0.0  195.0  195.0   92.8      0  14123    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  198.8  198.8
   2025      4    0.0  200.1  200.1   95.7      0  14643    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  203.8  203.8
   2026      4    0.0  205.1  205.1   98.5      0  15163    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  208.9  208.9
   2027      4    0.0  210.2  210.2  101.1      0  15683    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  214.1  214.1
   1987      5   63.0   63.0   -0.0    0.1   8730   8673   66.5   66.3   -0.2   1200   1257   63.4   63.4   -0.0   9930   9930 9999.0    NaN    NaN
   1988      5   66.1   68.7    2.6    0.9   9050   8995   66.3   68.9    2.6    530    528   58.1   58.1   -0.0    850    850   66.9   69.8    2.9
   1989      5   72.9   77.4    4.5    1.9   9270   9311   70.3   72.9    2.5    540    444   62.5   62.5   -0.0    760    760   73.6   78.4    4.8
   1990      5   77.6   84.3    6.6    2.9   9450   9593   75.2   79.0    3.8    490    388   66.0   66.0   -0.0    670    670   78.3   85.4    7.0
   1991      5   84.2   92.3    8.1    3.9   9720   9834   84.8   93.4    8.6    510    539   69.7   69.7    0.0    780    780   85.4   94.2    8.8
   1992      5   87.2   96.1    8.9    4.9  10200  10355   86.1   93.6    7.5    520    479   72.1   72.1    0.0   1000   1000   88.7   98.5    9.8
   1993      5   92.0  101.9    9.9    5.8  10540  10823   88.9   93.2    4.3    610    482   78.9   78.9    0.0    950    950   93.0  103.6   10.6
   1994      5   93.6  103.7   10.1    6.4  10380  10605   94.2  105.0   10.8    820    878   77.8   77.8    0.0    660    660   94.7  105.4   10.8
   1995      5   96.4  107.0   10.7    6.9  10160  10437   95.1  103.6    8.5    760    708   81.2   81.2    0.0    540    540   97.0  108.1   11.1
   1996      5  100.1  111.2   11.1    7.4   9890  10229   98.4  106.8    8.4    800    738   80.1   80.1    0.0    530    530  101.0  112.5   11.5
   1997      5  105.2  116.8   11.6    7.8   9330   9637  105.2  116.7   11.5   1100   1132   86.6   86.5   -0.0    540    540  106.2  118.4   12.2
   1998      5  110.2  122.0   11.8    8.4   9070   9369  109.9  121.2   11.2    930    938   90.3   90.3    0.0    670    670  111.6  124.1   12.5
   1999      5  108.4  118.7   10.3    9.3   9820  10109  108.0  117.7    9.7   1090   1100   91.0   91.0    0.0   1840   1840  111.9  124.0   12.1
   2000      5  108.4  117.5    9.1    9.5   9720   9885  110.8  122.7   12.0   1320   1444   88.3   88.3    0.0   1220   1220  111.2  121.8   10.6
   2001      5  114.9  124.5    9.6   10.0   9160   9377  112.6  119.0    6.5   1200   1148   89.9   89.9    0.0    640    640  116.3  126.1    9.9
   2002      5  121.7  131.7   10.0   10.8   8990   9253  118.4  123.8    5.4    850    804   96.7   96.7   -0.0    680    680  123.2  133.6   10.3
   2003      5  127.3  137.3   10.0   11.6   8910   9175  125.9  134.3    8.4    970    968  102.7  102.7   -0.0    890    890  129.6  140.3   10.7
   2004      5  132.9  142.5    9.6   12.3   8770   8990  134.7  145.8   11.2   1020   1065  106.5  106.5    0.0    880    880  135.7  146.4   10.6
   2005      5  137.6  146.7    9.1   12.9   8760   8945  139.1  149.7   10.6    920    955  110.5  110.5   -0.0    910    910  140.5  150.6   10.1
   2006      5  142.5  150.8    8.3   12.7   8430   8544  146.9  159.4   12.5   1100   1171  113.4  113.3   -0.0    770    770  145.6  155.1    9.5
   2007      5  148.4  156.7    8.4   13.1   8150   8279  145.7  150.4    4.7    870    855  116.1  116.1   -0.0    590    590  150.4  158.9    8.5
   2008      5  152.8  160.2    7.4   13.5   7990   8081  156.9  167.5   10.6   1000   1038  123.3  123.3   -0.0    840    840  156.3  164.8    8.5
   2009      5  156.4  161.7    5.3   12.6   7880   7885  167.9  182.8   14.9   1060   1146  127.8  127.8   -0.0    950    950  161.3  168.7    7.4
   2010      5  158.8  162.6    3.8   11.7   7820   7788  168.6  179.9   11.3    950    987  130.3  130.3   -0.0    890    890  163.2  168.4    5.2
   2011      5  161.5  164.2    2.8   11.3   7740   7693  169.1  176.6    7.5    910    925  131.9  131.9   -0.0    830    830  165.5  169.1    3.6
