    year   type mend_d mend_s mend_f send_f nend_d nend_s mout_d mout_s mout_f nout_d nout_s  min_d  min_s  min_f  nin_d  nin_s mint_d mint_s mint_f 
   1990      3   44.4   45.4    1.0    0.6    830    842   41.9   44.6    2.7     40     38   37.8   37.8   -0.0     40     40   44.6   45.7    1.1
   1991      3   49.1   50.8    1.8    1.2    850    865   52.7   49.2   -3.4     30     27   41.8   41.8   -0.0     50     50   49.6   51.3    1.7
   1992      3   52.0   53.8    1.8    1.4    850    867   52.3   52.2   -0.1     20     18   44.7   44.6   -0.0     20     20   52.2   54.0    1.8
   1993      3   56.4   58.2    1.8    1.7    810    834   52.3   52.8    0.5     60     53   45.8   45.8    0.0     20     20   56.4   58.2    1.8
   1994      3   58.2   60.0    1.8    2.5    780    806   56.9   57.8    0.9     60     58   44.1   44.1   -0.0     30     30   58.6   60.4    1.8
   1995      3   60.6   62.2    1.6    2.8    790    825   52.1   57.5    5.4     10      1   44.3   44.3   -0.0     20     20   60.9   62.6    1.8
   1996      3   64.7   66.7    2.0    3.0    720    760   56.3   56.7    0.4     70     65    0.0    NaN    NaN      0      0   64.0   66.0    2.0
   1997      3   70.8   72.9    2.0    3.3    650    693   59.3   60.6    1.3     90     87   47.3   47.4    0.0     20     20   70.1   72.1    2.1
   1998      3   74.2   76.7    2.5    3.4    670    719   69.4   68.1   -1.4     60     54   52.7   52.7    0.0     80     80   76.4   78.8    2.4
   1999      3   64.8   67.1    2.3    3.1   1130   1180   62.9   63.2    0.3    120    119   51.4   51.4   -0.0    580    580   76.1   79.1    3.0
   2000      3   61.7   63.8    2.1    3.6   1580   1643   56.5   55.8   -0.6    220    207   50.7   50.7   -0.0    670    670   67.2   69.9    2.6
   2001      3   65.8   68.2    2.4    4.0   1580   1648   59.5   59.1   -0.4    230    225   54.1   54.1   -0.0    230    230   66.6   68.9    2.3
   2002      3   69.7   72.1    2.4    4.4   1740   1817   61.5   60.0   -1.5     90     81   55.2   55.2    0.0    250    250   71.5   74.1    2.6
   2003      3   73.6   76.1    2.5    5.0   1820   1896   61.0   62.9    1.9     80     81   55.3   55.3   -0.0    160    160   74.7   77.4    2.7
   2004      3   78.8   81.5    2.7    5.4   1800   1880   67.3   67.1   -0.2    170    166   58.2   58.2   -0.0    150    150   79.4   82.0    2.6
   2005      3   82.9   86.0    3.2    6.1   1690   1774   78.9   77.3   -1.6    220    216   54.3   54.3   -0.0    110    110   84.1   86.9    2.8
   2006      3   86.8   90.1    3.3    6.4   1730   1817   72.3   72.0   -0.3    140    137   59.4   59.4    0.0    180    180   88.5   91.8    3.3
   2007      3   88.0   91.3    3.2    8.2   1880   1965   93.2   94.8    1.6    140    142   63.0   63.0    0.0    290    290   92.6   96.1    3.4
   2008      3   92.9   96.4    3.5    9.3   1840   1918   76.6   76.6   -0.0    190    197   65.3   65.3   -0.0    150    150   93.5   96.8    3.3
   2009      3   95.6   99.3    3.7   10.2   1920   2007   95.1   90.9   -4.2    160    151   66.4   66.4    0.0    240    240   99.4  102.8    3.4
   2010      3   98.1  102.0    3.9    9.9   2020   2118   91.5   83.8   -7.7    140    129   68.3   68.3    0.0    240    240  101.3  104.8    3.5
   2011      3   98.9  102.4    3.4   10.7   2060   2154  106.1  109.6    3.5    210    214   69.6   69.6    0.0    250    250  103.3  106.9    3.6
   2012      3  102.6  105.5    2.9   10.5   2100   2191   83.3   83.0   -0.3    130    133   72.3   72.3   -0.0    170    170  103.8  106.7    2.8
   2013      3  104.9  108.0    3.2   12.6   2130   2234  107.6  100.3   -7.3    150    137   73.8   73.8   -0.0    180    180  107.7  110.4    2.6
   2014      3  107.4  110.7    3.3   12.7   2170   2272   95.6   89.6   -6.0    240    242   73.0   73.0   -0.0    280    280  110.6  113.1    2.5
   2015      3  110.6  113.6    3.0   12.2   2310   2412    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140  113.0  116.1    3.1
   2016      3    0.0  116.5  116.5   47.6      0   2552    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  119.0  119.0
   2017      3    0.0  119.7  119.7   49.4      0   2692    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  122.2  122.2
   2018      3    0.0  122.8  122.8   51.3      0   2832    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  125.4  125.4
   2019      3    0.0  126.0  126.0   53.3      0   2972    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  128.6  128.6
   2020      3    0.0  129.4  129.4   55.6      0   3112    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  132.1  132.1
   2021      3    0.0  132.8  132.8   57.7      0   3252    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  135.5  135.5
   2022      3    0.0  136.2  136.2   60.0      0   3392    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  138.9  138.9
   2023      3    0.0  139.8  139.8   62.2      0   3532    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  142.5  142.5
   2024      3    0.0  143.4  143.4   64.6      0   3672    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  146.1  146.1
   2025      3    0.0  146.9  146.9   67.1      0   3812    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  149.8  149.8
   2026      3    0.0  150.8  150.8   69.8      0   3952    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  153.6  153.6
   2027      3    0.0  154.5  154.5   72.4      0   4092    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  157.4  157.4
   1987      4   44.7   44.8    0.0    0.5   1100   1079   51.0   50.0   -0.9    160    181   45.5   45.5   -0.0   1260   1260 9999.0    NaN    NaN
   1988      4   47.6   49.5    2.0    1.4   1320   1305   47.2   48.3    1.1     60     54   42.5   42.5    0.0    280    280   48.8   51.3    2.5
   1989      4   54.3   62.3    8.0    4.1   1500   1472   55.2   64.1    8.9     60     73   50.3   50.3    0.0    240    240   55.1   64.6    9.5
   1990      4   57.1   64.7    7.7    5.7   1890   1888   55.5   57.8    2.3     90     64   49.7   49.7   -0.0    480    480   59.3   69.3   10.0
   1991      4   63.4   73.0    9.6    6.7   2020   1984   64.6   76.7   12.1    150    184   55.7   55.7    0.0    280    280   64.6   75.9   11.3
   1992      4   66.0   76.1   10.1    7.7   2320   2314   63.3   65.4    2.1     90     60   54.7   54.7    0.0    390    390   68.0   80.0   11.9
   1993      4   70.1   80.5   10.4    8.6   2510   2490   71.2   84.1   12.9    130    144   59.5   59.5    0.0    320    320   71.7   83.7   12.0
   1994      4   71.1   81.3   10.2    9.2   2760   2812   66.7   65.1   -1.6    230    158   59.8   59.8   -0.0    480    480   72.9   84.4   11.5
   1995      4   73.2   83.2   10.0    9.4   2940   2969   74.7   87.2   12.5    180    203   58.9   58.9    0.0    360    360   75.1   86.6   11.4
   1996      4   76.4   86.8   10.4    9.7   2990   3034   75.2   82.2    7.0    180    165   59.8   59.8   -0.0    230    230   77.6   88.6   11.0
   1997      4   80.9   91.3   10.4    9.8   3000   3031   81.5   92.6   11.1    340    353   64.6   64.6   -0.0    350    350   82.9   94.6   11.7
   1998      4   85.2   95.9   10.7   10.6   3100   3185   79.8   78.5   -1.3    270    216   67.2   67.2    0.0    370    370   87.0   98.2   11.2
   1999      4   82.4   91.1    8.7   10.9   4070   4198   76.0   73.9   -2.1    280    237   67.5   67.5    0.0   1250   1250   87.9   99.1   11.2
   2000      4   81.0   88.5    7.5   10.6   4730   4878   79.1   82.3    3.2    480    460   65.9   65.9    0.0   1140   1140   85.1   94.0    8.9
   2001      4   86.5   94.2    7.7   11.3   5040   5215   77.4   76.4   -1.0    290    263   68.7   68.7   -0.0    600    600   88.2   96.4    8.2
   2002      4   92.8  100.8    8.0   11.5   5320   5521   86.0   83.6   -2.4    270    244   73.0   73.0    0.0    550    550   94.7  103.0    8.3
   2003      4   97.8  105.7    7.9   12.1   5890   6111   86.4   85.0   -1.4    240    220   75.1   75.1    0.0    810    810  100.7  109.3    8.6
   2004      4  103.2  111.4    8.2   13.0   6150   6397   93.7   91.7   -2.0    430    404   75.9   75.9    0.0    690    690  105.7  114.1    8.4
   2005      4  108.9  117.6    8.7   14.1   6240   6517   99.8   97.2   -2.5    440    410   79.9   79.9    0.0    530    530  110.7  119.5    8.7
   2006      4  113.4  122.7    9.3   15.2   6460   6762  104.2  102.5   -1.7    550    525   80.9   80.9   -0.0    770    770  116.6  126.0    9.4
   2007      4  118.5  128.1    9.6   16.0   6650   6973  106.1  103.1   -3.0    400    379   85.0   85.0    0.0    590    590  120.7  130.4    9.7
   2008      4  123.6  133.3    9.7   16.4   6930   7278  117.8  109.8   -8.0    250    225   88.2   88.2    0.0    530    530  126.2  136.0    9.7
   2009      4  128.4  137.9    9.5   17.0   7230   7567  126.3  131.1    4.8    400    411   90.0   90.0   -0.0    700    700  132.2  142.1    9.9
   2010      4  131.5  140.7    9.2   17.6   7510   7852  126.2  124.7   -1.5    440    435   92.1   92.1    0.0    720    720  135.1  144.4    9.3
   2011      4  134.9  144.1    9.2   17.9   7820   8169  118.0  115.0   -3.0    510    503   93.1   93.1    0.0    820    820  138.3  147.6    9.2
   2012      4  138.3  147.0    8.7   17.8   8080   8428  114.0  114.1    0.0    470    471   94.9   94.9   -0.0    730    730  140.9  149.8    8.9
   2013      4  140.6  148.9    8.3   18.6   8460   8820  132.8  128.9   -3.9    600    588   98.9   98.9    0.0    980    980  145.1  153.4    8.3
   2014      4  142.8  149.7    6.9   17.9   8630   8941  156.1  173.1   17.0    540    589   99.9   99.9   -0.0    710    710  147.3  155.3    8.0
   2015      4  147.1  153.7    6.6   17.8   9150   9461    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520  150.1  157.0    6.9
   2016      4    0.0  157.9  157.9   67.8      0   9981    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  161.2  161.2
   2017      4    0.0  162.3  162.3   70.8      0  10501    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  165.6  165.6
   2018      4    0.0  166.7  166.7   73.9      0  11021    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  170.1  170.1
   2019      4    0.0  171.2  171.2   77.1      0  11541    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  174.7  174.7
   2020      4    0.0  175.9  175.9   80.2      0  12061    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  179.4  179.4
   2021      4    0.0  180.7  180.7   83.5      0  12581    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  184.2  184.2
   2022      4    0.0  185.5  185.5   86.8      0  13101    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  189.2  189.2
   2023      4    0.0  190.4  190.4   89.9      0  13621    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  194.1  194.1
   2024      4    0.0  195.3  195.3   93.0      0  14141    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  199.1  199.1
   2025      4    0.0  200.3  200.3   95.8      0  14661    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  204.1  204.1
   2026      4    0.0  205.3  205.3   98.5      0  15181    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  209.2  209.2
   2027      4    0.0  210.5  210.5  101.3      0  15701    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  214.3  214.3
   1987      5   63.0   63.0   -0.0    0.1   8730   8673   66.5   66.3   -0.2   1200   1257   63.4   63.4   -0.0   9930   9930 9999.0    NaN    NaN
   1988      5   66.1   68.7    2.6    0.9   9050   8995   66.3   68.9    2.6    530    528   58.1   58.1   -0.0    850    850   66.9   69.8    2.9
   1989      5   72.9   77.4    4.5    1.9   9270   9311   70.3   72.9    2.5    540    444   62.5   62.5   -0.0    760    760   73.6   78.4    4.8
   1990      5   77.6   84.3    6.6    2.9   9450   9595   75.2   79.0    3.8    490    386   66.0   66.0   -0.0    670    670   78.3   85.4    7.0
   1991      5   84.2   92.3    8.2    3.9   9720   9836   84.8   93.5    8.7    510    539   69.7   69.7    0.0    780    780   85.4   94.2    8.8
   1992      5   87.2   96.2    8.9    4.9  10200  10354   86.1   93.6    7.4    520    482   72.1   72.1    0.0   1000   1000   88.7   98.5    9.8
   1993      5   92.0  101.9    9.9    5.8  10540  10825   88.9   93.4    4.6    610    479   78.9   78.9    0.0    950    950   93.0  103.6   10.6
   1994      5   93.6  103.7   10.1    6.4  10380  10615   94.2  105.0   10.9    820    870   77.8   77.8    0.0    660    660   94.7  105.4   10.8
   1995      5   96.4  107.0   10.7    6.9  10160  10444   95.1  103.7    8.6    760    711   81.2   81.2    0.0    540    540   97.0  108.1   11.1
   1996      5  100.1  111.2   11.1    7.5   9890  10241   98.4  106.7    8.3    800    733   80.1   80.1    0.0    530    530  101.0  112.5   11.5
   1997      5  105.2  116.8   11.6    7.9   9330   9642  105.2  116.6   11.4   1100   1139   86.6   86.5   -0.0    540    540  106.2  118.4   12.2
   1998      5  110.2  122.0   11.8    8.4   9070   9367  109.9  121.4   11.5    930    945   90.3   90.3    0.0    670    670  111.6  124.1   12.5
   1999      5  108.4  118.7   10.3    9.4   9820  10106  108.0  117.7    9.6   1090   1101   91.0   91.0    0.0   1840   1840  111.9  124.0   12.1
   2000      5  108.4  117.5    9.0    9.5   9720   9886  110.8  122.7   12.0   1320   1440   88.3   88.3    0.0   1220   1220  111.2  121.7   10.5
   2001      5  114.9  124.4    9.5   10.0   9160   9372  112.6  119.0    6.4   1200   1154   89.9   89.9    0.0    640    640  116.3  126.0    9.8
   2002      5  121.7  131.7   10.0   10.8   8990   9242  118.4  123.6    5.2    850    810   96.7   96.7   -0.0    680    680  123.2  133.5   10.3
   2003      5  127.3  137.3   10.0   11.5   8910   9164  125.9  133.9    8.0    970    968  102.7  102.7   -0.0    890    890  129.6  140.3   10.7
   2004      5  132.9  142.6    9.6   12.3   8770   8975  134.7  146.0   11.4   1020   1069  106.5  106.5    0.0    880    880  135.7  146.4   10.7
   2005      5  137.6  146.8    9.3   13.0   8760   8937  139.1  148.7    9.6    920    948  110.5  110.5   -0.0    910    910  140.5  150.7   10.2
   2006      5  142.5  150.8    8.3   12.6   8430   8537  146.9  159.6   12.7   1100   1170  113.4  113.3   -0.0    770    770  145.6  155.2    9.5
   2007      5  148.4  156.7    8.3   13.0   8150   8282  145.7  150.0    4.3    870    845  116.1  116.1   -0.0    590    590  150.4  158.8    8.5
   2008      5  152.8  160.2    7.4   13.4   7990   8085  156.9  166.9   10.0   1000   1037  123.3  123.3   -0.0    840    840  156.3  164.8    8.5
   2009      5  156.4  161.9    5.5   12.6   7880   7889  167.9  182.6   14.6   1060   1146  127.8  127.8   -0.0    950    950  161.3  168.8    7.5
   2010      5  158.8  162.8    4.0   11.8   7820   7786  168.6  180.0   11.4    950    993  130.3  130.3   -0.0    890    890  163.2  168.7    5.5
   2011      5  161.5  164.5    3.1   11.7   7740   7690  169.1  176.3    7.2    910    926  131.9  131.9   -0.0    830    830  165.5  169.4    3.9
