    year   type mend_d mend_s mend_f send_f nend_d nend_s mout_d mout_s mout_f nout_d nout_s  min_d  min_s  min_f  nin_d  nin_s mint_d mint_s mint_f 
   1990      3   44.4   45.6    1.2    0.9    830    839   41.9   44.8    2.9     40     40   37.8   37.8   -0.0     40     40   44.6   45.9    1.3
   1991      3   49.1   51.1    2.0    1.6    850    863   52.7   49.7   -2.9     30     26   41.8   41.8   -0.0     50     50   49.6   51.6    1.9
   1992      3   52.0   54.1    2.1    1.6    850    864   52.3   52.5    0.2     20     19   44.7   44.6   -0.0     20     20   52.2   54.3    2.1
   1993      3   56.4   58.7    2.2    1.9    810    832   52.3   53.5    1.2     60     52   45.8   45.8    0.0     20     20   56.4   58.7    2.3
   1994      3   58.2   60.5    2.3    2.8    780    806   56.9   57.2    0.4     60     56   44.1   44.1   -0.0     30     30   58.6   60.9    2.2
   1995      3   60.6   62.7    2.1    3.0    790    825   52.1   55.5    3.4     10      1   44.3   44.3   -0.0     20     20   60.9   63.1    2.2
   1996      3   64.7   67.0    2.2    3.0    720    759   56.3   57.9    1.6     70     66    0.0    NaN    NaN      0      0   64.0   66.2    2.3
   1997      3   70.8   73.1    2.2    3.1    650    691   59.3   60.9    1.5     90     88   47.3   47.4    0.0     20     20   70.1   72.4    2.3
   1998      3   74.2   77.0    2.8    3.3    670    713   69.4   68.4   -1.0     60     58   52.7   52.7    0.0     80     80   76.4   79.1    2.7
   1999      3   64.8   67.2    2.4    3.0   1130   1178   62.9   62.6   -0.3    120    115   51.4   51.4   -0.0    580    580   76.1   79.3    3.2
   2000      3   61.7   63.9    2.2    3.5   1580   1637   56.5   55.8   -0.7    220    211   50.7   50.7   -0.0    670    670   67.2   70.0    2.7
   2001      3   65.8   68.3    2.5    4.0   1580   1647   59.5   58.6   -0.9    230    220   54.1   54.1   -0.0    230    230   66.6   69.0    2.4
   2002      3   69.7   72.3    2.6    4.4   1740   1813   61.5   60.0   -1.5     90     84   55.2   55.2    0.0    250    250   71.5   74.3    2.7
   2003      3   73.6   76.3    2.7    4.8   1820   1898   61.0   62.6    1.6     80     75   55.3   55.3   -0.0    160    160   74.7   77.5    2.9
   2004      3   78.8   81.7    3.0    5.6   1800   1883   67.3   66.6   -0.7    170    165   58.2   58.2   -0.0    150    150   79.4   82.3    2.9
   2005      3   82.9   86.4    3.5    6.4   1690   1775   78.9   78.8   -0.0    220    218   54.3   54.3   -0.0    110    110   84.1   87.4    3.2
   2006      3   86.8   90.4    3.6    6.8   1730   1817   72.3   71.8   -0.5    140    138   59.4   59.4    0.0    180    180   88.5   92.1    3.6
   2007      3   88.0   91.6    3.6    8.9   1880   1965   93.2   94.2    1.0    140    142   63.0   63.0    0.0    290    290   92.6   96.4    3.7
   2008      3   92.9   96.9    4.0   10.1   1840   1920   76.6   76.1   -0.5    190    195   65.3   65.3   -0.0    150    150   93.5   97.3    3.8
   2009      3   95.6   99.6    4.0   11.1   1920   2006   95.1   91.0   -4.1    160    154   66.4   66.4    0.0    240    240   99.4  103.1    3.7
   2010      3   98.1  102.3    4.2   10.9   2020   2114   91.5   84.1   -7.4    140    132   68.3   68.3    0.0    240    240  101.3  105.2    3.8
   2011      3   98.9  102.4    3.5   11.3   2060   2146  106.1  111.1    4.9    210    218   69.6   69.6    0.0    250    250  103.3  107.2    3.9
   2012      3  102.6  105.7    3.1   11.0   2100   2181   83.3   82.3   -1.0    130    135   72.3   72.3   -0.0    170    170  103.8  106.9    3.0
   2013      3  104.9  108.3    3.5   13.1   2130   2222  107.6   98.6   -9.0    150    139   73.8   73.8   -0.0    180    180  107.7  110.6    2.8
   2014      3  107.4  110.8    3.4   13.2   2170   2265   95.6   89.6   -5.9    240    237   73.0   73.0   -0.0    280    280  110.6  113.3    2.7
   2015      3  110.6  113.5    2.9   12.7   2310   2405    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140  113.0  116.0    3.0
   2016      3    0.0  116.6  116.6   48.4      0   2545    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  119.1  119.1
   2017      3    0.0  119.6  119.6   50.1      0   2685    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  122.2  122.2
   2018      3    0.0  122.8  122.8   52.1      0   2825    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  125.3  125.3
   2019      3    0.0  126.0  126.0   53.9      0   2965    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  128.6  128.6
   2020      3    0.0  129.2  129.2   56.0      0   3105    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  131.9  131.9
   2021      3    0.0  132.5  132.5   58.1      0   3245    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  135.2  135.2
   2022      3    0.0  136.0  136.0   60.3      0   3385    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  138.7  138.7
   2023      3    0.0  139.5  139.5   62.8      0   3525    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  142.2  142.2
   2024      3    0.0  143.1  143.1   65.2      0   3665    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  145.9  145.9
   2025      3    0.0  146.8  146.8   67.5      0   3805    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  149.6  149.6
   2026      3    0.0  150.7  150.7   70.2      0   3945    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  153.5  153.5
   2027      3    0.0  154.6  154.6   73.0      0   4085    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  157.5  157.5
   1987      4   44.7   44.8    0.0    0.5   1100   1079   51.0   50.0   -0.9    160    181   45.5   45.5   -0.0   1260   1260 9999.0    NaN    NaN
   1988      4   47.6   49.5    2.0    1.4   1320   1305   47.2   48.3    1.1     60     54   42.5   42.5    0.0    280    280   48.8   51.3    2.5
   1989      4   54.3   62.3    8.0    3.9   1500   1472   55.2   63.4    8.2     60     73   50.3   50.3    0.0    240    240   55.1   64.5    9.5
   1990      4   57.1   64.7    7.6    5.5   1890   1889   55.5   57.6    2.1     90     63   49.7   49.7   -0.0    480    480   59.3   69.2    9.9
   1991      4   63.4   72.9    9.5    6.4   2020   1988   64.6   76.5   12.0    150    181   55.7   55.7    0.0    280    280   64.6   75.8   11.2
   1992      4   66.0   76.0   10.1    7.6   2320   2318   63.3   64.5    1.1     90     60   54.7   54.7    0.0    390    390   68.0   79.9   11.8
   1993      4   70.1   80.4   10.3    8.4   2510   2490   71.2   83.4   12.2    130    148   59.5   59.5    0.0    320    320   71.7   83.5   11.8
   1994      4   71.1   81.1    9.9    8.9   2760   2810   66.7   65.7   -1.1    230    160   59.8   59.8   -0.0    480    480   72.9   84.2   11.2
   1995      4   73.2   82.8    9.7    8.9   2940   2966   74.7   87.4   12.7    180    204   58.9   58.9    0.0    360    360   75.1   86.2   11.1
   1996      4   76.4   86.5   10.1    9.4   2990   3030   75.2   82.8    7.6    180    166   59.8   59.8   -0.0    230    230   77.6   88.3   10.7
   1997      4   80.9   91.0   10.0    9.6   3000   3028   81.5   92.2   10.6    340    352   64.6   64.6   -0.0    350    350   82.9   94.1   11.2
   1998      4   85.2   95.5   10.3   10.3   3100   3183   79.8   79.2   -0.6    270    215   67.2   67.2    0.0    370    370   87.0   97.8   10.9
   1999      4   82.4   90.8    8.3   10.6   4070   4189   76.0   74.3   -1.7    280    244   67.5   67.5    0.0   1250   1250   87.9   98.6   10.8
   2000      4   81.0   88.2    7.2   10.3   4730   4865   79.1   82.7    3.6    480    464   65.9   65.9    0.0   1140   1140   85.1   93.7    8.6
   2001      4   86.5   93.8    7.3   11.0   5040   5200   77.4   76.4   -1.0    290    265   68.7   68.7   -0.0    600    600   88.2   96.0    7.8
   2002      4   92.8  100.4    7.6   11.2   5320   5506   86.0   83.3   -2.6    270    244   73.0   73.0    0.0    550    550   94.7  102.5    7.9
   2003      4   97.8  105.4    7.6   12.0   5890   6092   86.4   85.3   -1.1    240    224   75.1   75.1    0.0    810    810  100.7  109.1    8.3
   2004      4  103.2  111.1    8.0   13.0   6150   6379   93.7   91.3   -2.4    430    403   75.9   75.9    0.0    690    690  105.7  113.8    8.1
   2005      4  108.9  117.4    8.5   13.8   6240   6496   99.8   96.9   -2.9    440    413   79.9   79.9    0.0    530    530  110.7  119.1    8.4
   2006      4  113.4  122.3    8.9   14.8   6460   6740  104.2  102.2   -1.9    550    526   80.9   80.9   -0.0    770    770  116.6  125.6    9.0
   2007      4  118.5  127.7    9.3   15.5   6650   6952  106.1  102.3   -3.8    400    378   85.0   85.0    0.0    590    590  120.7  130.0    9.3
   2008      4  123.6  133.0    9.4   15.9   6930   7254  117.8  110.6   -7.2    250    228   88.2   88.2    0.0    530    530  126.2  135.7    9.4
   2009      4  128.4  137.4    9.0   16.3   7230   7550  126.3  130.5    4.2    400    404   90.0   90.0   -0.0    700    700  132.2  141.6    9.4
   2010      4  131.5  140.3    8.8   16.8   7510   7844  126.2  124.2   -2.0    440    426   92.1   92.1    0.0    720    720  135.1  144.0    8.9
   2011      4  134.9  143.8    8.9   17.2   7820   8169  118.0  114.8   -3.2    510    495   93.1   93.1    0.0    820    820  138.3  147.3    8.9
   2012      4  138.3  146.7    8.4   17.1   8080   8429  114.0  114.0    0.0    470    470   94.9   94.9   -0.0    730    730  140.9  149.4    8.5
   2013      4  140.6  148.6    8.0   18.0   8460   8815  132.8  128.9   -4.0    600    594   98.9   98.9    0.0    980    980  145.1  153.0    7.9
   2014      4  142.8  149.5    6.6   17.5   8630   8950  156.1  171.8   15.7    540    575   99.9   99.9   -0.0    710    710  147.3  154.9    7.6
   2015      4  147.1  153.5    6.4   17.4   9150   9470    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520  150.1  156.7    6.7
   2016      4    0.0  157.6  157.6   67.3      0   9990    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  160.9  160.9
   2017      4    0.0  161.9  161.9   70.2      0  10510    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  165.3  165.3
   2018      4    0.0  166.4  166.4   73.4      0  11030    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  169.8  169.8
   2019      4    0.0  170.9  170.9   76.5      0  11550    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  174.4  174.4
   2020      4    0.0  175.6  175.6   79.8      0  12070    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  179.1  179.1
   2021      4    0.0  180.3  180.3   83.1      0  12590    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  183.9  183.9
   2022      4    0.0  185.3  185.3   86.4      0  13110    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  188.9  188.9
   2023      4    0.0  190.2  190.2   89.6      0  13630    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  193.9  193.9
   2024      4    0.0  195.3  195.3   92.7      0  14150    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  199.0  199.0
   2025      4    0.0  200.3  200.3   95.7      0  14670    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  204.1  204.1
   2026      4    0.0  205.4  205.4   98.5      0  15190    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  209.3  209.3
   2027      4    0.0  210.7  210.7  101.2      0  15710    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  214.5  214.5
   1987      5   63.0   63.0   -0.0    0.1   8730   8673   66.5   66.3   -0.2   1200   1257   63.4   63.4   -0.0   9930   9930 9999.0    NaN    NaN
   1988      5   66.1   68.7    2.6    0.9   9050   8995   66.3   68.9    2.6    530    528   58.1   58.1   -0.0    850    850   66.9   69.8    2.9
   1989      5   72.9   77.3    4.5    1.8   9270   9313   70.3   72.8    2.5    540    442   62.5   62.5   -0.0    760    760   73.6   78.4    4.8
   1990      5   77.6   84.2    6.6    2.8   9450   9597   75.2   79.1    3.9    490    386   66.0   66.0   -0.0    670    670   78.3   85.3    7.0
   1991      5   84.2   92.3    8.1    3.9   9720   9837   84.8   93.5    8.7    510    540   69.7   69.7    0.0    780    780   85.4   94.2    8.8
   1992      5   87.2   96.1    8.9    4.9  10200  10352   86.1   93.4    7.3    520    485   72.1   72.1    0.0   1000   1000   88.7   98.4    9.7
   1993      5   92.0  101.9    9.9    5.7  10540  10819   88.9   93.3    4.5    610    483   78.9   78.9    0.0    950    950   93.0  103.6   10.5
   1994      5   93.6  103.7   10.1    6.3  10380  10612   94.2  104.9   10.7    820    867   77.8   77.8    0.0    660    660   94.7  105.4   10.7
   1995      5   96.4  107.0   10.6    6.8  10160  10446   95.1  103.7    8.6    760    706   81.2   81.2    0.0    540    540   97.0  108.1   11.0
   1996      5  100.1  111.2   11.1    7.4   9890  10237   98.4  106.6    8.2    800    739   80.1   80.1    0.0    530    530  101.0  112.4   11.5
   1997      5  105.2  116.8   11.6    7.8   9330   9642  105.2  116.7   11.5   1100   1135   86.6   86.5   -0.0    540    540  106.2  118.4   12.1
   1998      5  110.2  122.0   11.7    8.3   9070   9369  109.9  121.2   11.3    930    943   90.3   90.3    0.0    670    670  111.6  124.1   12.5
   1999      5  108.4  118.7   10.3    9.2   9820  10105  108.0  117.6    9.6   1090   1104   91.0   91.0    0.0   1840   1840  111.9  124.0   12.1
   2000      5  108.4  117.5    9.1    9.5   9720   9882  110.8  122.5   11.8   1320   1443   88.3   88.3    0.0   1220   1220  111.2  121.7   10.5
   2001      5  114.9  124.5    9.6   10.0   9160   9374  112.6  118.8    6.2   1200   1148   89.9   89.9    0.0    640    640  116.3  126.1    9.9
   2002      5  121.7  131.7   10.1   10.9   8990   9247  118.4  123.7    5.3    850    807   96.7   96.7   -0.0    680    680  123.2  133.6   10.4
   2003      5  127.3  137.4   10.1   11.7   8910   9174  125.9  133.8    7.9    970    963  102.7  102.7   -0.0    890    890  129.6  140.4   10.8
   2004      5  132.9  142.7    9.7   12.4   8770   8989  134.7  146.0   11.4   1020   1065  106.5  106.5    0.0    880    880  135.7  146.5   10.8
   2005      5  137.6  146.8    9.2   13.0   8760   8938  139.1  149.7   10.6    920    961  110.5  110.5   -0.0    910    910  140.5  150.8   10.2
   2006      5  142.5  150.9    8.4   12.8   8430   8543  146.9  159.2   12.3   1100   1165  113.4  113.3   -0.0    770    770  145.6  155.2    9.6
   2007      5  148.4  156.8    8.4   13.1   8150   8287  145.7  150.6    4.9    870    846  116.1  116.1   -0.0    590    590  150.4  159.0    8.6
   2008      5  152.8  160.3    7.5   13.5   7990   8085  156.9  167.8   10.9   1000   1042  123.3  123.3   -0.0    840    840  156.3  164.9    8.6
   2009      5  156.4  162.0    5.5   12.8   7880   7895  167.9  182.6   14.7   1060   1140  127.8  127.8   -0.0    950    950  161.3  168.9    7.5
   2010      5  158.8  162.8    4.0   11.8   7820   7793  168.6  180.9   12.3    950    992  130.3  130.3   -0.0    890    890  163.2  168.7    5.5
   2011      5  161.5  164.5    3.0   11.7   7740   7708  169.1  176.0    6.9    910    915  131.9  131.9   -0.0    830    830  165.5  169.3    3.8
