    year   type mend_d mend_s mend_f send_f nend_d nend_s mout_d mout_s mout_f nout_d nout_s  min_d  min_s  min_f  nin_d  nin_s mint_d mint_s mint_f 
   1990      3   44.4   45.4    0.9    0.8    830    841   41.9   44.2    2.3     40     38   37.8   37.8   -0.0     40     40   44.6   45.7    1.0
   1991      3   49.1   50.9    1.8    1.4    850    866   52.7   49.3   -3.4     30     25   41.8   41.8   -0.0     50     50   49.6   51.4    1.8
   1992      3   52.0   53.9    1.9    1.5    850    867   52.3   51.5   -0.8     20     19   44.7   44.6   -0.0     20     20   52.2   54.0    1.9
   1993      3   56.4   58.3    1.9    1.9    810    836   52.3   53.2    0.9     60     51   45.8   45.8    0.0     20     20   56.4   58.3    1.9
   1994      3   58.2   60.1    1.9    2.8    780    809   56.9   57.7    0.8     60     57   44.1   44.1   -0.0     30     30   58.6   60.5    1.9
   1995      3   60.6   62.2    1.6    2.9    790    828   52.1   59.5    7.4     10      1   44.3   44.3   -0.0     20     20   60.9   62.6    1.8
   1996      3   64.7   66.5    1.7    3.0    720    764   56.3   56.8    0.5     70     64    0.0    NaN    NaN      0      0   64.0   65.7    1.7
   1997      3   70.8   72.6    1.8    3.0    650    694   59.3   60.2    0.9     90     90   47.3   47.4    0.0     20     20   70.1   71.8    1.7
   1998      3   74.2   76.4    2.2    3.2    670    718   69.4   68.4   -1.0     60     56   52.7   52.7    0.0     80     80   76.4   78.5    2.1
   1999      3   64.8   66.9    2.1    2.9   1130   1183   62.9   62.0   -0.9    120    115   51.4   51.4   -0.0    580    580   76.1   78.6    2.6
   2000      3   61.7   63.7    2.0    3.4   1580   1636   56.5   56.3   -0.2    220    217   50.7   50.7   -0.0    670    670   67.2   69.7    2.4
   2001      3   65.8   67.9    2.1    3.5   1580   1636   59.5   59.7    0.2    230    230   54.1   54.1   -0.0    230    230   66.6   68.6    2.1
   2002      3   69.7   71.7    2.0    3.7   1740   1803   61.5   59.9   -1.5     90     83   55.2   55.2    0.0    250    250   71.5   73.7    2.1
   2003      3   73.6   75.6    2.0    4.1   1820   1884   61.0   62.2    1.2     80     79   55.3   55.3   -0.0    160    160   74.7   76.8    2.1
   2004      3   78.8   81.0    2.2    4.9   1800   1866   67.3   67.2   -0.1    170    168   58.2   58.2   -0.0    150    150   79.4   81.6    2.2
   2005      3   82.9   85.6    2.7    5.6   1690   1751   78.9   78.0   -0.9    220    225   54.3   54.3   -0.0    110    110   84.1   86.5    2.4
   2006      3   86.8   89.6    2.8    5.9   1730   1795   72.3   71.0   -1.3    140    136   59.4   59.4    0.0    180    180   88.5   91.2    2.7
   2007      3   88.0   90.8    2.8    7.9   1880   1943   93.2   93.2   -0.1    140    142   63.0   63.0    0.0    290    290   92.6   95.4    2.8
   2008      3   92.9   96.0    3.1    8.9   1840   1902   76.6   75.6   -1.0    190    191   65.3   65.3   -0.0    150    150   93.5   96.4    2.9
   2009      3   95.6   98.7    3.1    9.7   1920   1989   95.1   91.4   -3.7    160    153   66.4   66.4    0.0    240    240   99.4  102.2    2.8
   2010      3   98.1  101.2    3.1    9.5   2020   2096   91.5   84.5   -7.0    140    133   68.3   68.3    0.0    240    240  101.3  104.1    2.7
   2011      3   98.9  101.5    2.6    9.9   2060   2126  106.1  109.9    3.8    210    220   69.6   69.6    0.0    250    250  103.3  106.2    2.9
   2012      3  102.6  104.9    2.4   10.0   2100   2160   83.3   83.6    0.2    130    136   72.3   72.3   -0.0    170    170  103.8  106.2    2.3
   2013      3  104.9  107.7    2.8   12.0   2130   2208  107.6   98.6   -9.0    150    132   73.8   73.8   -0.0    180    180  107.7  109.9    2.2
   2014      3  107.4  110.3    2.9   12.1   2170   2256   95.6   89.5   -6.1    240    232   73.0   73.0   -0.0    280    280  110.6  112.8    2.2
   2015      3  110.6  113.2    2.6   12.0   2310   2396    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140  113.0  115.7    2.7
   2016      3    0.0  116.2  116.2   47.3      0   2536    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  118.7  118.7
   2017      3    0.0  119.1  119.1   48.9      0   2676    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  121.7  121.7
   2018      3    0.0  122.3  122.3   50.8      0   2816    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  124.8  124.8
   2019      3    0.0  125.5  125.5   52.9      0   2956    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  128.1  128.1
   2020      3    0.0  128.8  128.8   54.9      0   3096    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  131.4  131.4
   2021      3    0.0  132.2  132.2   57.1      0   3236    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  134.8  134.8
   2022      3    0.0  135.6  135.6   59.4      0   3376    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  138.3  138.3
   2023      3    0.0  139.3  139.3   61.8      0   3516    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  142.0  142.0
   2024      3    0.0  142.9  142.9   64.2      0   3656    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  145.6  145.6
   2025      3    0.0  146.5  146.5   66.7      0   3796    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  149.3  149.3
   2026      3    0.0  150.2  150.2   69.2      0   3936    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  153.1  153.1
   2027      3    0.0  154.2  154.2   71.9      0   4076    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  157.1  157.1
   1987      4   44.7   44.8    0.0    0.5   1100   1079   51.0   50.0   -0.9    160    181   45.5   45.5   -0.0   1260   1260 9999.0    NaN    NaN
   1988      4   47.6   49.5    2.0    1.4   1320   1305   47.2   48.3    1.1     60     54   42.5   42.5    0.0    280    280   48.8   51.3    2.5
   1989      4   54.3   62.6    8.3    4.0   1500   1475   55.2   63.6    8.4     60     70   50.3   50.3    0.0    240    240   55.1   64.9    9.8
   1990      4   57.1   65.0    8.0    5.8   1890   1894   55.5   57.5    2.0     90     61   49.7   49.7   -0.0    480    480   59.3   69.7   10.4
   1991      4   63.4   73.2    9.8    6.9   2020   1993   64.6   76.9   12.3    150    181   55.7   55.7    0.0    280    280   64.6   76.1   11.5
   1992      4   66.0   76.3   10.3    7.9   2320   2327   63.3   63.9    0.6     90     56   54.7   54.7    0.0    390    390   68.0   80.2   12.1
   1993      4   70.1   80.7   10.6    8.8   2510   2503   71.2   83.7   12.5    130    144   59.5   59.5    0.0    320    320   71.7   83.8   12.2
   1994      4   71.1   81.5   10.3    9.3   2760   2826   66.7   65.3   -1.4    230    157   59.8   59.8   -0.0    480    480   72.9   84.6   11.7
   1995      4   73.2   83.2   10.0    9.4   2940   2979   74.7   87.7   13.0    180    207   58.9   58.9    0.0    360    360   75.1   86.6   11.5
   1996      4   76.4   86.9   10.5    9.7   2990   3051   75.2   81.4    6.2    180    158   59.8   59.8   -0.0    230    230   77.6   88.7   11.1
   1997      4   80.9   91.3   10.4    9.9   3000   3039   81.5   93.3   11.8    340    362   64.6   64.6   -0.0    350    350   82.9   94.6   11.7
   1998      4   85.2   95.9   10.7   10.7   3100   3195   79.8   78.4   -1.4    270    214   67.2   67.2    0.0    370    370   87.0   98.2   11.2
   1999      4   82.4   91.1    8.7   10.9   4070   4204   76.0   74.0   -2.0    280    241   67.5   67.5    0.0   1250   1250   87.9   99.1   11.2
   2000      4   81.0   88.5    7.5   10.6   4730   4884   79.1   82.6    3.5    480    460   65.9   65.9    0.0   1140   1140   85.1   94.0    8.9
   2001      4   86.5   94.2    7.7   11.2   5040   5218   77.4   76.1   -1.3    290    266   68.7   68.7   -0.0    600    600   88.2   96.3    8.1
   2002      4   92.8  100.8    8.0   11.5   5320   5525   86.0   83.8   -2.1    270    243   73.0   73.0    0.0    550    550   94.7  103.0    8.3
   2003      4   97.8  105.7    7.9   12.1   5890   6111   86.4   85.3   -1.0    240    224   75.1   75.1    0.0    810    810  100.7  109.4    8.6
   2004      4  103.2  111.5    8.3   13.0   6150   6397   93.7   91.4   -2.2    430    404   75.9   75.9    0.0    690    690  105.7  114.2    8.5
   2005      4  108.9  117.8    8.9   14.2   6240   6510   99.8   97.5   -2.3    440    417   79.9   79.9    0.0    530    530  110.7  119.6    8.9
   2006      4  113.4  122.8    9.4   15.1   6460   6753  104.2  102.1   -2.0    550    527   80.9   80.9   -0.0    770    770  116.6  126.1    9.5
   2007      4  118.5  128.1    9.6   15.8   6650   6972  106.1  102.5   -3.7    400    371   85.0   85.0    0.0    590    590  120.7  130.4    9.7
   2008      4  123.6  133.3    9.7   16.1   6930   7277  117.8  109.8   -8.0    250    225   88.2   88.2    0.0    530    530  126.2  136.0    9.7
   2009      4  128.4  137.8    9.4   16.7   7230   7571  126.3  131.2    4.8    400    406   90.0   90.0   -0.0    700    700  132.2  142.0    9.9
   2010      4  131.5  140.6    9.2   17.1   7510   7866  126.2  124.1   -2.1    440    425   92.1   92.1    0.0    720    720  135.1  144.3    9.2
   2011      4  134.9  144.1    9.2   17.4   7820   8185  118.0  115.2   -2.8    510    501   93.1   93.1    0.0    820    820  138.3  147.5    9.2
   2012      4  138.3  147.0    8.7   17.5   8080   8441  114.0  114.3    0.3    470    474   94.9   94.9   -0.0    730    730  140.9  149.7    8.9
   2013      4  140.6  149.0    8.3   18.3   8460   8833  132.8  129.5   -3.3    600    588   98.9   98.9    0.0    980    980  145.1  153.4    8.3
   2014      4  142.8  150.0    7.1   17.9   8630   8960  156.1  170.3   14.2    540    583   99.9   99.9   -0.0    710    710  147.3  155.3    8.1
   2015      4  147.1  153.9    6.8   17.5   9150   9480    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520  150.1  157.2    7.1
   2016      4    0.0  158.1  158.1   67.5      0  10000    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  161.5  161.5
   2017      4    0.0  162.5  162.5   70.4      0  10520    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  165.8  165.8
   2018      4    0.0  166.9  166.9   73.5      0  11040    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  170.3  170.3
   2019      4    0.0  171.4  171.4   76.8      0  11560    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  174.9  174.9
   2020      4    0.0  176.1  176.1   80.1      0  12080    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  179.6  179.6
   2021      4    0.0  180.9  180.9   83.4      0  12600    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  184.5  184.5
   2022      4    0.0  185.7  185.7   86.8      0  13120    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  189.4  189.4
   2023      4    0.0  190.7  190.7   90.0      0  13640    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  194.4  194.4
   2024      4    0.0  195.8  195.8   93.2      0  14160    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  199.5  199.5
   2025      4    0.0  200.9  200.9   96.2      0  14680    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  204.7  204.7
   2026      4    0.0  206.0  206.0   99.0      0  15200    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  209.8  209.8
   2027      4    0.0  211.1  211.1  101.6      0  15720    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  215.0  215.0
   1987      5   63.0   63.0   -0.0    0.1   8730   8673   66.5   66.3   -0.2   1200   1257   63.4   63.4   -0.0   9930   9930 9999.0    NaN    NaN
   1988      5   66.1   68.7    2.6    0.9   9050   8995   66.3   68.9    2.6    530    528   58.1   58.1   -0.0    850    850   66.9   69.8    2.9
   1989      5   72.9   77.4    4.5    1.9   9270   9313   70.3   72.9    2.6    540    442   62.5   62.5   -0.0    760    760   73.6   78.4    4.8
   1990      5   77.6   84.2    6.6    2.9   9450   9597   75.2   79.1    4.0    490    386   66.0   66.0   -0.0    670    670   78.3   85.3    7.0
   1991      5   84.2   92.3    8.1    3.9   9720   9830   84.8   93.5    8.7    510    547   69.7   69.7    0.0    780    780   85.4   94.2    8.8
   1992      5   87.2   96.1    8.9    4.9  10200  10352   86.1   93.9    7.8    520    478   72.1   72.1    0.0   1000   1000   88.7   98.4    9.7
   1993      5   92.0  101.9    9.9    5.7  10540  10817   88.9   93.4    4.5    610    485   78.9   78.9    0.0    950    950   93.0  103.6   10.5
   1994      5   93.6  103.7   10.1    6.3  10380  10601   94.2  105.0   10.8    820    876   77.8   77.8    0.0    660    660   94.7  105.4   10.7
   1995      5   96.4  107.0   10.6    6.8  10160  10433   95.1  103.5    8.4    760    708   81.2   81.2    0.0    540    540   97.0  108.1   11.0
   1996      5  100.1  111.2   11.1    7.4   9890  10228   98.4  106.9    8.5    800    735   80.1   80.1    0.0    530    530  101.0  112.4   11.4
   1997      5  105.2  116.8   11.6    7.9   9330   9636  105.2  117.0   11.8   1100   1132   86.6   86.5   -0.0    540    540  106.2  118.4   12.2
   1998      5  110.2  122.0   11.8    8.4   9070   9363  109.9  121.3   11.4    930    943   90.3   90.3    0.0    670    670  111.6  124.2   12.6
   1999      5  108.4  118.7   10.3    9.3   9820  10102  108.0  117.8    9.7   1090   1101   91.0   91.0    0.0   1840   1840  111.9  124.0   12.1
   2000      5  108.4  117.5    9.1    9.5   9720   9878  110.8  122.6   11.8   1320   1444   88.3   88.3    0.0   1220   1220  111.2  121.8   10.5
   2001      5  114.9  124.5    9.6   10.1   9160   9371  112.6  118.7    6.1   1200   1147   89.9   89.9    0.0    640    640  116.3  126.1    9.8
   2002      5  121.7  131.7   10.0   10.9   8990   9247  118.4  123.7    5.3    850    804   96.7   96.7   -0.0    680    680  123.2  133.5   10.3
   2003      5  127.3  137.3   10.0   11.7   8910   9166  125.9  133.8    7.8    970    971  102.7  102.7   -0.0    890    890  129.6  140.3   10.7
   2004      5  132.9  142.6    9.6   12.3   8770   8971  134.7  146.2   11.6   1020   1075  106.5  106.5    0.0    880    880  135.7  146.5   10.7
   2005      5  137.6  146.8    9.2   13.0   8760   8930  139.1  149.4   10.3    920    951  110.5  110.5   -0.0    910    910  140.5  150.8   10.2
   2006      5  142.5  150.9    8.4   12.7   8430   8534  146.9  158.9   12.0   1100   1166  113.4  113.3   -0.0    770    770  145.6  155.2    9.5
   2007      5  148.4  156.6    8.3   13.0   8150   8268  145.7  151.2    5.5    870    856  116.1  116.1   -0.0    590    590  150.4  158.9    8.6
   2008      5  152.8  160.1    7.3   13.3   7990   8069  156.9  167.5   10.6   1000   1039  123.3  123.3   -0.0    840    840  156.3  164.7    8.4
   2009      5  156.4  161.7    5.2   12.3   7880   7882  167.9  182.9   14.9   1060   1137  127.8  127.8   -0.0    950    950  161.3  168.6    7.3
   2010      5  158.8  162.7    3.9   11.5   7820   7787  168.6  179.5   10.8    950    985  130.3  130.3   -0.0    890    890  163.2  168.4    5.2
   2011      5  161.5  164.5    3.0   11.5   7740   7695  169.1  175.5    6.4    910    922  131.9  131.9   -0.0    830    830  165.5  169.2    3.7
