    year   type mend_d mend_s mend_f send_f nend_d nend_s mout_d mout_s mout_f nout_d nout_s  min_d  min_s  min_f  nin_d  nin_s mint_d mint_s mint_f 
   1990      3   44.4   45.6    1.2    0.8    830    844   41.9   44.2    2.3     40     38   37.8   37.8   -0.0     40     40   44.6   45.9    1.3
   1991      3   49.1   51.0    1.9    1.4    850    870   52.7   49.8   -2.9     30     24   41.8   41.8   -0.0     50     50   49.6   51.5    1.9
   1992      3   52.0   53.9    1.9    1.6    850    873   52.3   51.5   -0.8     20     17   44.7   44.6   -0.0     20     20   52.2   54.1    1.9
   1993      3   56.4   58.5    2.1    2.0    810    841   52.3   52.9    0.6     60     52   45.8   45.8    0.0     20     20   56.4   58.4    2.1
   1994      3   58.2   60.4    2.2    2.8    780    813   56.9   57.7    0.8     60     58   44.1   44.1   -0.0     30     30   58.6   60.8    2.2
   1995      3   60.6   62.6    2.0    3.0    790    832   52.1   55.5    3.4     10      1   44.3   44.3   -0.0     20     20   60.9   63.0    2.1
   1996      3   64.7   67.0    2.3    3.1    720    764   56.3   56.9    0.5     70     68    0.0    NaN    NaN      0      0   64.0   66.2    2.2
   1997      3   70.8   73.1    2.3    3.1    650    700   59.3   61.0    1.7     90     84   47.3   47.4    0.0     20     20   70.1   72.4    2.4
   1998      3   74.2   76.8    2.6    3.2    670    724   69.4   68.5   -1.0     60     56   52.7   52.7    0.0     80     80   76.4   78.9    2.5
   1999      3   64.8   67.2    2.4    3.0   1130   1185   62.9   62.7   -0.2    120    119   51.4   51.4   -0.0    580    580   76.1   79.1    3.1
   2000      3   61.7   63.8    2.1    3.6   1580   1646   56.5   56.2   -0.3    220    209   50.7   50.7   -0.0    670    670   67.2   69.9    2.7
   2001      3   65.8   68.2    2.4    3.8   1580   1650   59.5   58.8   -0.6    230    226   54.1   54.1   -0.0    230    230   66.6   68.9    2.3
   2002      3   69.7   72.1    2.4    4.2   1740   1818   61.5   60.4   -1.0     90     82   55.2   55.2    0.0    250    250   71.5   74.1    2.6
   2003      3   73.6   76.0    2.5    4.4   1820   1901   61.0   62.3    1.3     80     77   55.3   55.3   -0.0    160    160   74.7   77.3    2.6
   2004      3   78.8   81.5    2.8    5.2   1800   1881   67.3   68.0    0.7    170    170   58.2   58.2   -0.0    150    150   79.4   82.2    2.8
   2005      3   82.9   86.1    3.3    5.7   1690   1775   78.9   77.8   -1.1    220    216   54.3   54.3   -0.0    110    110   84.1   87.0    2.9
   2006      3   86.8   90.2    3.4    5.9   1730   1816   72.3   71.3   -1.0    140    139   59.4   59.4    0.0    180    180   88.5   91.9    3.4
   2007      3   88.0   91.1    3.1    7.8   1880   1955   93.2   96.7    3.4    140    151   63.0   63.0    0.0    290    290   92.6   96.1    3.5
   2008      3   92.9   96.4    3.5    8.8   1840   1914   76.6   76.2   -0.4    190    191   65.3   65.3   -0.0    150    150   93.5   96.8    3.3
   2009      3   95.6   99.2    3.5    9.8   1920   1998   95.1   90.9   -4.2    160    156   66.4   66.4    0.0    240    240   99.4  102.6    3.2
   2010      3   98.1  101.8    3.8    9.6   2020   2113   91.5   83.0   -8.5    140    125   68.3   68.3    0.0    240    240  101.3  104.7    3.4
   2011      3   98.9  101.9    3.0   10.1   2060   2136  106.1  111.4    5.3    210    227   69.6   69.6    0.0    250    250  103.3  106.7    3.4
   2012      3  102.6  105.0    2.4    9.8   2100   2173   83.3   82.4   -0.9    130    133   72.3   72.3   -0.0    170    170  103.8  106.2    2.3
   2013      3  104.9  107.6    2.8   11.7   2130   2217  107.6  100.9   -6.7    150    136   73.8   73.8   -0.0    180    180  107.7  110.0    2.3
   2014      3  107.4  110.3    2.9   11.7   2170   2260   95.6   89.9   -5.7    240    237   73.0   73.0   -0.0    280    280  110.6  112.8    2.2
   2015      3  110.6  113.2    2.7   11.4   2310   2400    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140  113.0  115.7    2.7
   2016      3    0.0  116.2  116.2   46.9      0   2540    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  118.7  118.7
   2017      3    0.0  119.2  119.2   48.7      0   2680    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  121.8  121.8
   2018      3    0.0  122.3  122.3   50.5      0   2820    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  124.9  124.9
   2019      3    0.0  125.5  125.5   52.4      0   2960    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  128.1  128.1
   2020      3    0.0  128.8  128.8   54.5      0   3100    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  131.5  131.5
   2021      3    0.0  132.2  132.2   56.7      0   3240    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  134.9  134.9
   2022      3    0.0  135.7  135.7   58.9      0   3380    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  138.4  138.4
   2023      3    0.0  139.2  139.2   61.1      0   3520    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  141.9  141.9
   2024      3    0.0  142.9  142.9   63.5      0   3660    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  145.7  145.7
   2025      3    0.0  146.6  146.6   66.0      0   3800    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  149.4  149.4
   2026      3    0.0  150.4  150.4   68.6      0   3940    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  153.3  153.3
   2027      3    0.0  154.5  154.5   71.4      0   4080    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  157.3  157.3
   1987      4   44.7   44.8    0.0    0.5   1100   1079   51.0   50.0   -0.9    160    181   45.5   45.5   -0.0   1260   1260 9999.0    NaN    NaN
   1988      4   47.6   49.5    2.0    1.4   1320   1305   47.2   48.3    1.1     60     54   42.5   42.5    0.0    280    280   48.8   51.3    2.5
   1989      4   54.3   62.4    8.1    3.8   1500   1470   55.2   64.4    9.2     60     75   50.3   50.3    0.0    240    240   55.1   64.7    9.6
   1990      4   57.1   64.9    7.8    5.5   1890   1888   55.5   57.5    2.0     90     62   49.7   49.7   -0.0    480    480   59.3   69.5   10.2
   1991      4   63.4   73.1    9.7    6.4   2020   1988   64.6   76.6   12.0    150    180   55.7   55.7    0.0    280    280   64.6   76.0   11.4
   1992      4   66.0   76.0   10.0    7.5   2320   2319   63.3   64.7    1.3     90     59   54.7   54.7    0.0    390    390   68.0   79.9   11.8
   1993      4   70.1   80.4   10.3    8.2   2510   2496   71.2   83.6   12.4    130    143   59.5   59.5    0.0    320    320   71.7   83.5   11.8
   1994      4   71.1   81.2   10.0    8.8   2760   2815   66.7   65.6   -1.1    230    161   59.8   59.8   -0.0    480    480   72.9   84.3   11.4
   1995      4   73.2   83.0    9.9    9.0   2940   2969   74.7   86.9   12.2    180    206   58.9   58.9    0.0    360    360   75.1   86.4   11.3
   1996      4   76.4   86.7   10.4    9.4   2990   3036   75.2   81.5    6.3    180    163   59.8   59.8   -0.0    230    230   77.6   88.5   10.9
   1997      4   80.9   91.3   10.4    9.7   3000   3033   81.5   92.4   10.9    340    353   64.6   64.6   -0.0    350    350   82.9   94.5   11.6
   1998      4   85.2   95.9   10.7   10.5   3100   3190   79.8   78.8   -1.0    270    213   67.2   67.2    0.0    370    370   87.0   98.2   11.3
   1999      4   82.4   91.0    8.6   10.8   4070   4202   76.0   74.0   -2.0    280    238   67.5   67.5    0.0   1250   1250   87.9   99.0   11.1
   2000      4   81.0   88.4    7.4   10.6   4730   4879   79.1   82.6    3.6    480    463   65.9   65.9    0.0   1140   1140   85.1   93.9    8.9
   2001      4   86.5   94.2    7.7   11.2   5040   5221   77.4   76.0   -1.4    290    258   68.7   68.7   -0.0    600    600   88.2   96.3    8.1
   2002      4   92.8  100.8    7.9   11.6   5320   5524   86.0   83.8   -2.1    270    247   73.0   73.0    0.0    550    550   94.7  102.9    8.3
   2003      4   97.8  105.6    7.8   12.2   5890   6109   86.4   85.4   -1.0    240    225   75.1   75.1    0.0    810    810  100.7  109.3    8.5
   2004      4  103.2  111.4    8.3   13.3   6150   6398   93.7   91.3   -2.3    430    401   75.9   75.9    0.0    690    690  105.7  114.1    8.4
   2005      4  108.9  117.6    8.7   14.2   6240   6515   99.8   97.4   -2.4    440    413   79.9   79.9    0.0    530    530  110.7  119.4    8.7
   2006      4  113.4  122.6    9.2   15.4   6460   6757  104.2  102.0   -2.1    550    528   80.9   80.9   -0.0    770    770  116.6  125.9    9.3
   2007      4  118.5  128.0    9.5   16.1   6650   6965  106.1  103.0   -3.2    400    382   85.0   85.0    0.0    590    590  120.7  130.3    9.6
   2008      4  123.6  133.1    9.5   16.5   6930   7269  117.8  110.6   -7.2    250    226   88.2   88.2    0.0    530    530  126.2  135.8    9.6
   2009      4  128.4  137.6    9.2   16.9   7230   7562  126.3  129.7    3.4    400    407   90.0   90.0   -0.0    700    700  132.2  141.7    9.5
   2010      4  131.5  140.4    9.0   17.4   7510   7850  126.2  124.1   -2.1    440    432   92.1   92.1    0.0    720    720  135.1  144.1    9.0
   2011      4  134.9  143.9    8.9   17.8   7820   8171  118.0  114.6   -3.4    510    499   93.1   93.1    0.0    820    820  138.3  147.3    9.0
   2012      4  138.3  146.7    8.4   17.7   8080   8424  114.0  114.0   -0.0    470    477   94.9   94.9   -0.0    730    730  140.9  149.5    8.6
   2013      4  140.6  148.7    8.1   18.6   8460   8813  132.8  128.8   -4.0    600    591   98.9   98.9    0.0    980    980  145.1  153.1    8.0
   2014      4  142.8  149.6    6.8   18.0   8630   8940  156.1  171.5   15.4    540    583   99.9   99.9   -0.0    710    710  147.3  155.0    7.8
   2015      4  147.1  153.6    6.5   17.8   9150   9460    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520  150.1  156.8    6.8
   2016      4    0.0  157.7  157.7   67.6      0   9980    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  161.0  161.0
   2017      4    0.0  162.1  162.1   70.5      0  10500    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  165.4  165.4
   2018      4    0.0  166.6  166.6   73.7      0  11020    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  170.0  170.0
   2019      4    0.0  171.1  171.1   76.9      0  11540    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  174.6  174.6
   2020      4    0.0  175.8  175.8   80.1      0  12060    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  179.3  179.3
   2021      4    0.0  180.6  180.6   83.4      0  12580    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  184.2  184.2
   2022      4    0.0  185.4  185.4   86.5      0  13100    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  189.1  189.1
   2023      4    0.0  190.4  190.4   89.8      0  13620    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  194.0  194.0
   2024      4    0.0  195.4  195.4   92.9      0  14140    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  199.1  199.1
   2025      4    0.0  200.4  200.4   95.8      0  14660    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  204.2  204.2
   2026      4    0.0  205.5  205.5   98.6      0  15180    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  209.3  209.3
   2027      4    0.0  210.6  210.6  101.2      0  15700    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  214.5  214.5
   1987      5   63.0   63.0   -0.0    0.1   8730   8673   66.5   66.3   -0.2   1200   1257   63.4   63.4   -0.0   9930   9930 9999.0    NaN    NaN
   1988      5   66.1   68.7    2.6    0.9   9050   8995   66.3   68.9    2.6    530    528   58.1   58.1   -0.0    850    850   66.9   69.8    2.9
   1989      5   72.9   77.4    4.5    1.9   9270   9315   70.3   73.0    2.6    540    440   62.5   62.5   -0.0    760    760   73.6   78.4    4.8
   1990      5   77.6   84.2    6.6    2.9   9450   9600   75.2   78.9    3.8    490    385   66.0   66.0   -0.0    670    670   78.3   85.3    7.0
   1991      5   84.2   92.2    8.1    3.9   9720   9837   84.8   93.5    8.8    510    543   69.7   69.7    0.0    780    780   85.4   94.1    8.8
   1992      5   87.2   96.1    8.9    4.8  10200  10356   86.1   93.8    7.6    520    481   72.1   72.1    0.0   1000   1000   88.7   98.4    9.7
   1993      5   92.0  101.8    9.8    5.7  10540  10822   88.9   93.4    4.5    610    484   78.9   78.9    0.0    950    950   93.0  103.5   10.5
   1994      5   93.6  103.7   10.0    6.3  10380  10611   94.2  104.8   10.6    820    871   77.8   77.8    0.0    660    660   94.7  105.3   10.7
   1995      5   96.4  106.9   10.6    6.9  10160  10447   95.1  103.7    8.6    760    704   81.2   81.2    0.0    540    540   97.0  108.0   11.0
   1996      5  100.1  111.1   11.0    7.4   9890  10239   98.4  106.9    8.5    800    738   80.1   80.1    0.0    530    530  101.0  112.4   11.4
   1997      5  105.2  116.8   11.5    7.8   9330   9647  105.2  116.6   11.4   1100   1132   86.6   86.5   -0.0    540    540  106.2  118.3   12.1
   1998      5  110.2  121.9   11.7    8.3   9070   9375  109.9  121.4   11.5    930    942   90.3   90.3    0.0    670    670  111.6  124.0   12.4
   1999      5  108.4  118.6   10.2    9.3   9820  10110  108.0  117.5    9.5   1090   1105   91.0   91.0    0.0   1840   1840  111.9  123.9   12.0
   2000      5  108.4  117.5    9.0    9.6   9720   9885  110.8  122.4   11.7   1320   1445   88.3   88.3    0.0   1220   1220  111.2  121.7   10.4
   2001      5  114.9  124.4    9.6   10.0   9160   9372  112.6  118.8    6.2   1200   1153   89.9   89.9    0.0    640    640  116.3  126.0    9.8
   2002      5  121.7  131.6    9.9   10.8   8990   9238  118.4  123.6    5.2    850    814   96.7   96.7   -0.0    680    680  123.2  133.4   10.2
   2003      5  127.3  137.2    9.9   11.6   8910   9164  125.9  134.1    8.2    970    964  102.7  102.7   -0.0    890    890  129.6  140.2   10.6
   2004      5  132.9  142.4    9.5   12.2   8770   8975  134.7  146.0   11.3   1020   1069  106.5  106.5    0.0    880    880  135.7  146.3   10.5
   2005      5  137.6  146.6    9.1   12.9   8760   8934  139.1  149.5   10.4    920    951  110.5  110.5   -0.0    910    910  140.5  150.6   10.1
   2006      5  142.5  150.7    8.2   12.7   8430   8536  146.9  159.1   12.2   1100   1168  113.4  113.3   -0.0    770    770  145.6  155.1    9.4
   2007      5  148.4  156.7    8.3   13.1   8150   8279  145.7  150.2    4.5    870    847  116.1  116.1   -0.0    590    590  150.4  158.8    8.5
   2008      5  152.8  160.1    7.3   13.4   7990   8085  156.9  167.8   10.9   1000   1034  123.3  123.3   -0.0    840    840  156.3  164.8    8.4
   2009      5  156.4  161.7    5.3   12.6   7880   7892  167.9  182.8   14.8   1060   1143  127.8  127.8   -0.0    950    950  161.3  168.6    7.3
   2010      5  158.8  162.6    3.8   11.6   7820   7783  168.6  180.0   11.4    950    999  130.3  130.3   -0.0    890    890  163.2  168.4    5.2
   2011      5  161.5  164.3    2.8   11.5   7740   7694  169.1  176.2    7.1    910    919  131.9  131.9   -0.0    830    830  165.5  169.1    3.7
