    year   type mend_d mend_s mend_f send_f nend_d nend_s mout_d mout_s mout_f nout_d nout_s  min_d  min_s  min_f  nin_d  nin_s mint_d mint_s mint_f 
   2008     11  147.0  149.4    2.4    9.8   5050   4881  156.3  163.1    6.8    430    419  119.7  119.7    0.0    470    470  150.3  153.5    3.1
   2009     11  152.0  154.3    2.4   10.5   5180   5041  155.6  156.3    0.7    470    440  125.3  125.3   -0.0    600    600  155.5  158.1    2.6
   2010     11  154.4  155.8    1.4   10.5   5330   5195  165.8  172.6    6.8    460    456  126.6  126.6    0.0    610    610  158.7  160.9    2.2
   2011     11  159.0  160.0    1.1   11.2   5070   4948  164.3  167.2    2.9    680    667  132.6  132.6    0.0    420    420  161.7  163.2    1.5
   2012     11  161.3  161.8    0.6   11.2   5150   5043  169.6  171.9    2.2    390    375  133.0  133.0    0.0    470    470  164.5  165.3    0.8
   2013     11  164.0  164.2    0.1   10.8   5310   5226  169.7  169.5   -0.2    410    387  134.9  134.9    0.0    570    570  167.7  167.9    0.2
   2014     11  166.9  167.0    0.1   11.5   5360   5295  173.6  174.2    0.6    550    531  137.8  137.8   -0.0    600    600  170.9  171.1    0.2
   2015     11  172.6  172.7    0.1   11.5   5630   5565    0.0    NaN    NaN      0      0  140.4  140.4    0.0    270    270  174.2  174.4    0.1
   2016     11    0.0  178.5  178.5   48.4      0   5835    0.0    NaN    NaN      0      0  140.4  140.4    0.0    270    270    0.0  180.3  180.3
   2017     11    0.0  184.4  184.4   50.7      0   6105    0.0    NaN    NaN      0      0  140.4  140.4    0.0    270    270    0.0  186.4  186.4
   2018     11    0.0  190.5  190.5   53.6      0   6375    0.0    NaN    NaN      0      0  140.4  140.4    0.0    270    270    0.0  192.7  192.7
   2019     11    0.0  196.6  196.6   56.5      0   6645    0.0    NaN    NaN      0      0  140.4  140.4    0.0    270    270    0.0  198.9  198.9
   2020     11    0.0  202.9  202.9   59.6      0   6915    0.0    NaN    NaN      0      0  140.4  140.4    0.0    270    270    0.0  205.4  205.4
   2021     11    0.0  209.2  209.2   62.6      0   7185    0.0    NaN    NaN      0      0  140.4  140.4    0.0    270    270    0.0  211.9  211.9
   2022     11    0.0  215.6  215.6   65.8      0   7455    0.0    NaN    NaN      0      0  140.4  140.4    0.0    270    270    0.0  218.5  218.5
   2023     11    0.0  222.3  222.3   69.1      0   7725    0.0    NaN    NaN      0      0  140.4  140.4    0.0    270    270    0.0  225.2  225.2
   2024     11    0.0  229.0  229.0   72.3      0   7995    0.0    NaN    NaN      0      0  140.4  140.4    0.0    270    270    0.0  232.1  232.1
   2025     11    0.0  235.8  235.8   75.5      0   8265    0.0    NaN    NaN      0      0  140.4  140.4    0.0    270    270    0.0  239.1  239.1
   2026     11    0.0  242.8  242.8   78.7      0   8535    0.0    NaN    NaN      0      0  140.4  140.4    0.0    270    270    0.0  246.1  246.1
   2027     11    0.0  250.0  250.0   82.2      0   8805    0.0    NaN    NaN      0      0  140.4  140.4    0.0    270    270    0.0  253.5  253.5
   1987     12   79.5   79.5   -0.0   -0.2   2350   2341   81.7   81.5   -0.1    290    299   79.7   79.7   -0.0   2640   2640 9999.0    NaN    NaN
   1988     12   84.3   87.5    3.2    0.4   2270   2275   81.9   84.3    2.4     90     76   76.0   75.5   -0.5     10     10   84.2   87.4    3.2
   1989     12   94.6   97.2    2.5   -0.2   2200   2199   98.2  100.1    1.9     70     76    0.0    NaN    NaN      0      0   94.7   97.3    2.5
   1990     12  101.3  103.6    2.4   -0.5   2100   2093  104.5  106.0    1.6    110    116   95.9   95.5   -0.4     10     10  101.5  103.8    2.4
   1991     12  111.2  113.8    2.6   -0.1   1980   1987  108.1  110.4    2.3    140    126  100.8  100.7   -0.1     20     20  111.1  113.7    2.6
   1992     12  116.7  119.1    2.5    0.2   1920   1935  115.3  117.2    1.9     90     82  106.6  106.6    0.0     30     30  116.7  119.3    2.5
   1993     12  123.3  125.8    2.5    0.2   1800   1814  123.5  125.3    1.9    160    161  109.0  109.0   -0.0     40     40  123.6  126.1    2.5
   1994     12  126.0  128.8    2.8    1.0   1620   1635  128.4  130.0    1.6    200    199  143.6  143.6   -0.0     20     20  126.1  128.8    2.7
   1995     12  130.1  133.2    3.1    2.2   1430   1455  126.9  129.0    2.1    200    190  101.4  101.5    0.1     10     10  129.9  132.9    3.0
   1996     12  135.6  138.6    3.0    3.1   1290   1312  137.9  140.6    2.7    150    153  150.0  150.5    0.5     10     10  135.7  138.7    3.0
   1997     12  143.0  146.5    3.5    3.9   1120   1158  139.2  140.6    1.4    200    184  129.0  129.1    0.0     30     30  142.7  146.1    3.4
   1998     12  147.1  150.7    3.6    4.1   1040   1073  150.4  153.2    2.9    190    195  122.6  122.6    0.0    110    110  150.1  153.8    3.7
   1999     12  146.6  150.1    3.5    3.4    810    843  146.4  149.7    3.3    300    300  113.9  113.8   -0.0     70     70  148.7  152.4    3.7
   2000     12  147.1  150.1    3.0    4.9    720    747  152.2  157.2    5.0    190    196  134.0  134.0    0.0    100    100  149.9  153.6    3.7
   2001     12  153.8  157.4    3.7    4.9    710    738  152.1  151.8   -0.3    140    139  128.8  128.8    0.0    130    130  158.0  161.4    3.4
   2002     12  161.3  165.2    3.9    5.9    710    739  169.3  171.8    2.5     70     69  129.8  129.9    0.1     70     70  165.2  169.2    4.0
   2003     12  167.3  171.5    4.2    5.7    750    794  164.6  165.9    1.2    120    105  145.6  145.6   -0.0    160    160  171.8  176.3    4.5
   2004     12  176.0  180.8    4.8    5.5    740    788  165.6  166.0    0.4    100     96  153.5  153.5   -0.0     90     90  177.3  182.1    4.8
   2005     12  176.7  179.5    2.8    7.0    670    690  217.9  227.0    9.0    130    158  144.4  144.4    0.0     60     60  186.6  191.7    5.1
   2006     12  187.0  190.3    3.3    7.6    610    642  184.3  182.4   -1.9    120    108  178.0  178.0   -0.0     60     60  187.4  190.2    2.8
   2007     12  189.9  189.5   -0.4    6.7    510    529  216.8  231.1   14.2    160    173  198.5  198.5    0.0     60     60  196.2  199.9    3.7
   2008     12  193.3  193.2   -0.1    7.1    580    612  211.0  216.7    5.7     70     57  177.3  177.3    0.0    140    140  200.1  199.9   -0.2
   2009     12  201.4  200.6   -0.8   13.7    570    604  213.2  217.8    4.6    100     98  198.9  198.9   -0.0     90     90  203.8  203.6   -0.2
   2010     12  202.7  204.2    1.5   14.8    590    636  198.6  190.5   -8.0    110     98  175.1  175.1    0.0    130    130  208.2  208.3    0.1
   2011     12  212.3  212.9    0.6   18.9    580    635  216.7  219.8    3.1    120    111  220.6  220.6    0.0    110    110  211.7  212.8    1.1
   2012     12  214.7  216.3    1.6   14.9    650    713  199.8  184.0  -15.8     90     82  184.6  184.6   -0.0    160    160  220.6  220.1   -0.6
   2013     12  222.7  224.1    1.3   12.6    680    764  204.8  192.0  -12.8     70     49  211.4  211.5    0.0    100    100  222.6  223.6    1.1
   2014     12  225.2  227.4    2.2   13.2    730    836  250.6  252.8    2.1     70     48  202.4  202.5    0.0    120    120  231.8  233.0    1.1
   2015     12  233.9  235.8    1.9   12.4    820    926    0.0    NaN    NaN      0      0  229.3  229.4    0.1     90     90  234.5  236.5    2.0
   2016     12    0.0  243.9  243.9   68.8      0   1016    0.0    NaN    NaN      0      0  229.3  229.4    0.1     90     90    0.0  245.3  245.3
   2017     12    0.0  251.8  251.8   70.8      0   1106    0.0    NaN    NaN      0      0  229.3  229.4    0.1     90     90    0.0  253.8  253.8
   2018     12    0.0  259.3  259.3   72.6      0   1196    0.0    NaN    NaN      0      0  229.3  229.4    0.1     90     90    0.0  261.7  261.7
   2019     12    0.0  266.5  266.5   74.6      0   1286    0.0    NaN    NaN      0      0  229.3  229.4    0.1     90     90    0.0  269.3  269.3
   2020     12    0.0  273.9  273.9   76.9      0   1376    0.0    NaN    NaN      0      0  229.3  229.4    0.1     90     90    0.0  277.0  277.0
   2021     12    0.0  281.4  281.4   79.3      0   1466    0.0    NaN    NaN      0      0  229.3  229.4    0.1     90     90    0.0  284.8  284.8
   2022     12    0.0  288.4  288.4   81.5      0   1556    0.0    NaN    NaN      0      0  229.3  229.4    0.1     90     90    0.0  292.0  292.0
   2023     12    0.0  295.7  295.7   84.0      0   1646    0.0    NaN    NaN      0      0  229.3  229.4    0.1     90     90    0.0  299.5  299.5
   2024     12    0.0  302.5  302.5   86.1      0   1736    0.0    NaN    NaN      0      0  229.3  229.4    0.1     90     90    0.0  306.5  306.5
   2025     12    0.0  309.6  309.6   88.8      0   1826    0.0    NaN    NaN      0      0  229.3  229.4    0.1     90     90    0.0  313.8  313.8
   2026     12    0.0  316.5  316.5   90.8      0   1916    0.0    NaN    NaN      0      0  229.3  229.4    0.1     90     90    0.0  320.8  320.8
   2027     12    0.0  323.4  323.4   92.9      0   2006    0.0    NaN    NaN      0      0  229.3  229.4    0.1     90     90    0.0  327.8  327.8
   1987     13   27.8   26.2   -1.6   -1.0   1140   1051   25.2   26.6    1.4   1370   1459   26.4   26.4    0.0   2510   2510 9999.0    NaN    NaN
   1988     13   28.5   27.6   -0.9   -1.7   1400   1220   24.6   26.2    1.7   1180   1271   24.2   26.1    2.0   1440   1440   29.9   28.0   -2.0
   1989     13   32.3   30.4   -2.0   -2.6   1640   1590   27.4   30.1    2.7   1500   1370   28.6   30.1    1.5   1740   1740   31.7   30.5   -1.1
   1990     13   36.1   33.7   -2.3   -3.5   1860   1753   29.8   32.1    2.3   1360   1417   30.8   32.3    1.5   1580   1580   35.9   33.7   -2.2
   1991     13   35.8   34.9   -0.9   -1.6   2220   2219   35.1   34.5   -0.6   1710   1604   31.7   32.8    1.0   2070   2070   39.7   37.1   -2.6
   1992     13   37.1   36.9   -0.1   -0.9   2550   2717   34.4   35.3    0.9   1980   1812   33.5   35.1    1.6   2310   2310   38.4   37.5   -0.9
   1993     13   40.0   39.8   -0.2   -1.5   3490   3539   36.0   37.9    1.9   2060   2178   37.3   38.7    1.3   3000   3000   39.9   39.5   -0.4
   1994     13   40.4   40.5    0.1   -1.6   4260   3987   37.9   38.9    1.0   2660   2982   36.4   37.5    1.1   3430   3430   42.4   42.0   -0.4
   1995     13   41.6   42.1    0.5   -1.7   4380   4175   40.3   41.3    1.0   2340   2272   39.8   41.2    1.4   2460   2460   41.9   42.2    0.3
   1996     13   40.5   43.7    3.2   -1.7   4560   4102   43.0   44.6    1.6   2440   2693   40.6   42.1    1.5   2620   2620   41.9   45.3    3.4
   1997     13   40.1   44.4    4.4   -0.4   4950   4504   45.0   43.7   -1.4   2250   2238   39.5   41.1    1.6   2640   2640   42.8   46.2    3.3
   1998     13   45.0   47.4    2.4   -0.8   3610   3445   41.1   44.4    3.3   5290   5009   41.4   43.1    1.7   3950   3950   43.8   47.9    4.1
   1999     13   48.7   52.1    3.4   -0.7    800    602   45.5   47.6    2.1   3100   3133   35.3   35.6    0.3    290    290   47.0   49.4    2.4
   2000     13  112.0    NaN    NaN    NaN     10      0   51.2   55.1    3.8    800    612  112.0  111.5   -0.5     10     10   51.2   54.1    2.9
   2001     13  106.0  105.5   -0.5    0.0     10      5  115.7  105.5  -10.2     10      5  106.0  105.5   -0.5     10     10  115.7    NaN    NaN
   2002     13   39.3   43.0    3.7    6.6    280    245   59.1   44.5  -14.6     60     90   40.7   40.9    0.2    330    330  113.1  210.9   97.8
   2003     13   42.0   42.9    1.0    3.1    360    372   38.8   40.5    1.7    300    253   39.4   39.5    0.1    380    380   42.1   45.8    3.7
   2004     13   58.3   58.6    0.3   -2.4    950   1017   52.6   54.7    2.1    740    685   58.8   60.2    1.4   1330   1330   44.7   45.9    1.2
   2005     13   61.8   63.1    1.3   -3.5   1170   1122   63.4   63.3   -0.1   1630   1745   63.4   63.8    0.5   1850   1850   61.4   62.0    0.6
   2006     13   56.4   59.6    3.3   -6.2   1030    929   62.9   61.5   -1.4   1780   1833   56.8   57.3    0.5   1640   1640   65.7   66.2    0.5
   2007     13   59.9   60.5    0.6    0.1    960   1178   62.2   64.6    2.4   1640   1321   62.3   62.5    0.2   1570   1570   59.9   63.0    3.1
   2008     13   64.0   66.6    2.7   -3.1   1160   1040   65.0   64.0   -1.1   1440   1778   65.2   65.7    0.5   1640   1640   63.4   63.9    0.5
   2009     13   64.8   66.9    2.1   -0.3   1260   1242   68.9   69.5    0.6   1740   1638   66.9   67.5    0.5   1840   1840   67.5   70.0    2.5
   2010     13   68.3   66.1   -2.3    2.4   1180   1321   68.7   71.7    3.0   2020   1861   69.1   69.2    0.1   1940   1940   67.7   69.6    2.0
   2011     13   70.8   71.3    0.5   -0.9   1150   1157   70.5   68.6   -1.9   1600   1734   70.1   70.3    0.1   1570   1570   71.2   69.0   -2.2
   2012     13   64.9   71.5    6.5    3.7   1240   1137   75.1   70.3   -4.8   1690   1800   68.5   68.9    0.4   1780   1780   74.4   73.7   -0.7
   2013     13   70.5   75.8    5.3   -3.6   1440   1508   71.9   72.8    0.9   1760   1589   73.9   74.7    0.8   1960   1960   67.0   73.6    6.5
   2014     13   67.3   71.4    4.1    6.2    930   1170   74.3   76.7    2.3   2260   2088   71.2   71.7    0.4   1750   1750   73.6   78.4    4.9
   2015     13   71.0   73.9    3.0    5.8   1410   1650    0.0    NaN    NaN      0      0   73.6   73.6   -0.0    480    480   69.6   74.1    4.4
   2016     13    0.0   75.9   75.9   26.3      0   2130    0.0    NaN    NaN      0      0   73.6   73.6   -0.0    480    480    0.0   76.6   76.6
   2017     13    0.0   77.7   77.7   25.8      0   2610    0.0    NaN    NaN      0      0   73.6   73.6   -0.0    480    480    0.0   78.6   78.6
   2018     13    0.0   79.3   79.3   25.6      0   3090    0.0    NaN    NaN      0      0   73.6   73.6   -0.0    480    480    0.0   80.4   80.4
   2019     13    0.0   81.0   81.0   25.8      0   3570    0.0    NaN    NaN      0      0   73.6   73.6   -0.0    480    480    0.0   82.1   82.1
   2020     13    0.0   82.7   82.7   26.1      0   4050    0.0    NaN    NaN      0      0   73.6   73.6   -0.0    480    480    0.0   83.9   83.9
   2021     13    0.0   84.3   84.3   26.5      0   4530    0.0    NaN    NaN      0      0   73.6   73.6   -0.0    480    480    0.0   85.6   85.6
   2022     13    0.0   86.0   86.0   27.0      0   5010    0.0    NaN    NaN      0      0   73.6   73.6   -0.0    480    480    0.0   87.3   87.3
   2023     13    0.0   87.7   87.7   27.5      0   5490    0.0    NaN    NaN      0      0   73.6   73.6   -0.0    480    480    0.0   89.1   89.1
   2024     13    0.0   89.5   89.5   28.3      0   5970    0.0    NaN    NaN      0      0   73.6   73.6   -0.0    480    480    0.0   90.9   90.9
   2025     13    0.0   91.3   91.3   29.0      0   6450    0.0    NaN    NaN      0      0   73.6   73.6   -0.0    480    480    0.0   92.7   92.7
   2026     13    0.0   93.1   93.1   30.0      0   6930    0.0    NaN    NaN      0      0   73.6   73.6   -0.0    480    480    0.0   94.6   94.6
   2027     13    0.0   95.0   95.0   30.8      0   7410    0.0    NaN    NaN      0      0   73.6   73.6   -0.0    480    480    0.0   96.4   96.4
   1987     14   22.6   22.6   -0.1    0.1   7740   7650   24.1   24.3    0.2   1320   1410   22.9   22.8   -0.0   9060   9060 9999.0    NaN    NaN
   1988     14   23.5   23.9    0.3    0.4   7590   7254   21.6   22.2    0.5    870   1116   18.6   19.8    1.2    720    720   23.8   24.0    0.2
   1989     14   26.2   26.8    0.5    0.7   7590   7243   23.3   22.8   -0.5    580    591   20.3   20.8    0.5    580    580   26.5   26.9    0.4
   1990     14   27.9   28.9    1.0    1.1   7780   7474   26.6   24.7   -1.9    440    399   20.8   21.1    0.3    630    630   28.5   29.3    0.9
   1991     14   30.4   31.7    1.3    1.5   8040   7782   28.8   26.6   -2.1    440    392   22.6   22.6    0.1    700    700   31.0   32.3    1.3
   1992     14   31.5   33.1    1.5    1.7   8300   8157   30.3   32.9    2.6    500    385   23.0   23.1    0.1    760    760   32.2   34.0    1.8
   1993     14   33.2   35.1    1.9    2.1   8680   8396   30.0   29.5   -0.5    430    571   24.3   24.3    0.0    810    810   33.9   35.7    1.8
   1994     14   33.7   35.2    1.5    2.2   8740   8400   31.1   39.1    8.0    690    746   23.6   23.8    0.2    750    750   34.4   36.6    2.2
   1995     14   34.9   36.8    1.9    2.4   8420   8399   32.5   30.4   -2.1    720    401   23.7   23.7   -0.0    400    400   35.2   37.1    1.9
   1996     14   36.7   38.8    2.1    2.6   7830   7794   36.7   39.9    3.2    680    695   31.5   31.5    0.0     90     90   36.7   39.0    2.2
   1997     14   39.2   42.3    3.1    3.0   7250   7076   37.4   35.1   -2.2    750    888   27.5   27.5   -0.0    170    170   39.2   41.8    2.5
   1998     14   41.6   45.5    4.0    3.6   6790   6258   41.0   42.1    1.0    620    978   31.2   31.2   -0.0    160    160   41.7   45.4    3.6
   1999     14   40.0   43.0    3.1    3.8   7980   7738   37.8   36.6   -1.1    990    700   31.0   31.0    0.0   2180   2180   42.5   46.5    4.0
   2000     14   39.6   42.7    3.1    3.8   8510   8215   38.0   39.9    2.0   1250   1303   31.3   31.3    0.0   1780   1780   41.2   44.8    3.6
   2001     14   42.2   46.2    3.9    4.7   8080   8067   42.2   36.7   -5.6    920    638   34.5   34.5    0.0    490    490   42.7   46.1    3.5
   2002     14   45.3   50.7    5.5    5.8   7710   7768   45.2   38.5   -6.7    640    569   36.5   36.5    0.0    270    270   45.6   50.3    4.8
   2003     14   48.1   54.6    6.4    6.8   7460   7631   47.9   43.7   -4.2    400    287   39.0   39.0   -0.0    150    150   48.3   54.5    6.2
   2004     14   50.9   59.1    8.1    8.4   6960   7353   51.5   45.5   -5.9    680    458   41.7   41.8    0.0    180    180   51.2   58.7    7.5
   2005     14   53.4   62.0    8.6    9.0   6510   6978   53.1   65.8   12.6    620    545   39.5   39.6    0.1    170    170   53.7   62.8    9.1
   2006     14   55.8   65.8   10.0   10.8   6130   6942   56.6   56.0   -0.6    590    246   39.7   39.7   -0.0    210    210   56.4   66.3    9.8
   2007     14   58.4   69.1   10.7   12.2   5920   6752   56.5   67.4   10.9    510    490   43.7   43.7   -0.0    300    300   59.0   70.1   11.1
   2008     14   61.0   72.1   11.1   13.4   5690   6790   59.4   69.3    9.9    440    172   43.0   43.0    0.0    210    210   61.5   72.9   11.4
   2009     14   64.0   76.6   12.5   15.6   5440   6485   65.0   66.9    1.9    440    495   45.3   45.3    0.0    190    190   64.7   76.7   12.0
   2010     14   66.1   79.3   13.2   17.1   5310   6386   69.1   77.0    7.9    360    329   50.5   50.5   -0.0    230    230   67.0   80.2   13.2
   2011     14   67.3   80.9   13.5   18.7   5280   6449   74.4   83.8    9.3    410    317   48.2   48.2    0.0    380    380   69.2   83.0   13.7
   2012     14   68.5   82.8   14.3   20.8   5140   6363   70.7   88.4   17.7    440    386   48.5   48.5   -0.0    300    300   69.8   84.7   14.9
   2013     14   68.8   84.0   15.2   22.7   5100   6556   69.6   70.8    1.2    540    307   47.5   47.5   -0.0    500    500   71.0   86.3   15.3
   2014     14   70.0   85.5   15.5   25.1   4900   6128   73.8   90.5   16.7    550    778   51.2   51.2    0.0    350    350   71.7   87.9   16.2
   2015     14   72.5   88.7   16.2   26.6   5000   6228    0.0    NaN    NaN      0      0   51.6   51.6    0.0    100    100   72.9   89.3   16.4
   2016     14    0.0   92.0   92.0   51.6      0   6328    0.0    NaN    NaN      0      0   51.6   51.6    0.0    100    100    0.0   92.6   92.6
   2017     14    0.0   95.5   95.5   54.7      0   6428    0.0    NaN    NaN      0      0   51.6   51.6    0.0    100    100    0.0   96.2   96.2
   2018     14    0.0   99.2   99.2   58.1      0   6528    0.0    NaN    NaN      0      0   51.6   51.6    0.0    100    100    0.0  100.0  100.0
   2019     14    0.0  103.1  103.1   61.5      0   6628    0.0    NaN    NaN      0      0   51.6   51.6    0.0    100    100    0.0  103.9  103.9
   2020     14    0.0  107.2  107.2   65.3      0   6728    0.0    NaN    NaN      0      0   51.6   51.6    0.0    100    100    0.0  108.0  108.0
   2021     14    0.0  111.5  111.5   69.5      0   6828    0.0    NaN    NaN      0      0   51.6   51.6    0.0    100    100    0.0  112.3  112.3
   2022     14    0.0  116.0  116.0   74.0      0   6928    0.0    NaN    NaN      0      0   51.6   51.6    0.0    100    100    0.0  116.9  116.9
   2023     14    0.0  120.8  120.8   78.8      0   7028    0.0    NaN    NaN      0      0   51.6   51.6    0.0    100    100    0.0  121.8  121.8
   2024     14    0.0  125.6  125.6   83.4      0   7128    0.0    NaN    NaN      0      0   51.6   51.6    0.0    100    100    0.0  126.7  126.7
   2025     14    0.0  130.7  130.7   88.1      0   7228    0.0    NaN    NaN      0      0   51.6   51.6    0.0    100    100    0.0  131.8  131.8
   2026     14    0.0  136.0  136.0   92.9      0   7328    0.0    NaN    NaN      0      0   51.6   51.6    0.0    100    100    0.0  137.2  137.2
   2027     14    0.0  141.4  141.4   97.6      0   7428    0.0    NaN    NaN      0      0   51.6   51.6    0.0    100    100    0.0  142.6  142.6
   1987     15   32.2   31.8   -0.4   -0.2   2170   1939   31.8   33.1    1.4    370    601   32.1   32.1   -0.0   2540   2540 9999.0    NaN    NaN
   1988     15   34.4   34.9    0.5    0.2   2110   1799   33.1   32.0   -1.0    130    210   29.3   29.3    0.0     70     70   34.5   34.8    0.3
   1989     15   40.2   42.1    1.9    1.1   2040   1746   38.7   36.8   -1.9    110     93   34.6   34.5   -0.0     40     40   40.2   42.0    1.8
   1990     15   43.5   46.2    2.7    1.2   1990   1745   43.2   46.2    3.1    130     81   37.3   37.4    0.0     80     80   43.7   46.6    2.9
   1991     15   48.5   51.7    3.2    1.5   1960   1772   43.7   51.8    8.1    120     63   42.4   42.4   -0.0     90     90   48.5   52.2    3.7
   1992     15   51.4   54.6    3.2    1.5   1920   1773   50.6   53.7    3.1     80     39   39.9   40.0    0.0     40     40   51.6   54.9    3.3
   1993     15   55.2   58.9    3.8    1.7   1900   1756   53.7   53.1   -0.6    110    107   47.6   47.6   -0.0     90     90   55.4   59.2    3.7
   1994     15   57.4   61.1    3.7    2.2   1840   1658   48.0   59.7   11.7     80    118   47.7   47.8    0.0     20     20   57.1   61.2    4.1
   1995     15   59.7   63.5    3.8    2.6   1790   1657   57.4   60.5    3.2     70     21   42.0   42.0   -0.0     20     20   59.8   63.8    3.9
   1996     15   62.8   67.7    4.9    2.6   1690   1546   59.6   57.7   -1.8    110    121   43.7   43.5   -0.2     10     10   62.7   67.1    4.4
   1997     15   67.7   74.0    6.3    3.6   1480   1432   61.2   61.7    0.5    260    164   53.8   53.9    0.0     50     50   67.1   73.4    6.2
   1998     15   71.6   78.8    7.2    4.2   1350   1413   67.3   71.8    4.5    220    109   51.2   51.2   -0.0     90     90   72.2   80.0    7.8
   1999     15   63.3   69.4    6.1    5.6   2020   2171   68.1   65.5   -2.6    310    222   51.4   51.4   -0.0    980    980   73.0   81.2    8.2
   2000     15   61.4   67.3    6.0    5.8   2490   2649   59.4   58.2   -1.2    330    322   50.5   50.5   -0.0    800    800   65.3   72.2    6.8
   2001     15   63.9   70.6    6.7    7.2   2770   2837   61.9   59.2   -2.7    270    362   52.6   52.6    0.0    550    550   66.1   72.7    6.6
   2002     15   67.9   74.5    6.6    7.6   2880   3051   62.2   60.8   -1.4    240    136   52.4   52.4   -0.0    350    350   69.3   76.6    7.2
   2003     15   71.8   78.4    6.7    8.9   2850   3205   67.4   61.4   -6.0    310    126   54.3   54.4    0.0    280    280   73.0   79.9    6.9
   2004     15   76.2   84.2    8.0    9.5   2760   3163   72.2   67.2   -5.0    320    272   58.3   58.3   -0.0    230    230   77.2   84.6    7.4
   2005     15   80.2   88.9    8.7   10.6   2690   2992   78.5   80.6    2.1    270    371   57.3   57.3   -0.0    200    200   81.7   89.9    8.2
   2006     15   83.9   93.4    9.5   11.0   2690   3041   75.2   72.6   -2.6    270    221   60.5   60.5   -0.0    270    270   85.4   94.8    9.4
   2007     15   87.4   95.8    8.4   11.6   2640   3104   79.7  101.2   21.5    350    237   63.3   63.3   -0.0    300    300   89.1   99.4   10.3
   2008     15   90.3  100.5   10.2   13.2   2760   3095   84.5   76.5   -8.1    170    299   63.7   63.7   -0.0    290    290   92.9  101.6    8.7
   2009     15   93.3  102.8    9.4   13.3   2900   3211   88.6   99.5   10.9    240    264   67.1   67.1   -0.0    380    380   96.5  106.9   10.3
   2010     15   97.3  106.6    9.3   15.0   2910   3286   80.1   86.9    6.8    260    195   69.3   69.3    0.0    270    270   98.4  108.5   10.1
   2011     15   99.5  106.4    6.9   14.4   3050   3274   93.9  119.6   25.6    210    362   70.1   70.1   -0.0    350    350  102.6  111.7    9.1
   2012     15  100.7  107.8    7.1   14.0   3150   3461   93.1   82.0  -11.1    300    213   68.7   68.7   -0.0    400    400  104.1  110.9    6.8
   2013     15  104.0  109.2    5.1   14.2   3260   3576   85.3  111.1   25.7    260    255   75.1   75.1    0.0    370    370  105.9  113.0    7.1
   2014     15  106.0  113.4    7.4   16.0   3220   3534  108.8   89.9  -18.9    360    362   76.4   76.4    0.0    320    320  109.3  114.3    5.1
   2015     15  109.3  116.3    6.9   15.9   3460   3774    0.0    NaN    NaN      0      0   76.6   76.6   -0.0    240    240  111.8  119.0    7.2
   2016     15    0.0  119.2  119.2   49.7      0   4014    0.0    NaN    NaN      0      0   76.6   76.6   -0.0    240    240    0.0  121.9  121.9
   2017     15    0.0  122.1  122.1   51.2      0   4254    0.0    NaN    NaN      0      0   76.6   76.6   -0.0    240    240    0.0  124.8  124.8
   2018     15    0.0  125.2  125.2   53.1      0   4494    0.0    NaN    NaN      0      0   76.6   76.6   -0.0    240    240    0.0  127.9  127.9
   2019     15    0.0  128.3  128.3   55.0      0   4734    0.0    NaN    NaN      0      0   76.6   76.6   -0.0    240    240    0.0  131.1  131.1
   2020     15    0.0  131.5  131.5   57.0      0   4974    0.0    NaN    NaN      0      0   76.6   76.6   -0.0    240    240    0.0  134.3  134.3
   2021     15    0.0  134.8  134.8   59.0      0   5214    0.0    NaN    NaN      0      0   76.6   76.6   -0.0    240    240    0.0  137.6  137.6
   2022     15    0.0  138.2  138.2   61.3      0   5454    0.0    NaN    NaN      0      0   76.6   76.6   -0.0    240    240    0.0  141.1  141.1
   2023     15    0.0  141.7  141.7   63.5      0   5694    0.0    NaN    NaN      0      0   76.6   76.6   -0.0    240    240    0.0  144.5  144.5
   2024     15    0.0  145.3  145.3   66.0      0   5934    0.0    NaN    NaN      0      0   76.6   76.6   -0.0    240    240    0.0  148.2  148.2
   2025     15    0.0  148.9  148.9   68.3      0   6174    0.0    NaN    NaN      0      0   76.6   76.6   -0.0    240    240    0.0  151.8  151.8
   2026     15    0.0  152.6  152.6   70.8      0   6414    0.0    NaN    NaN      0      0   76.6   76.6   -0.0    240    240    0.0  155.5  155.5
   2027     15    0.0  156.4  156.4   73.4      0   6654    0.0    NaN    NaN      0      0   76.6   76.6   -0.0    240    240    0.0  159.4  159.4
   1987     16   41.9   41.9   -0.0   -0.0   1030   1045   45.7   46.6    0.9    130    115   42.4   42.4    0.0   1160   1160 9999.0    NaN    NaN
   1988     16   44.7   47.5    2.8    0.8   1090   1144   44.5   47.0    2.5     90     51   40.9   40.9   -0.0    150    150   45.2   48.4    3.2
   1989     16   52.5   61.8    9.3    3.3   1140   1175   48.7   63.6   14.9     40     59   50.9   50.8   -0.0     90     90   52.5   62.7   10.2
   1990     16   55.8   64.9    9.0    5.3   1410   1447   48.2   58.2   10.0     50     48   49.1   49.1   -0.0    320    320   57.4   68.9   11.5
   1991     16   61.9   73.9   12.0    6.3   1500   1448   58.2   77.3   19.2     40    129   52.2   52.3    0.0    130    130   62.7   76.1   13.5
   1992     16   64.4   77.1   12.7    7.9   1770   1694   65.3   66.3    1.0     20     44   57.2   57.2    0.0    290    290   65.8   80.7   14.9
