    year   type mend_d mend_s mend_f send_f nend_d nend_s mout_d mout_s mout_f nout_d nout_s  min_d  min_s  min_f  nin_d  nin_s mint_d mint_s mint_f 
   1990      3   44.4   45.7    1.3    1.1    830    842   41.9   44.0    2.0     40     37   37.8   37.8   -0.0     40     40   44.6   46.0    1.4
   1991      3   49.1   51.3    2.2    1.7    850    865   52.7   49.8   -2.9     30     27   41.8   41.8   -0.0     50     50   49.6   51.8    2.2
   1992      3   52.0   54.2    2.2    1.9    850    867   52.3   52.1   -0.2     20     18   44.7   44.6   -0.0     20     20   52.2   54.4    2.2
   1993      3   56.4   58.7    2.3    2.4    810    835   52.3   52.9    0.6     60     52   45.8   45.8    0.0     20     20   56.4   58.6    2.3
   1994      3   58.2   60.5    2.3    3.2    780    807   56.9   57.2    0.3     60     58   44.1   44.1   -0.0     30     30   58.6   60.9    2.3
   1995      3   60.6   62.7    2.1    3.4    790    827   52.1    NaN    NaN     10      0   44.3   44.3   -0.0     20     20   60.9   63.1    2.3
   1996      3   64.7   67.1    2.4    3.5    720    763   56.3   56.8    0.4     70     64    0.0    NaN    NaN      0      0   64.0   66.3    2.3
   1997      3   70.8   73.2    2.4    3.7    650    699   59.3   60.6    1.2     90     84   47.3   47.4    0.0     20     20   70.1   72.5    2.5
   1998      3   74.2   77.1    2.9    4.2    670    723   69.4   68.3   -1.1     60     56   52.7   52.7    0.0     80     80   76.4   79.2    2.8
   1999      3   64.8   67.4    2.6    3.7   1130   1186   62.9   62.6   -0.3    120    117   51.4   51.4   -0.0    580    580   76.1   79.5    3.4
   2000      3   61.7   64.0    2.3    4.1   1580   1641   56.5   56.3   -0.2    220    215   50.7   50.7   -0.0    670    670   67.2   70.2    2.9
   2001      3   65.8   68.4    2.6    4.4   1580   1648   59.5   58.3   -1.1    230    223   54.1   54.1   -0.0    230    230   66.6   69.0    2.5
   2002      3   69.7   72.4    2.7    4.7   1740   1814   61.5   60.1   -1.4     90     84   55.2   55.2    0.0    250    250   71.5   74.4    2.8
   2003      3   73.6   76.4    2.8    5.1   1820   1898   61.0   62.3    1.2     80     76   55.3   55.3   -0.0    160    160   74.7   77.6    2.9
   2004      3   78.8   81.7    2.9    5.6   1800   1880   67.3   67.5    0.2    170    168   58.2   58.2   -0.0    150    150   79.4   82.3    2.9
   2005      3   82.9   86.4    3.5    6.3   1690   1774   78.9   77.7   -1.1    220    216   54.3   54.3   -0.0    110    110   84.1   87.3    3.1
   2006      3   86.8   90.5    3.7    6.8   1730   1816   72.3   71.9   -0.4    140    138   59.4   59.4    0.0    180    180   88.5   92.2    3.7
   2007      3   88.0   91.8    3.8    9.0   1880   1964   93.2   93.1   -0.1    140    142   63.0   63.0    0.0    290    290   92.6   96.5    3.8
   2008      3   92.9   97.0    4.0   10.2   1840   1926   76.6   76.3   -0.3    190    188   65.3   65.3   -0.0    150    150   93.5   97.4    3.9
   2009      3   95.6   99.7    4.1   11.3   1920   2010   95.1   91.1   -4.0    160    156   66.4   66.4    0.0    240    240   99.4  103.1    3.8
   2010      3   98.1  102.3    4.2   10.8   2020   2125   91.5   82.2   -9.3    140    125   68.3   68.3    0.0    240    240  101.3  105.1    3.8
   2011      3   98.9  102.7    3.8   11.5   2060   2159  106.1  108.9    2.8    210    216   69.6   69.6    0.0    250    250  103.3  107.3    4.0
   2012      3  102.6  106.1    3.5   11.3   2100   2191   83.3   82.8   -0.6    130    138   72.3   72.3   -0.0    170    170  103.8  107.2    3.4
   2013      3  104.9  108.7    3.9   13.3   2130   2234  107.6  100.9   -6.8    150    137   73.8   73.8   -0.0    180    180  107.7  111.1    3.4
   2014      3  107.4  111.4    4.0   13.5   2170   2273   95.6   89.8   -5.8    240    241   73.0   73.0   -0.0    280    280  110.6  113.8    3.3
   2015      3  110.6  114.2    3.7   13.2   2310   2413    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140  113.0  116.8    3.8
   2016      3    0.0  117.0  117.0   48.5      0   2553    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  119.6  119.6
   2017      3    0.0  120.1  120.1   50.4      0   2693    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  122.7  122.7
   2018      3    0.0  123.4  123.4   52.3      0   2833    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  126.0  126.0
   2019      3    0.0  126.5  126.5   54.1      0   2973    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  129.1  129.1
   2020      3    0.0  129.7  129.7   56.1      0   3113    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  132.3  132.3
   2021      3    0.0  133.0  133.0   58.2      0   3253    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  135.7  135.7
   2022      3    0.0  136.4  136.4   60.5      0   3393    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  139.1  139.1
   2023      3    0.0  139.9  139.9   62.7      0   3533    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  142.6  142.6
   2024      3    0.0  143.6  143.6   65.3      0   3673    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  146.4  146.4
   2025      3    0.0  147.3  147.3   68.0      0   3813    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  150.1  150.1
   2026      3    0.0  151.0  151.0   70.6      0   3953    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  153.9  153.9
   2027      3    0.0  154.9  154.9   73.2      0   4093    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  157.8  157.8
   1987      4   44.7   44.8    0.0    0.5   1100   1079   51.0   50.0   -0.9    160    181   45.5   45.5   -0.0   1260   1260 9999.0    NaN    NaN
   1988      4   47.6   49.5    2.0    1.4   1320   1305   47.2   48.3    1.1     60     54   42.5   42.5    0.0    280    280   48.8   51.3    2.5
   1989      4   54.3   62.3    8.0    3.9   1500   1472   55.2   63.4    8.2     60     73   50.3   50.3    0.0    240    240   55.1   64.5    9.5
   1990      4   57.1   64.7    7.7    5.6   1890   1890   55.5   57.7    2.2     90     62   49.7   49.7   -0.0    480    480   59.3   69.3   10.0
   1991      4   63.4   73.0    9.7    6.6   2020   1988   64.6   76.5   11.9    150    182   55.7   55.7    0.0    280    280   64.6   75.9   11.3
   1992      4   66.0   76.0   10.0    7.7   2320   2321   63.3   64.4    1.1     90     57   54.7   54.7    0.0    390    390   68.0   79.9   11.8
   1993      4   70.1   80.4   10.3    8.5   2510   2497   71.2   83.4   12.2    130    144   59.5   59.5    0.0    320    320   71.7   83.5   11.8
   1994      4   71.1   81.1    9.9    9.0   2760   2822   66.7   65.2   -1.5    230    155   59.8   59.8   -0.0    480    480   72.9   84.2   11.3
   1995      4   73.2   82.9    9.8    9.1   2940   2975   74.7   87.4   12.7    180    207   58.9   58.9    0.0    360    360   75.1   86.3   11.2
   1996      4   76.4   86.6   10.2    9.4   2990   3043   75.2   81.5    6.3    180    162   59.8   59.8   -0.0    230    230   77.6   88.4   10.8
   1997      4   80.9   91.2   10.3    9.8   3000   3040   81.5   92.3   10.8    340    353   64.6   64.6   -0.0    350    350   82.9   94.4   11.5
   1998      4   85.2   95.8   10.6   10.6   3100   3194   79.8   79.2   -0.6    270    216   67.2   67.2    0.0    370    370   87.0   98.1   11.2
   1999      4   82.4   91.0    8.6   10.9   4070   4203   76.0   73.9   -2.1    280    241   67.5   67.5    0.0   1250   1250   87.9   99.0   11.1
   2000      4   81.0   88.5    7.4   10.6   4730   4877   79.1   82.9    3.8    480    466   65.9   65.9    0.0   1140   1140   85.1   94.0    8.9
   2001      4   86.5   94.1    7.5   11.1   5040   5210   77.4   76.2   -1.2    290    267   68.7   68.7   -0.0    600    600   88.2   96.2    8.0
   2002      4   92.8  100.7    7.9   11.6   5320   5513   86.0   84.2   -1.8    270    247   73.0   73.0    0.0    550    550   94.7  102.9    8.2
   2003      4   97.8  105.6    7.8   12.2   5890   6101   86.4   85.1   -1.2    240    222   75.1   75.1    0.0    810    810  100.7  109.3    8.6
   2004      4  103.2  111.4    8.2   13.3   6150   6387   93.7   92.3   -1.4    430    404   75.9   75.9    0.0    690    690  105.7  114.2    8.5
   2005      4  108.9  117.7    8.8   14.3   6240   6500   99.8   97.9   -1.8    440    417   79.9   79.9    0.0    530    530  110.7  119.5    8.8
   2006      4  113.4  122.6    9.2   15.2   6460   6747  104.2  102.4   -1.8    550    523   80.9   80.9   -0.0    770    770  116.6  125.9    9.3
   2007      4  118.5  127.9    9.5   15.9   6650   6960  106.1  102.6   -3.5    400    377   85.0   85.0    0.0    590    590  120.7  130.3    9.5
   2008      4  123.6  133.2    9.5   16.3   6930   7264  117.8  110.2   -7.6    250    226   88.2   88.2    0.0    530    530  126.2  135.8    9.6
   2009      4  128.4  137.7    9.2   16.9   7230   7562  126.3  128.1    1.8    400    402   90.0   90.0   -0.0    700    700  132.2  141.7    9.6
   2010      4  131.5  140.6    9.1   17.4   7510   7853  126.2  123.5   -2.7    440    429   92.1   92.1    0.0    720    720  135.1  144.3    9.2
   2011      4  134.9  144.0    9.1   17.8   7820   8171  118.0  115.1   -2.9    510    502   93.1   93.1    0.0    820    820  138.3  147.5    9.2
   2012      4  138.3  146.9    8.6   17.7   8080   8433  114.0  113.9   -0.2    470    468   94.9   94.9   -0.0    730    730  140.9  149.6    8.7
   2013      4  140.6  148.8    8.2   18.6   8460   8825  132.8  128.6   -4.3    600    588   98.9   98.9    0.0    980    980  145.1  153.2    8.1
   2014      4  142.8  149.8    7.0   18.1   8630   8963  156.1  170.9   14.8    540    572   99.9   99.9   -0.0    710    710  147.3  155.2    7.9
   2015      4  147.1  153.9    6.8   17.9   9150   9483    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520  150.1  157.2    7.1
   2016      4    0.0  158.1  158.1   67.8      0  10003    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  161.4  161.4
   2017      4    0.0  162.4  162.4   70.9      0  10523    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  165.7  165.7
   2018      4    0.0  166.8  166.8   74.0      0  11043    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  170.2  170.2
   2019      4    0.0  171.3  171.3   77.1      0  11563    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  174.8  174.8
   2020      4    0.0  176.0  176.0   80.3      0  12083    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  179.5  179.5
   2021      4    0.0  180.8  180.8   83.6      0  12603    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  184.4  184.4
   2022      4    0.0  185.7  185.7   86.8      0  13123    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  189.3  189.3
   2023      4    0.0  190.7  190.7   90.1      0  13643    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  194.4  194.4
   2024      4    0.0  195.7  195.7   93.2      0  14163    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  199.4  199.4
   2025      4    0.0  200.6  200.6   96.1      0  14683    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  204.4  204.4
   2026      4    0.0  205.7  205.7   98.9      0  15203    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  209.6  209.6
   2027      4    0.0  210.8  210.8  101.5      0  15723    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  214.7  214.7
   1987      5   63.0   63.0   -0.0    0.1   8730   8673   66.5   66.3   -0.2   1200   1257   63.4   63.4   -0.0   9930   9930 9999.0    NaN    NaN
   1988      5   66.1   68.7    2.6    0.9   9050   8995   66.3   68.9    2.6    530    528   58.1   58.1   -0.0    850    850   66.9   69.8    2.9
   1989      5   72.9   77.3    4.5    1.8   9270   9313   70.3   72.8    2.5    540    442   62.5   62.5   -0.0    760    760   73.6   78.4    4.8
   1990      5   77.6   84.2    6.6    2.8   9450   9594   75.2   79.2    4.0    490    389   66.0   66.0   -0.0    670    670   78.3   85.3    7.0
   1991      5   84.2   92.2    8.1    3.9   9720   9834   84.8   93.4    8.6    510    540   69.7   69.7    0.0    780    780   85.4   94.1    8.8
   1992      5   87.2   96.1    8.9    4.9  10200  10357   86.1   93.5    7.4    520    477   72.1   72.1    0.0   1000   1000   88.7   98.4    9.7
   1993      5   92.0  101.8    9.8    5.8  10540  10824   88.9   93.3    4.4    610    483   78.9   78.9    0.0    950    950   93.0  103.5   10.5
   1994      5   93.6  103.7   10.0    6.4  10380  10619   94.2  105.0   10.8    820    865   77.8   77.8    0.0    660    660   94.7  105.3   10.7
   1995      5   96.4  107.0   10.6    6.9  10160  10453   95.1  103.6    8.5    760    706   81.2   81.2    0.0    540    540   97.0  108.0   11.0
   1996      5  100.1  111.2   11.1    7.5   9890  10245   98.4  106.7    8.3    800    738   80.1   80.1    0.0    530    530  101.0  112.4   11.4
   1997      5  105.2  116.8   11.6    7.9   9330   9650  105.2  116.7   11.5   1100   1135   86.6   86.5   -0.0    540    540  106.2  118.4   12.1
   1998      5  110.2  122.0   11.8    8.4   9070   9375  109.9  121.1   11.2    930    945   90.3   90.3    0.0    670    670  111.6  124.1   12.5
   1999      5  108.4  118.7   10.3    9.4   9820  10113  108.0  117.5    9.4   1090   1102   91.0   91.0    0.0   1840   1840  111.9  124.0   12.1
   2000      5  108.4  117.5    9.1    9.6   9720   9893  110.8  122.7   11.9   1320   1440   88.3   88.3    0.0   1220   1220  111.2  121.8   10.5
   2001      5  114.9  124.5    9.6   10.1   9160   9383  112.6  118.8    6.2   1200   1150   89.9   89.9    0.0    640    640  116.3  126.1    9.8
   2002      5  121.7  131.7   10.0   11.0   8990   9257  118.4  123.7    5.3    850    806   96.7   96.7   -0.0    680    680  123.2  133.5   10.3
   2003      5  127.3  137.2    9.9   11.7   8910   9177  125.9  134.0    8.1    970    970  102.7  102.7   -0.0    890    890  129.6  140.2   10.6
   2004      5  132.9  142.5    9.6   12.4   8770   8981  134.7  146.3   11.6   1020   1076  106.5  106.5    0.0    880    880  135.7  146.4   10.7
   2005      5  137.6  146.7    9.1   13.0   8760   8937  139.1  149.5   10.4    920    954  110.5  110.5   -0.0    910    910  140.5  150.7   10.1
   2006      5  142.5  150.7    8.1   12.5   8430   8532  146.9  160.0   13.1   1100   1175  113.4  113.3   -0.0    770    770  145.6  155.1    9.5
   2007      5  148.4  156.4    8.0   12.8   8150   8269  145.7  150.9    5.2    870    853  116.1  116.1   -0.0    590    590  150.4  158.6    8.3
   2008      5  152.8  159.9    7.1   13.1   7990   8079  156.9  167.1   10.2   1000   1030  123.3  123.3   -0.0    840    840  156.3  164.5    8.2
   2009      5  156.4  161.7    5.2   12.5   7880   7891  167.9  182.5   14.6   1060   1138  127.8  127.8   -0.0    950    950  161.3  168.6    7.2
   2010      5  158.8  162.5    3.7   11.6   7820   7790  168.6  179.6   11.0    950    991  130.3  130.3   -0.0    890    890  163.2  168.3    5.1
   2011      5  161.5  164.2    2.7   11.4   7740   7696  169.1  176.8    7.7    910    924  131.9  131.9   -0.0    830    830  165.5  169.1    3.6
