    year   type mend_d mend_s mend_f send_f nend_d nend_s mout_d mout_s mout_f nout_d nout_s  min_d  min_s  min_f  nin_d  nin_s mint_d mint_s mint_f 
   1990      3   44.4   45.4    1.0    1.0    830    841   41.9   44.4    2.5     40     38   37.8   37.8   -0.0     40     40   44.6   45.7    1.1
   1991      3   49.1   50.9    1.8    1.6    850    865   52.7   48.7   -3.9     30     26   41.8   41.8   -0.0     50     50   49.6   51.4    1.7
   1992      3   52.0   53.9    1.9    1.8    850    868   52.3   51.5   -0.8     20     17   44.7   44.6   -0.0     20     20   52.2   54.1    1.9
   1993      3   56.4   58.6    2.2    2.1    810    837   52.3   52.6    0.3     60     51   45.8   45.8    0.0     20     20   56.4   58.5    2.1
   1994      3   58.2   60.5    2.3    3.1    780    811   56.9   56.2   -0.6     60     56   44.1   44.1   -0.0     30     30   58.6   60.8    2.2
   1995      3   60.6   62.6    2.0    3.3    790    830   52.1   57.5    5.4     10      1   44.3   44.3   -0.0     20     20   60.9   63.0    2.2
   1996      3   64.7   67.0    2.3    3.2    720    765   56.3   57.5    1.1     70     65    0.0    NaN    NaN      0      0   64.0   66.2    2.3
   1997      3   70.8   73.2    2.4    3.3    650    695   59.3   61.1    1.8     90     90   47.3   47.4    0.0     20     20   70.1   72.5    2.4
   1998      3   74.2   77.1    2.9    3.8    670    722   69.4   69.3   -0.1     60     53   52.7   52.7    0.0     80     80   76.4   79.3    2.9
   1999      3   64.8   67.3    2.5    3.4   1130   1188   62.9   62.1   -0.7    120    114   51.4   51.4   -0.0    580    580   76.1   79.2    3.1
   2000      3   61.7   63.9    2.2    3.9   1580   1643   56.5   56.3   -0.1    220    215   50.7   50.7   -0.0    670    670   67.2   70.0    2.8
   2001      3   65.8   68.4    2.6    4.3   1580   1648   59.5   59.0   -0.5    230    225   54.1   54.1   -0.0    230    230   66.6   69.1    2.5
   2002      3   69.7   72.1    2.4    4.7   1740   1816   61.5   60.3   -1.1     90     82   55.2   55.2    0.0    250    250   71.5   74.1    2.6
   2003      3   73.6   76.1    2.5    5.0   1820   1898   61.0   61.8    0.8     80     78   55.3   55.3   -0.0    160    160   74.7   77.3    2.6
   2004      3   78.8   81.5    2.7    5.7   1800   1880   67.3   67.1   -0.2    170    168   58.2   58.2   -0.0    150    150   79.4   82.1    2.7
   2005      3   82.9   86.2    3.3    6.4   1690   1773   78.9   77.0   -1.9    220    217   54.3   54.3   -0.0    110    110   84.1   87.0    2.9
   2006      3   86.8   90.3    3.5    6.8   1730   1813   72.3   71.7   -0.6    140    140   59.4   59.4    0.0    180    180   88.5   92.0    3.5
   2007      3   88.0   91.6    3.6    8.9   1880   1962   93.2   92.6   -0.6    140    141   63.0   63.0    0.0    290    290   92.6   96.3    3.6
   2008      3   92.9   96.9    4.0   10.2   1840   1917   76.6   76.3   -0.3    190    195   65.3   65.3   -0.0    150    150   93.5   97.3    3.8
   2009      3   95.6   99.7    4.1   11.2   1920   2010   95.1   89.7   -5.4    160    147   66.4   66.4    0.0    240    240   99.4  103.1    3.7
   2010      3   98.1  102.4    4.3   10.9   2020   2124   91.5   83.6   -8.0    140    126   68.3   68.3    0.0    240    240  101.3  105.2    3.9
   2011      3   98.9  102.9    4.0   11.9   2060   2153  106.1  107.8    1.6    210    221   69.6   69.6    0.0    250    250  103.3  107.3    4.0
   2012      3  102.6  106.1    3.5   11.8   2100   2186   83.3   82.9   -0.4    130    137   72.3   72.3   -0.0    170    170  103.8  107.3    3.4
   2013      3  104.9  108.6    3.7   13.7   2130   2226  107.6  101.6   -6.1    150    140   73.8   73.8   -0.0    180    180  107.7  111.0    3.3
   2014      3  107.4  111.5    4.1   14.1   2170   2270   95.6   89.2   -6.4    240    236   73.0   73.0   -0.0    280    280  110.6  114.0    3.4
   2015      3  110.6  114.3    3.7   13.7   2310   2410    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140  113.0  116.9    3.9
   2016      3    0.0  117.2  117.2   49.3      0   2550    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  119.8  119.8
   2017      3    0.0  120.2  120.2   51.1      0   2690    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  122.8  122.8
   2018      3    0.0  123.3  123.3   52.8      0   2830    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  125.9  125.9
   2019      3    0.0  126.4  126.4   54.6      0   2970    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  129.1  129.1
   2020      3    0.0  129.7  129.7   56.7      0   3110    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  132.4  132.4
   2021      3    0.0  133.1  133.1   58.8      0   3250    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  135.9  135.9
   2022      3    0.0  136.6  136.6   61.1      0   3390    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  139.3  139.3
   2023      3    0.0  140.1  140.1   63.3      0   3530    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  142.8  142.8
   2024      3    0.0  143.6  143.6   65.7      0   3670    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  146.4  146.4
   2025      3    0.0  147.3  147.3   68.3      0   3810    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  150.2  150.2
   2026      3    0.0  151.1  151.1   70.8      0   3950    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  153.9  153.9
   2027      3    0.0  154.9  154.9   73.6      0   4090    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  157.8  157.8
   1987      4   44.7   44.8    0.0    0.5   1100   1079   51.0   50.0   -0.9    160    181   45.5   45.5   -0.0   1260   1260 9999.0    NaN    NaN
   1988      4   47.6   49.5    2.0    1.4   1320   1305   47.2   48.3    1.1     60     54   42.5   42.5    0.0    280    280   48.8   51.3    2.5
   1989      4   54.3   62.3    8.0    3.8   1500   1473   55.2   63.6    8.4     60     72   50.3   50.3    0.0    240    240   55.1   64.6    9.5
   1990      4   57.1   64.9    7.8    5.5   1890   1890   55.5   57.7    2.2     90     63   49.7   49.7   -0.0    480    480   59.3   69.5   10.2
   1991      4   63.4   73.3   10.0    6.5   2020   1988   64.6   77.0   12.4    150    182   55.7   55.7    0.0    280    280   64.6   76.3   11.7
   1992      4   66.0   76.4   10.4    7.7   2320   2320   63.3   65.1    1.7     90     58   54.7   54.7    0.0    390    390   68.0   80.3   12.3
   1993      4   70.1   80.8   10.6    8.6   2510   2496   71.2   83.3   12.1    130    144   59.5   59.5    0.0    320    320   71.7   83.9   12.2
   1994      4   71.1   81.4   10.3    9.1   2760   2818   66.7   65.5   -1.2    230    158   59.8   59.8   -0.0    480    480   72.9   84.6   11.6
   1995      4   73.2   83.2   10.0    9.3   2940   2971   74.7   87.9   13.2    180    207   58.9   58.9    0.0    360    360   75.1   86.7   11.5
   1996      4   76.4   86.8   10.5    9.6   2990   3040   75.2   81.4    6.2    180    161   59.8   59.8   -0.0    230    230   77.6   88.6   11.0
   1997      4   80.9   91.3   10.4    9.7   3000   3036   81.5   93.0   11.5    340    354   64.6   64.6   -0.0    350    350   82.9   94.6   11.7
   1998      4   85.2   95.9   10.7   10.5   3100   3191   79.8   79.0   -0.8    270    215   67.2   67.2    0.0    370    370   87.0   98.2   11.2
   1999      4   82.4   91.0    8.5   10.8   4070   4200   76.0   74.0   -2.0    280    241   67.5   67.5    0.0   1250   1250   87.9   98.9   11.0
   2000      4   81.0   88.5    7.4   10.5   4730   4886   79.1   81.9    2.8    480    454   65.9   65.9    0.0   1140   1140   85.1   93.9    8.8
   2001      4   86.5   94.2    7.7   11.3   5040   5221   77.4   76.2   -1.2    290    265   68.7   68.7   -0.0    600    600   88.2   96.3    8.1
   2002      4   92.8  100.7    7.9   11.5   5320   5527   86.0   83.7   -2.3    270    244   73.0   73.0    0.0    550    550   94.7  102.9    8.2
   2003      4   97.8  105.6    7.8   12.0   5890   6113   86.4   85.0   -1.3    240    224   75.1   75.1    0.0    810    810  100.7  109.3    8.5
   2004      4  103.2  111.5    8.3   13.1   6150   6401   93.7   91.7   -1.9    430    402   75.9   75.9    0.0    690    690  105.7  114.2    8.5
   2005      4  108.9  117.7    8.8   14.2   6240   6515   99.8   97.5   -2.3    440    416   79.9   79.9    0.0    530    530  110.7  119.5    8.8
   2006      4  113.4  122.7    9.3   15.3   6460   6760  104.2  102.1   -2.0    550    525   80.9   80.9   -0.0    770    770  116.6  126.0    9.4
   2007      4  118.5  128.0    9.6   15.9   6650   6970  106.1  102.2   -3.9    400    380   85.0   85.0    0.0    590    590  120.7  130.3    9.6
   2008      4  123.6  133.2    9.6   16.3   6930   7277  117.8  111.0   -6.8    250    223   88.2   88.2    0.0    530    530  126.2  135.9    9.7
   2009      4  128.4  137.7    9.3   16.8   7230   7572  126.3  128.9    2.6    400    405   90.0   90.0   -0.0    700    700  132.2  141.8    9.6
   2010      4  131.5  140.5    9.1   17.3   7510   7860  126.2  123.8   -2.4    440    432   92.1   92.1    0.0    720    720  135.1  144.2    9.1
   2011      4  134.9  143.9    9.0   17.6   7820   8183  118.0  114.9   -3.1    510    497   93.1   93.1    0.0    820    820  138.3  147.4    9.1
   2012      4  138.3  146.9    8.6   17.4   8080   8436  114.0  113.9   -0.1    470    477   94.9   94.9   -0.0    730    730  140.9  149.6    8.7
   2013      4  140.6  148.8    8.1   18.4   8460   8821  132.8  129.4   -3.5    600    595   98.9   98.9    0.0    980    980  145.1  153.2    8.1
   2014      4  142.8  149.6    6.8   17.7   8630   8950  156.1  171.4   15.3    540    581   99.9   99.9   -0.0    710    710  147.3  155.1    7.8
   2015      4  147.1  153.6    6.5   17.6   9150   9470    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520  150.1  156.9    6.8
   2016      4    0.0  157.8  157.8   67.5      0   9990    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  161.1  161.1
   2017      4    0.0  162.1  162.1   70.4      0  10510    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  165.5  165.5
   2018      4    0.0  166.5  166.5   73.4      0  11030    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  169.9  169.9
   2019      4    0.0  171.1  171.1   76.7      0  11550    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  174.6  174.6
   2020      4    0.0  175.8  175.8   80.0      0  12070    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  179.3  179.3
   2021      4    0.0  180.6  180.6   83.2      0  12590    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  184.2  184.2
   2022      4    0.0  185.5  185.5   86.5      0  13110    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  189.1  189.1
   2023      4    0.0  190.5  190.5   89.7      0  13630    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  194.2  194.2
   2024      4    0.0  195.5  195.5   92.9      0  14150    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  199.3  199.3
   2025      4    0.0  200.5  200.5   95.9      0  14670    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  204.3  204.3
   2026      4    0.0  205.6  205.6   98.7      0  15190    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  209.4  209.4
   2027      4    0.0  210.7  210.7  101.3      0  15710    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  214.5  214.5
   1987      5   63.0   63.0   -0.0    0.1   8730   8673   66.5   66.3   -0.2   1200   1257   63.4   63.4   -0.0   9930   9930 9999.0    NaN    NaN
   1988      5   66.1   68.7    2.6    0.9   9050   8995   66.3   68.9    2.6    530    528   58.1   58.1   -0.0    850    850   66.9   69.8    2.9
   1989      5   72.9   77.4    4.5    1.8   9270   9317   70.3   72.9    2.5    540    438   62.5   62.5   -0.0    760    760   73.6   78.4    4.8
   1990      5   77.6   84.2    6.6    2.8   9450   9603   75.2   79.0    3.8    490    384   66.0   66.0   -0.0    670    670   78.3   85.3    7.0
   1991      5   84.2   92.2    8.1    3.9   9720   9837   84.8   93.4    8.6    510    546   69.7   69.7    0.0    780    780   85.4   94.1    8.8
   1992      5   87.2   96.1    8.9    4.8  10200  10357   86.1   93.5    7.4    520    480   72.1   72.1    0.0   1000   1000   88.7   98.4    9.7
   1993      5   92.0  101.8    9.8    5.7  10540  10817   88.9   93.2    4.4    610    490   78.9   78.9    0.0    950    950   93.0  103.5   10.5
   1994      5   93.6  103.6   10.0    6.3  10380  10606   94.2  105.1   10.9    820    871   77.8   77.8    0.0    660    660   94.7  105.3   10.7
   1995      5   96.4  106.9   10.5    6.8  10160  10444   95.1  103.6    8.6    760    702   81.2   81.2    0.0    540    540   97.0  108.0   10.9
   1996      5  100.1  111.1   11.0    7.4   9890  10242   98.4  106.7    8.3    800    732   80.1   80.1    0.0    530    530  101.0  112.4   11.4
   1997      5  105.2  116.8   11.6    7.8   9330   9646  105.2  116.8   11.6   1100   1136   86.6   86.5   -0.0    540    540  106.2  118.4   12.1
   1998      5  110.2  122.0   11.7    8.3   9070   9377  109.9  121.3   11.3    930    939   90.3   90.3    0.0    670    670  111.6  124.1   12.5
   1999      5  108.4  118.6   10.2    9.3   9820  10114  108.0  117.5    9.5   1090   1103   91.0   91.0    0.0   1840   1840  111.9  123.9   12.0
   2000      5  108.4  117.5    9.0    9.5   9720   9889  110.8  122.5   11.8   1320   1445   88.3   88.3    0.0   1220   1220  111.2  121.7   10.5
   2001      5  114.9  124.4    9.5   10.0   9160   9374  112.6  119.0    6.4   1200   1155   89.9   89.9    0.0    640    640  116.3  126.0    9.8
   2002      5  121.7  131.6   10.0   10.7   8990   9247  118.4  123.4    5.0    850    807   96.7   96.7   -0.0    680    680  123.2  133.4   10.2
   2003      5  127.3  137.2    9.9   11.4   8910   9168  125.9  134.0    8.1    970    969  102.7  102.7   -0.0    890    890  129.6  140.2   10.6
   2004      5  132.9  142.5    9.5   12.1   8770   8976  134.7  146.0   11.4   1020   1072  106.5  106.5    0.0    880    880  135.7  146.3   10.6
   2005      5  137.6  146.6    9.1   12.7   8760   8935  139.1  149.3   10.2    920    951  110.5  110.5   -0.0    910    910  140.5  150.6   10.0
   2006      5  142.5  150.8    8.3   12.6   8430   8544  146.9  159.0   12.1   1100   1161  113.4  113.3   -0.0    770    770  145.6  155.1    9.4
   2007      5  148.4  156.7    8.4   12.9   8150   8286  145.7  150.0    4.3    870    848  116.1  116.1   -0.0    590    590  150.4  158.9    8.5
   2008      5  152.8  160.1    7.3   13.2   7990   8080  156.9  168.1   11.2   1000   1046  123.3  123.3   -0.0    840    840  156.3  164.8    8.5
   2009      5  156.4  161.8    5.4   12.4   7880   7893  167.9  182.4   14.5   1060   1137  127.8  127.8   -0.0    950    950  161.3  168.7    7.4
   2010      5  158.8  162.7    3.9   11.6   7820   7798  168.6  180.0   11.4    950    985  130.3  130.3   -0.0    890    890  163.2  168.5    5.3
   2011      5  161.5  164.3    2.8   11.4   7740   7706  169.1  176.1    7.1    910    922  131.9  131.9   -0.0    830    830  165.5  169.2    3.7
