    year   type mend_d mend_s mend_f send_f nend_d nend_s mout_d mout_s mout_f nout_d nout_s  min_d  min_s  min_f  nin_d  nin_s mint_d mint_s mint_f 
   1990      3   44.4   45.4    1.0    0.6    830    843   41.9   44.2    2.3     40     37   37.8   37.8   -0.0     40     40   44.6   45.7    1.1
   1991      3   49.1   50.9    1.8    1.2    850    869   52.7   49.1   -3.5     30     24   41.8   41.8   -0.0     50     50   49.6   51.4    1.7
   1992      3   52.0   53.9    1.9    1.5    850    871   52.3   52.0   -0.3     20     18   44.7   44.6   -0.0     20     20   52.2   54.1    1.9
   1993      3   56.4   58.3    1.9    1.6    810    834   52.3   53.4    1.1     60     57   45.8   45.8    0.0     20     20   56.4   58.3    1.9
   1994      3   58.2   60.1    1.9    2.4    780    808   56.9   57.2    0.3     60     56   44.1   44.1   -0.0     30     30   58.6   60.4    1.8
   1995      3   60.6   62.2    1.6    2.6    790    828   52.1    NaN    NaN     10      0   44.3   44.3   -0.0     20     20   60.9   62.6    1.7
   1996      3   64.7   66.5    1.8    2.8    720    763   56.3   56.9    0.6     70     65    0.0    NaN    NaN      0      0   64.0   65.8    1.8
   1997      3   70.8   72.5    1.7    3.1    650    695   59.3   60.9    1.6     90     88   47.3   47.4    0.0     20     20   70.1   71.8    1.8
   1998      3   74.2   76.2    2.1    3.2    670    717   69.4   69.1   -0.3     60     58   52.7   52.7    0.0     80     80   76.4   78.4    2.0
   1999      3   64.8   66.9    2.0    2.7   1130   1185   62.9   61.5   -1.3    120    112   51.4   51.4   -0.0    580    580   76.1   78.5    2.5
   2000      3   61.7   63.6    1.9    3.3   1580   1638   56.5   56.4   -0.1    220    217   50.7   50.7   -0.0    670    670   67.2   69.6    2.4
   2001      3   65.8   68.1    2.3    3.9   1580   1642   59.5   59.1   -0.4    230    226   54.1   54.1   -0.0    230    230   66.6   68.8    2.2
   2002      3   69.7   72.0    2.3    4.3   1740   1810   61.5   59.8   -1.7     90     82   55.2   55.2    0.0    250    250   71.5   73.9    2.4
   2003      3   73.6   75.9    2.3    5.0   1820   1890   61.0   62.5    1.4     80     80   55.3   55.3   -0.0    160    160   74.7   77.1    2.4
   2004      3   78.8   81.4    2.6    5.7   1800   1870   67.3   67.1   -0.2    170    170   58.2   58.2   -0.0    150    150   79.4   82.0    2.6
   2005      3   82.9   85.9    3.0    6.4   1690   1766   78.9   77.4   -1.4    220    214   54.3   54.3   -0.0    110    110   84.1   86.8    2.7
   2006      3   86.8   89.9    3.1    6.8   1730   1801   72.3   72.2   -0.1    140    145   59.4   59.4    0.0    180    180   88.5   91.6    3.1
   2007      3   88.0   91.1    3.1    8.8   1880   1951   93.2   92.3   -0.9    140    140   63.0   63.0    0.0    290    290   92.6   95.8    3.1
   2008      3   92.9   96.4    3.5    9.9   1840   1911   76.6   75.7   -0.9    190    190   65.3   65.3   -0.0    150    150   93.5   96.8    3.3
   2009      3   95.6   99.1    3.4   10.7   1920   2000   95.1   90.6   -4.5    160    151   66.4   66.4    0.0    240    240   99.4  102.5    3.1
   2010      3   98.1  101.7    3.6   10.5   2020   2113   91.5   83.6   -7.9    140    127   68.3   68.3    0.0    240    240  101.3  104.5    3.2
   2011      3   98.9  101.8    2.9   10.7   2060   2150  106.1  110.4    4.3    210    213   69.6   69.6    0.0    250    250  103.3  106.5    3.2
   2012      3  102.6  105.0    2.4   10.6   2100   2184   83.3   83.0   -0.3    130    136   72.3   72.3   -0.0    170    170  103.8  106.2    2.3
   2013      3  104.9  107.6    2.7   12.6   2130   2220  107.6  100.4   -7.2    150    144   73.8   73.8   -0.0    180    180  107.7  109.9    2.2
   2014      3  107.4  110.3    2.9   12.7   2170   2261   95.6   89.6   -6.0    240    239   73.0   73.0   -0.0    280    280  110.6  112.7    2.2
   2015      3  110.6  113.1    2.5   12.1   2310   2401    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140  113.0  115.5    2.6
   2016      3    0.0  115.9  115.9   47.6      0   2541    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  118.4  118.4
   2017      3    0.0  119.0  119.0   49.4      0   2681    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  121.5  121.5
   2018      3    0.0  122.2  122.2   51.4      0   2821    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  124.7  124.7
   2019      3    0.0  125.3  125.3   53.4      0   2961    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  127.9  127.9
   2020      3    0.0  128.6  128.6   55.5      0   3101    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  131.2  131.2
   2021      3    0.0  131.9  131.9   57.6      0   3241    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  134.5  134.5
   2022      3    0.0  135.3  135.3   59.7      0   3381    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  138.0  138.0
   2023      3    0.0  138.7  138.7   61.8      0   3521    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  141.5  141.5
   2024      3    0.0  142.3  142.3   64.3      0   3661    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  145.1  145.1
   2025      3    0.0  146.1  146.1   66.6      0   3801    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  148.9  148.9
   2026      3    0.0  149.7  149.7   69.1      0   3941    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  152.6  152.6
   2027      3    0.0  153.6  153.6   71.7      0   4081    0.0    NaN    NaN      0      0   73.1   73.1    0.0    140    140    0.0  156.5  156.5
   1987      4   44.7   44.8    0.0    0.5   1100   1079   51.0   50.0   -0.9    160    181   45.5   45.5   -0.0   1260   1260 9999.0    NaN    NaN
   1988      4   47.6   49.5    2.0    1.4   1320   1305   47.2   48.3    1.1     60     54   42.5   42.5    0.0    280    280   48.8   51.3    2.5
   1989      4   54.3   62.3    8.0    4.1   1500   1472   55.2   64.1    8.9     60     73   50.3   50.3    0.0    240    240   55.1   64.6    9.5
   1990      4   57.1   64.7    7.6    5.6   1890   1887   55.5   57.7    2.3     90     65   49.7   49.7   -0.0    480    480   59.3   69.3    9.9
   1991      4   63.4   72.9    9.6    6.5   2020   1985   64.6   76.8   12.2    150    182   55.7   55.7    0.0    280    280   64.6   75.8   11.2
   1992      4   66.0   75.9   10.0    7.6   2320   2319   63.3   64.8    1.4     90     56   54.7   54.7    0.0    390    390   68.0   79.8   11.8
   1993      4   70.1   80.3   10.2    8.5   2510   2494   71.2   83.4   12.3    130    145   59.5   59.5    0.0    320    320   71.7   83.4   11.7
   1994      4   71.1   81.1   10.0    9.0   2760   2813   66.7   65.4   -1.3    230    161   59.8   59.8   -0.0    480    480   72.9   84.2   11.3
   1995      4   73.2   83.1    9.9    9.2   2940   2969   74.7   87.4   12.7    180    204   58.9   58.9    0.0    360    360   75.1   86.5   11.3
   1996      4   76.4   86.7   10.3    9.4   2990   3037   75.2   81.3    6.1    180    162   59.8   59.8   -0.0    230    230   77.6   88.5   10.9
   1997      4   80.9   91.1   10.2    9.5   3000   3032   81.5   93.2   11.7    340    355   64.6   64.6   -0.0    350    350   82.9   94.4   11.5
   1998      4   85.2   95.7   10.4   10.3   3100   3187   79.8   79.2   -0.6    270    215   67.2   67.2    0.0    370    370   87.0   98.0   11.0
   1999      4   82.4   90.8    8.4   10.6   4070   4199   76.0   73.8   -2.2    280    238   67.5   67.5    0.0   1250   1250   87.9   98.7   10.8
   2000      4   81.0   88.2    7.2   10.3   4730   4870   79.1   83.6    4.5    480    469   65.9   65.9    0.0   1140   1140   85.1   93.7    8.7
   2001      4   86.5   93.9    7.3   10.9   5040   5208   77.4   76.3   -1.1    290    262   68.7   68.7   -0.0    600    600   88.2   96.0    7.8
   2002      4   92.8  100.3    7.5   11.1   5320   5511   86.0   83.8   -2.1    270    247   73.0   73.0    0.0    550    550   94.7  102.4    7.8
   2003      4   97.8  105.2    7.5   11.6   5890   6099   86.4   84.8   -1.6    240    222   75.1   75.1    0.0    810    810  100.7  108.9    8.1
   2004      4  103.2  111.0    7.8   12.5   6150   6384   93.7   91.6   -2.1    430    405   75.9   75.9    0.0    690    690  105.7  113.6    8.0
   2005      4  108.9  117.2    8.3   13.5   6240   6498   99.8   97.4   -2.4    440    416   79.9   79.9    0.0    530    530  110.7  119.0    8.3
   2006      4  113.4  122.1    8.7   14.5   6460   6737  104.2  102.8   -1.4    550    531   80.9   80.9   -0.0    770    770  116.6  125.4    8.8
   2007      4  118.5  127.4    8.9   15.1   6650   6952  106.1  102.6   -3.5    400    375   85.0   85.0    0.0    590    590  120.7  129.7    9.0
   2008      4  123.6  132.5    8.9   15.4   6930   7254  117.8  110.7   -7.1    250    228   88.2   88.2    0.0    530    530  126.2  135.2    8.9
   2009      4  128.4  137.1    8.7   16.1   7230   7545  126.3  128.4    2.1    400    409   90.0   90.0   -0.0    700    700  132.2  141.2    9.0
   2010      4  131.5  140.1    8.6   16.7   7510   7837  126.2  123.6   -2.6    440    428   92.1   92.1    0.0    720    720  135.1  143.7    8.6
   2011      4  134.9  143.4    8.5   17.1   7820   8161  118.0  114.8   -3.2    510    496   93.1   93.1    0.0    820    820  138.3  146.9    8.6
   2012      4  138.3  146.3    8.0   17.0   8080   8415  114.0  114.4    0.4    470    476   94.9   94.9   -0.0    730    730  140.9  149.1    8.2
   2013      4  140.6  148.3    7.7   17.9   8460   8810  132.8  128.5   -4.3    600    585   98.9   98.9    0.0    980    980  145.1  152.7    7.6
   2014      4  142.8  149.2    6.4   17.3   8630   8945  156.1  171.0   14.9    540    575   99.9   99.9   -0.0    710    710  147.3  154.6    7.3
   2015      4  147.1  153.1    6.0   17.0   9150   9465    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520  150.1  156.4    6.3
   2016      4    0.0  157.3  157.3   67.0      0   9985    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  160.6  160.6
   2017      4    0.0  161.6  161.6   70.0      0  10505    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  165.0  165.0
   2018      4    0.0  166.1  166.1   73.0      0  11025    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  169.5  169.5
   2019      4    0.0  170.7  170.7   76.1      0  11545    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  174.1  174.1
   2020      4    0.0  175.4  175.4   79.4      0  12065    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  178.9  178.9
   2021      4    0.0  180.1  180.1   82.7      0  12585    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  183.7  183.7
   2022      4    0.0  185.0  185.0   86.0      0  13105    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  188.6  188.6
   2023      4    0.0  190.0  190.0   89.2      0  13625    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  193.7  193.7
   2024      4    0.0  194.9  194.9   92.2      0  14145    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  198.7  198.7
   2025      4    0.0  200.0  200.0   95.1      0  14665    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  203.7  203.7
   2026      4    0.0  205.1  205.1   98.0      0  15185    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  208.9  208.9
   2027      4    0.0  210.2  210.2  100.7      0  15705    0.0    NaN    NaN      0      0   97.6   97.6   -0.0    520    520    0.0  214.0  214.0
   1987      5   63.0   63.0   -0.0    0.1   8730   8673   66.5   66.3   -0.2   1200   1257   63.4   63.4   -0.0   9930   9930 9999.0    NaN    NaN
   1988      5   66.1   68.7    2.6    0.9   9050   8995   66.3   68.9    2.6    530    528   58.1   58.1   -0.0    850    850   66.9   69.8    2.9
   1989      5   72.9   77.4    4.5    1.9   9270   9311   70.3   72.9    2.5    540    444   62.5   62.5   -0.0    760    760   73.6   78.4    4.8
   1990      5   77.6   84.2    6.6    2.9   9450   9595   75.2   78.9    3.7    490    386   66.0   66.0   -0.0    670    670   78.3   85.3    7.0
   1991      5   84.2   92.3    8.1    3.9   9720   9833   84.8   93.5    8.7    510    542   69.7   69.7    0.0    780    780   85.4   94.2    8.8
   1992      5   87.2   96.1    8.9    4.9  10200  10354   86.1   93.5    7.4    520    479   72.1   72.1    0.0   1000   1000   88.7   98.4    9.7
   1993      5   92.0  101.9    9.9    5.8  10540  10817   88.9   93.2    4.4    610    487   78.9   78.9    0.0    950    950   93.0  103.6   10.5
   1994      5   93.6  103.7   10.1    6.4  10380  10609   94.2  104.9   10.7    820    868   77.8   77.8    0.0    660    660   94.7  105.4   10.7
   1995      5   96.4  107.0   10.6    6.9  10160  10445   95.1  103.8    8.7    760    704   81.2   81.2    0.0    540    540   97.0  108.1   11.0
   1996      5  100.1  111.1   11.0    7.4   9890  10234   98.4  106.9    8.5    800    741   80.1   80.1    0.0    530    530  101.0  112.4   11.4
   1997      5  105.2  116.8   11.6    7.8   9330   9641  105.2  116.7   11.5   1100   1133   86.6   86.5   -0.0    540    540  106.2  118.4   12.1
   1998      5  110.2  121.9   11.7    8.3   9070   9373  109.9  121.3   11.4    930    938   90.3   90.3    0.0    670    670  111.6  124.1   12.5
   1999      5  108.4  118.6   10.2    9.2   9820  10109  108.0  117.7    9.7   1090   1104   91.0   91.0    0.0   1840   1840  111.9  123.9   12.1
   2000      5  108.4  117.5    9.0    9.4   9720   9889  110.8  122.6   11.9   1320   1440   88.3   88.3    0.0   1220   1220  111.2  121.7   10.5
   2001      5  114.9  124.4    9.5    9.9   9160   9381  112.6  119.0    6.4   1200   1148   89.9   89.9    0.0    640    640  116.3  126.0    9.8
   2002      5  121.7  131.6    9.9   10.7   8990   9251  118.4  123.8    5.4    850    810   96.7   96.7   -0.0    680    680  123.2  133.4   10.2
   2003      5  127.3  137.2    9.9   11.5   8910   9168  125.9  133.8    7.9    970    973  102.7  102.7   -0.0    890    890  129.6  140.2   10.6
   2004      5  132.9  142.4    9.5   12.2   8770   8973  134.7  146.1   11.4   1020   1075  106.5  106.5    0.0    880    880  135.7  146.3   10.5
   2005      5  137.6  146.6    9.0   12.9   8760   8932  139.1  149.4   10.2    920    951  110.5  110.5   -0.0    910    910  140.5  150.5   10.0
   2006      5  142.5  150.8    8.3   12.6   8430   8528  146.9  159.5   12.6   1100   1174  113.4  113.3   -0.0    770    770  145.6  155.1    9.5
   2007      5  148.4  156.6    8.3   12.9   8150   8260  145.7  151.0    5.3    870    858  116.1  116.1   -0.0    590    590  150.4  158.9    8.5
   2008      5  152.8  160.0    7.3   13.1   7990   8052  156.9  167.7   10.7   1000   1048  123.3  123.3   -0.0    840    840  156.3  164.8    8.4
   2009      5  156.4  161.7    5.3   12.3   7880   7867  167.9  182.3   14.3   1060   1135  127.8  127.8   -0.0    950    950  161.3  168.6    7.2
   2010      5  158.8  162.6    3.8   11.4   7820   7768  168.6  179.7   11.1    950    989  130.3  130.3   -0.0    890    890  163.2  168.4    5.2
   2011      5  161.5  164.3    2.8   11.4   7740   7675  169.1  176.2    7.1    910    923  131.9  131.9   -0.0    830    830  165.5  169.2    3.7
