	nentry	muentry	sdentry	noincrease	betagrowth	betagrowth_se	alphagrowth	siggrowth	betaexit	beta2exit	alphaexit	nend	muend	sigend	nout	muout	sigout	nint	muint	sigint	
r1	  120.000000000	   56.664850060	   16.995924858	    0.045977011	   -0.010142477	    0.002870905	   -2.547116440	    0.461024021	    0.006613894	    0.594202896	   58.573444689	   84.000000000	   52.906678745	   14.064542857	  123.000000000	   62.443431187	   20.448465230	   87.000000000	   61.205989005	   20.617329295	
r1	  121.000000000	   56.623115918	   16.099127745	    0.000000000	   -0.006592329	    0.005276652	   -2.956429609	    0.587004938	    0.003167165	    0.639024386	   56.118375341	   74.000000000	   54.016378712	   13.795618924	  131.000000000	   57.305762750	   16.339585942	   84.000000000	   55.391308557	   14.700036479	
r1	  121.000000000	   58.672590256	   16.880265958	    0.040540541	   -0.013825498	    0.005154498	   -2.723836466	    0.511746842	   -0.001524098	    0.533333336	   57.656789584	   91.000000000	   58.474703317	   16.537618310	  104.000000000	   56.941115068	   15.298659238	   74.000000000	   55.995818215	   14.002607767	
r1	  113.000000000	   61.700986778	   22.130163455	    0.010989011	   -0.013609677	    0.004642749	   -2.733741114	    0.605217939	   -0.002383526	    0.411764703	   61.630755312	  120.000000000	   63.241967519	   18.094235547	   84.000000000	   59.329023588	   22.333747626	   91.000000000	   61.543544811	   17.083068533	
r1	   63.000000000	   62.382539779	   21.772394048	    0.041666667	   -0.005700766	    0.002973189	   -3.161492557	    0.465503282	    0.000000000	    0.000000000	   64.444500803	  183.000000000	   64.444500803	   19.593684140	    0.000000000	    0.000000000	    0.000000000	  120.000000000	   65.527030341	   18.350757107	
r1	 1049.000000000	   23.442878970	    4.363906972	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.003553212	    0.064823641	   23.442878970	  981.000000000	   23.370591273	    4.270180366	   68.000000000	   24.485735318	    5.475794444	    0.000000000	 9999.000000000	 9999.000000000	
r1	   66.000000000	   18.431818240	    2.066844414	    0.014271152	   -0.042482752	    0.002349849	   -1.476746470	    0.534597594	   -0.000256316	    0.027698185	   24.081747773	 1018.000000000	   24.086718979	    4.345375646	   29.000000000	   23.907241295	    4.390388909	  981.000000000	   24.461865356	    4.191544528	
r1	   79.000000000	   20.173417345	    2.411421954	    0.001964637	   -0.008193293	    0.001067044	   -1.786876018	    0.243683252	   -0.000923080	    0.019143117	   26.563691870	 1076.000000000	   26.586737899	    4.943205903	   21.000000000	   25.382857277	    5.320313817	 1018.000000000	   27.059597261	    4.748748280	
r1	   76.000000000	   20.490789338	    1.520419817	    0.000000000	   -0.015556662	    0.001382559	   -1.881675069	    0.353000574	   -0.000501141	    0.020833334	   28.249644106	 1128.000000000	   28.264476962	    5.380237580	   24.000000000	   27.552499851	    5.716440251	 1076.000000000	   28.797667305	    5.132205844	
r1	   86.000000000	   23.089534870	    2.169440148	    0.002659574	   -0.011321411	    0.000967567	   -1.752000285	    0.261004541	   -0.001771443	    0.024711698	   30.771927518	 1184.000000000	   30.836570956	    5.967125205	   30.000000000	   28.220666504	    5.520145783	 1128.000000000	   31.357641851	    5.756353016	
r1	   65.000000000	   23.444615261	    2.218507622	    0.001689189	   -0.015341950	    0.001331686	   -2.229459975	    0.391799038	   -0.000875402	    0.026421136	   32.142065642	 1216.000000000	   32.177763147	    6.285588660	   33.000000000	   30.826666687	    6.903169748	 1184.000000000	   32.619543915	    6.104517439	
r1	   77.000000000	   24.196493595	    1.911999486	    0.002467105	   -0.011335025	    0.001129020	   -2.168792247	    0.343704944	   -0.000512813	    0.024748647	   33.895135319	 1261.000000000	   33.919928601	    6.844020110	   32.000000000	   32.918125033	    7.861388927	 1216.000000000	   34.509276283	    6.603837282	
r1	   51.000000000	   24.024902007	    1.833120164	    0.001586043	   -0.015374128	    0.001785006	   -2.889306306	    0.586092487	    0.002042618	    0.035060973	   34.584641851	 1266.000000000	   34.477393443	    7.089675486	   46.000000000	   37.536304557	    7.413413845	 1261.000000000	   35.011720940	    6.922866619	
r1	   34.000000000	   23.995588134	    1.476630622	    0.001579779	   -0.012851364	    0.001629050	   -2.690955575	    0.541159587	   -0.000744449	    0.031538461	   35.644938516	 1259.000000000	   35.687275666	    7.421397507	   41.000000000	   34.344878220	    7.485462359	 1266.000000000	   35.957796267	    7.266249959	
r1	   13.000000000	   25.793077029	    1.699952917	    0.033359809	   -0.009658582	    0.001212507	   -2.566438520	    0.404163841	   -0.000262979	    0.043238993	   37.388632118	 1217.000000000	   37.405012358	    7.761050155	   55.000000000	   37.026182071	    6.874124608	 1259.000000000	   37.508363822	    7.669805411	
r1	   14.000000000	   27.773571423	    3.505776526	    0.042728020	   -0.009945683	    0.001091874	   -2.262976645	    0.359985112	    0.000273922	    0.069861901	   39.728708369	 1145.000000000	   39.709231451	    8.202383380	   86.000000000	   39.988023159	    7.227834983	 1217.000000000	   39.866236650	    8.071956770	
r1	   26.000000000	   29.676923092	    3.424800648	    0.026200873	   -0.007319185	    0.000991560	   -2.419922290	    0.328829774	    0.002945538	    0.072587528	   41.946976949	 1086.000000000	   41.708858207	    8.691493991	   85.000000000	   44.989294052	    7.700745551	 1145.000000000	   42.225598259	    8.543198096	
r1	  179.000000000	   30.632960847	    4.324059534	    0.646408840	   -0.003885836	    0.001750886	   -2.739293093	    0.396798356	    0.002224303	    0.073517791	   40.853620571	 1172.000000000	   40.647508556	    9.130296910	   93.000000000	   43.451075215	   10.584674703	 1086.000000000	   42.538241281	    8.772229296	
r1	  122.000000000	   31.241639419	    4.834637431	    0.003412969	   -0.009837414	    0.001454706	   -3.263474295	    0.531081424	    0.001230007	    0.073415765	   40.779056383	 1199.000000000	   40.661422828	    9.329596082	   95.000000000	   42.263715664	   10.399799612	 1172.000000000	   41.771859172	    9.221969969	
r1	   53.000000000	   33.798301985	    5.901736935	    0.000834028	   -0.009216568	    0.001172809	   -2.260257912	    0.429126201	   -0.000125975	    0.051118211	   43.252099880	 1188.000000000	   43.265123780	    9.866763910	   64.000000000	   43.010343730	   10.734435914	 1199.000000000	   43.669990862	    9.842836415	
r1	   31.000000000	   34.124516395	    5.458911912	    0.003367003	   -0.009002458	    0.001120945	   -2.276135121	    0.418907410	   -0.000615211	    0.042657916	   46.068068128	 1167.000000000	   46.138667547	   10.438174015	   52.000000000	   44.483654242	   11.497900902	 1188.000000000	   46.379726464	   10.404184129	
r1	   34.000000000	   37.710441141	    4.258662665	    0.002570694	   -0.005718819	    0.001271517	   -2.582505154	    0.491544938	    0.001296712	    0.046627808	   48.725522933	 1145.000000000	   48.557967713	   10.858821510	   56.000000000	   52.151428768	   14.996173726	 1167.000000000	   49.046442197	   11.078533966	
r1	   46.000000000	   38.015978357	    4.167590789	    0.002620087	   -0.002241939	    0.001244605	   -2.786296517	    0.484515248	    0.000045773	    0.039462636	   51.035096594	 1144.000000000	   51.028478181	   11.860174917	   47.000000000	   51.196191585	   10.034595922	 1145.000000000	   51.558135405	   11.696934268	
r1	   41.000000000	   39.132487692	    5.563208941	    0.001748252	   -0.002273919	    0.001060509	   -2.886181117	    0.438994548	    0.000626604	    0.053164557	   53.295737631	 1122.000000000	   53.189954615	   12.564317165	   63.000000000	   55.179682777	   14.036813315	 1144.000000000	   53.803336624	   12.537198928	
r1	   43.000000000	   40.924185908	    7.715609132	    0.002673797	   -0.001229068	    0.000987776	   -2.904478883	    0.414514838	    0.000412187	    0.050643777	   55.597381084	 1106.000000000	   55.516843547	   13.623870609	   59.000000000	   57.107118639	   13.684578771	 1122.000000000	   56.159722789	   13.489645004	
r1	   72.000000000	   43.141666624	    5.666694602	    0.003616637	    0.000092753	    0.000906277	   -2.999911711	    0.396562858	    0.000845730	    0.061969441	   57.623045837	 1105.000000000	   57.429400901	   14.462645661	   73.000000000	   60.554246589	   17.247863017	 1106.000000000	   58.565775768	   14.572255325	
r1	   56.000000000	   42.737500054	    4.997810184	    0.000904977	   -0.001091743	    0.000933953	   -2.993800236	    0.422175960	    0.001236239	    0.062876829	   59.554230886	 1088.000000000	   59.243007411	   15.175927863	   73.000000000	   64.192739670	   17.433457809	 1105.000000000	   60.406481499	   15.224497259	
r1	   52.000000000	   44.828826831	    5.192710518	    0.002757353	   -0.001033397	    0.000937886	   -2.903692989	    0.424771584	    0.000891863	    0.055263158	   61.841029769	 1077.000000000	   61.590697247	   16.261041038	   63.000000000	   66.120523846	   16.342624630	 1088.000000000	   62.654112998	   16.196634671	
r1	   65.000000000	   46.055384475	    4.393058617	    0.006499536	   -0.002851911	    0.001040551	   -3.065328534	    0.502910409	    0.000232676	    0.075306480	   63.312285488	 1056.000000000	   63.239741470	   16.884932883	   86.000000000	   64.203058553	   18.274374349	 1077.000000000	   64.353788335	   16.904522637	
r1	   47.000000000	   48.078191067	    6.397990793	    0.000000000	   -0.001786287	    0.000990158	   -3.129842236	    0.486347619	    0.000482411	    0.056210336	   65.299567865	 1041.000000000	   65.138222228	   17.895693331	   62.000000000	   68.008613156	   15.481990481	 1056.000000000	   66.066049597	   17.732262770	
r1	   54.000000000	   48.819888927	    7.250307800	    0.001921230	   -0.001539338	    0.001334151	   -3.498053097	    0.668056788	    0.000470936	    0.059360729	   66.556483212	 1030.000000000	   66.381853496	   18.883261262	   65.000000000	   69.323692557	   15.047448705	 1041.000000000	   67.476537094	   18.638353615	
r1	  100.000000000	   48.370250130	    7.346032247	    0.003883495	   -0.001482578	    0.001247773	   -3.375726398	    0.641287642	    0.001003655	    0.057522124	   67.186035315	 1065.000000000	   66.763535094	   19.865401498	   65.000000000	   74.108538936	   19.814874077	 1030.000000000	   69.012810576	   19.817950848	
r1	   45.000000000	   50.016999817	    6.051717782	    0.001877934	    0.000274766	    0.001114036	   -3.417034733	    0.604497821	    0.000951461	    0.081981983	   68.722113209	 1019.000000000	   68.275233208	   20.776418973	   91.000000000	   73.726187067	   20.190781560	 1065.000000000	   69.512470113	   20.805679965	
r1	   15.000000000	   51.833600362	    8.112364648	    0.041216879	    0.000181245	    0.000996709	   -3.272537068	    0.538416934	    0.000000000	    0.000000000	   70.949956459	 1034.000000000	   70.949956459	   21.797302901	    0.000000000	    0.000000000	    0.000000000	 1019.000000000	   71.231355224	   21.811792992	
r1	  228.000000000	   31.875482526	    3.666647687	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.004476078	    0.087719298	   31.875482526	  208.000000000	   31.809807759	    3.698400236	   20.000000000	   32.558500099	    3.326527207	    0.000000000	 9999.000000000	 9999.000000000	
r1	    3.000000000	   28.340000153	    0.521440342	    0.048076923	   -0.015864191	    0.004760423	   -1.839897301	    0.410829344	   -0.001452207	    0.061611373	   33.931090061	  198.000000000	   33.955252551	    3.717020434	   13.000000000	   33.563076753	    6.896497958	  208.000000000	   34.011730781	    3.931010514	
r1	    6.000000000	   34.684999784	    3.936240727	    0.020202020	   -0.010432950	    0.004227679	   -1.368282307	    0.361542234	   -0.004258581	    0.029411770	   38.901078430	  198.000000000	   38.995656582	    4.596899037	    6.000000000	   35.779999415	    5.903073090	  198.000000000	   39.028838389	    4.622828612	
r1	    6.000000000	   37.783332825	    1.691043091	    0.005050505	    0.001170072	    0.003741533	   -2.585924000	    0.379935989	   -0.003511209	    0.039215684	   42.233382412	  196.000000000	   42.330306170	    5.186147917	    8.000000000	   39.858750343	    4.118014358	  198.000000000	   42.368232400	    5.173972179	
r1	    2.000000000	   39.850000381	    6.349818571	    0.005102041	   -0.003533000	    0.002512660	   -1.996055194	    0.270995865	    0.000000000	    0.020202020	   47.001262761	  194.000000000	   47.178659931	    5.761263958	    4.000000000	   38.397500038	    3.987433399	  196.000000000	   47.074234826	    5.823183240	
r1	    7.000000000	   40.424286434	    4.568693328	    0.005154639	    0.000517807	    0.003800992	   -2.984801111	    0.435363451	   -0.000809558	    0.039800996	   49.552288663	  193.000000000	   49.586632230	    6.496483837	    8.000000000	   48.723750114	    3.351263566	  194.000000000	   49.881649568	    6.216323438	
r1	    7.000000000	   43.280000414	    3.920399372	    0.000000000	    0.002900962	    0.002670453	   -2.857837874	    0.334571094	   -0.001980324	    0.050000000	   52.925850067	  190.000000000	   53.038052689	    7.391185800	   10.000000000	   50.794000244	    6.602336589	  193.000000000	   53.275699536	    7.216164149	
r1	    5.000000000	   46.097999573	    7.289068530	    0.000000000	    0.002307069	    0.004328954	   -3.789792498	    0.594660515	    0.000000000	    0.025641026	   54.532974282	  190.000000000	   54.576263066	    7.821883154	    5.000000000	   52.888000488	    8.813744175	  190.000000000	   54.754947301	    7.735836050	
r1	    4.000000000	   44.542499542	    2.415013471	    0.015789474	    0.007987084	    0.003986490	   -3.837417524	    0.563818041	   -0.001801102	    0.041237110	   56.752165057	  186.000000000	   56.889247423	    8.644162232	    8.000000000	   53.565000057	    5.955350507	  190.000000000	   57.009210647	    8.460975923	
r1	    6.000000000	   47.723332723	    3.487943765	    0.080645161	    0.006898687	    0.002816098	   -3.499384127	    0.415352200	   -0.002368042	    0.036458333	   59.416614393	  185.000000000	   59.642540349	    9.634108091	    7.000000000	   53.445714133	    7.222614400	  186.000000000	   59.793817028	    9.513138084	
r1	    3.000000000	   46.270000458	    1.305411738	    0.124324324	   -0.000080201	    0.002381260	   -2.635871034	    0.375708500	   -0.005791254	    0.127659573	   63.366542532	  164.000000000	   64.128353584	   11.058116429	   24.000000000	   58.160833677	    6.241081522	  185.000000000	   63.643783755	   10.601192605	
r1	    4.000000000	   48.747499466	    5.977136074	    0.060975610	    0.001541115	    0.001901011	   -2.849361264	    0.320708098	   -0.003603796	    0.119047628	   67.859881083	  148.000000000	   68.486148834	   12.587028584	   20.000000000	   63.225499725	   10.110320094	  164.000000000	   68.326036732	   12.163380374	
r1	   40.000000000	   50.008500004	    4.619704001	    0.594594595	    0.002136359	    0.002677545	   -3.048497431	    0.347665714	    0.000531739	    0.111702130	   65.925212962	  167.000000000	   65.795988186	   15.093206951	   21.000000000	   66.952857608	   11.713775432	  148.000000000	   70.227027274	   13.522469225	
r1	   40.000000000	   50.061999893	    4.464360505	    0.011976048	   -0.005857697	    0.002583521	   -3.190637543	    0.583160416	    0.001107207	    0.140096615	   64.393130408	  178.000000000	   64.079988823	   15.649485381	   29.000000000	   66.315171867	   15.662887388	  167.000000000	   67.825736520	   15.402605160	
r1	   32.000000000	   49.926249981	    3.918396473	    0.000000000	   -0.003066599	    0.002092623	   -2.372371758	    0.491561662	   -0.002492590	    0.085714295	   66.496585646	  192.000000000	   67.278036396	   17.128819345	   18.000000000	   58.161110984	   12.804448541	  178.000000000	   69.475522395	   16.698023153	
r1	   26.000000000	   51.755384445	    3.847418364	    0.010416667	   -0.000287068	    0.001923399	   -2.598110351	    0.498723097	    0.000267825	    0.041284404	   70.197554965	  209.000000000	   70.100043009	   18.910345612	    9.000000000	   72.461999257	   14.427907930	  192.000000000	   72.694932222	   18.544412842	
r1	   29.000000000	   54.510689703	    3.858479712	    0.004784689	   -0.000751022	    0.001733229	   -2.628038368	    0.511986402	   -0.001272087	    0.058823527	   72.977567416	  224.000000000	   73.555495773	   21.075164472	   14.000000000	   63.730713708	   10.548289706	  209.000000000	   75.539957147	   20.811392914	
r1	   18.000000000	   55.501111348	    4.061985673	    0.004464286	   -0.001340522	    0.001615306	   -2.630427381	    0.536923119	   -0.001549551	    0.090909089	   77.299231364	  220.000000000	   78.160245427	   22.917126998	   22.000000000	   68.689090729	   16.083352142	  224.000000000	   79.050866008	   22.483001375	
r1	   17.000000000	   54.694705963	    5.334273486	    0.004545455	   -0.001205084	    0.001470808	   -2.705447635	    0.514527590	   -0.000824665	    0.088607598	   81.454219448	  216.000000000	   82.003611158	   24.798701890	   21.000000000	   75.803333282	   23.391838232	  220.000000000	   83.522000035	   24.394957168	
r1	   42.000000000	   58.069047474	    4.905562855	    0.004629630	   -0.003339984	    0.001408630	   -2.477858274	    0.511263649	   -0.000454256	    0.085271319	   83.002131883	  236.000000000	   83.344152693	   26.499385139	   22.000000000	   79.333181381	   24.246432908	  216.000000000	   87.850231630	   26.015856862	
r1	   34.000000000	   61.438529407	    4.648117308	    0.008474576	   -0.002148258	    0.001195915	   -2.621640862	    0.468878252	   -0.000633423	    0.088888888	   85.484533550	  246.000000000	   86.015666869	   26.698530832	   24.000000000	   80.040417035	   36.626507021	  236.000000000	   88.948788384	   27.910930191	
r1	   31.000000000	   63.736451672	    4.844466708	    0.016260163	   -0.001637801	    0.001228643	   -2.736002226	    0.479933897	    0.000676864	    0.079422383	   88.400451178	  255.000000000	   87.825901854	   26.747915198	   22.000000000	   95.060000160	   40.041554342	  246.000000000	   91.508516157	   28.177000328	
r1	   29.000000000	   66.372758537	    5.009686186	    0.011764706	   -0.001653611	    0.001337532	   -2.671842848	    0.514815807	   -0.000689777	    0.070422536	   91.061242815	  264.000000000	   91.644329403	   27.732666704	   20.000000000	   83.364499855	   32.133117857	  255.000000000	   93.868952792	   28.254831464	
r1	   37.000000000	   68.867837854	    5.219267602	    0.007575758	   -0.003416668	    0.001365506	   -2.791418746	    0.557277915	    0.000429381	    0.069767440	   93.169322385	  280.000000000	   92.795835863	   27.320202498	   21.000000000	   98.149142674	   41.681854388	  264.000000000	   96.575212262	   28.767935754	
r1	   40.000000000	   69.352162552	    5.782176966	    0.007142857	   -0.004152287	    0.001497696	   -2.709752648	    0.609564823	   -0.000463088	    0.056250001	   94.478602755	  302.000000000	   94.863860490	   28.298267283	   18.000000000	   88.014834086	   23.524824045	  280.000000000	   98.068094213	   28.149515090	
r1	   48.000000000	   71.473333518	    5.544179838	    0.000000000	   -0.005303823	    0.001702487	   -2.868216218	    0.725680612	   -0.000043227	    0.022857143	   95.592622899	  342.000000000	   95.629108206	   28.699650948	    8.000000000	   94.032876015	   33.323514957	  302.000000000	   99.426152337	   29.098194818	
r1	   43.000000000	   73.472209309	    6.205397832	    0.002923977	   -0.001390133	    0.001638781	   -3.080292213	    0.737753641	   -0.000263570	    0.054545455	   97.904170485	  364.000000000	   98.155186957	   29.575857609	   21.000000000	   93.553218297	   37.891376563	  342.000000000	  100.976025252	   30.448793418	
r1	   25.000000000	   74.542320251	    5.504718906	    0.005494505	   -0.003201642	    0.001552265	   -2.937790837	    0.732024566	    0.001387571	    0.064267349	  101.504862209	  364.000000000	  100.125141196	   28.184174451	   25.000000000	  121.593600159	   51.157701662	  364.000000000	  103.356685146	   30.685050721	
r1	   22.000000000	   71.762727217	    4.805647912	    0.032967033	    0.000322293	    0.001225114	   -3.125321347	    0.533816340	    0.000000000	    0.000000000	  103.492286564	  386.000000000	  103.492286564	   30.374273879	    0.000000000	    0.000000000	    0.000000000	  364.000000000	  105.410007183	   30.207144559	
r1	   61.000000000	   41.877705058	    4.608066727	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.081967213	   41.877705058	   56.000000000	   41.655000074	    4.742728862	    5.000000000	   44.372000885	    0.870413797	    0.000000000	 9999.000000000	 9999.000000000	
r1	   10.000000000	   41.627000046	    3.836335582	    0.053571429	   -0.004000296	    0.006925586	   -2.348140984	    0.392604590	    0.000000000	    0.030303030	   44.399697044	   64.000000000	   44.485937595	    4.940515607	    2.000000000	   41.639999390	    0.197989036	   56.000000000	   44.894821508	    4.918297534	
r1	    8.000000000	   49.643750668	    2.544062950	    0.015625000	   -0.018844897	    0.004003190	   -0.419709242	    0.243994730	    0.000000000	    0.027777778	   51.677083439	   70.000000000	   51.740857261	    4.634484309	    2.000000000	   49.444999695	    0.431335568	   64.000000000	   51.931250036	    4.730737151	
r1	    8.000000000	   49.711250305	    3.577746102	    0.000000000	    0.003250288	    0.005738612	   -2.756586558	    0.348025913	    0.000000000	    0.012820513	   55.593076999	   77.000000000	   55.650649430	    5.415985978	    1.000000000	   51.159999847	    0.000000000	   70.000000000	   56.265285764	    5.179682482	
r1	   13.000000000	   55.048461034	    4.069815791	    0.000000000	   -0.006411002	    0.004199437	   -1.645011060	    0.296361665	    0.000000000	    0.022222222	   61.179888577	   88.000000000	   61.216590621	    6.362835631	    2.000000000	   59.564998627	    2.071823085	   77.000000000	   62.215064656	    6.028310625	
r1	   13.000000000	   54.018461668	    3.459253477	    0.000000000	   -0.007669187	    0.004996688	   -2.115003843	    0.416794782	    0.000000000	    0.009900990	   63.803266884	  100.000000000	   63.845099564	    7.551816903	    1.000000000	   59.619998932	    0.000000000	   88.000000000	   65.248749473	    6.857767728	
r1	   23.000000000	   57.580434716	    2.171835008	    0.000000000	   -0.011840880	    0.003822276	   -1.447457129	    0.399728880	    0.000000000	    0.024390244	   67.222113881	  120.000000000	   67.142500019	    8.308617379	    3.000000000	   70.406668345	   10.566747747	  100.000000000	   69.439700089	    7.611642647	
r1	   13.000000000	   58.626154386	    3.423622681	    0.000000000	   -0.016882706	    0.004934149	   -1.862565428	    0.604582628	   -0.001114484	    0.075187973	   68.722857253	  123.000000000	   68.807886263	    8.476663602	   10.000000000	   67.677000427	    8.207242030	  120.000000000	   69.816666730	    8.082939118	
r1	   13.000000000	   57.955383888	    3.260121672	    0.000000000	   -0.008771443	    0.004129855	   -2.282792168	    0.509450461	   -0.000311484	    0.044117646	   70.989117819	  130.000000000	   71.017461689	    9.431314761	    6.000000000	   70.375000636	    8.397771662	  123.000000000	   72.366666933	    8.712212874	
r1	    8.000000000	   62.311250687	    3.146361390	    0.015384615	   -0.009251498	    0.003680323	   -2.064086518	    0.504901092	    0.000000000	    0.036231884	   74.553913006	  133.000000000	   74.698947275	    9.987744431	    5.000000000	   70.696001434	    6.752887620	  130.000000000	   75.307307610	    9.679010425	
r1	   20.000000000	   62.530999184	    4.400389151	    0.030075188	   -0.003692373	    0.002954327	   -2.270878090	    0.414196407	   -0.000846527	    0.045751631	   78.066143510	  146.000000000	   78.187054490	   11.718677252	    7.000000000	   75.544285910	   12.208696982	  133.000000000	   80.402255438	   10.636160099	
r1	   24.000000000	   67.164999644	    4.253831904	    0.020547945	   -0.000457333	    0.002410426	   -2.584119403	    0.407410790	   -0.002009157	    0.064705884	   81.774941500	  159.000000000	   82.154402823	   13.431390584	   11.000000000	   76.290000569	   10.827296060	  146.000000000	   84.176575778	   12.770813163	
r1	   57.000000000	   66.869123091	    5.534185466	    0.402515723	   -0.006457910	    0.003935174	   -2.216957918	    0.565885904	    0.001110547	    0.078703705	   80.436713060	  199.000000000	   80.189397055	   14.302917017	   17.000000000	   83.331765119	   15.117475375	  159.000000000	   85.300566067	   13.394613271	
r1	   65.000000000	   64.511769221	    4.630859401	    0.015075377	   -0.004872771	    0.002414530	   -3.223123887	    0.567987922	   -0.000008012	    0.071969697	   78.090212302	  245.000000000	   78.092143047	   14.986566907	   19.000000000	   78.065315849	   15.346081000	  199.000000000	   82.525382152	   14.524361630	
r1	   35.000000000	   69.867428589	    5.518327987	    0.004081633	    0.002508013	    0.001499871	   -2.745072344	    0.397475116	   -0.001182901	    0.046428572	   83.029007258	  267.000000000	   83.382310960	   17.130749939	   13.000000000	   75.772692754	    8.979079414	  245.000000000	   84.909232782	   17.151914680	
r1	   29.000000000	   71.722758721	    5.822221120	    0.007490637	   -0.001168307	    0.001339735	   -2.360804612	    0.411493412	   -0.000669414	    0.030405406	   89.109810623	  287.000000000	   89.360292521	   19.197566015	    9.000000000	   81.122221205	   13.197343528	  267.000000000	   90.998291916	   19.068687010	
r1	   23.000000000	   72.610869366	    5.304699327	    0.006968641	    0.000732847	    0.001395142	   -2.724807001	    0.489136728	   -0.001162521	    0.051612906	   94.657961076	  294.000000000	   95.204380788	   21.304840033	   16.000000000	   84.617498875	   15.267480061	  287.000000000	   96.424801179	   20.947325250	
r1	   36.000000000	   74.935555882	    5.437759939	    0.013605442	    0.002009664	    0.001357033	   -2.846914526	    0.520841404	   -0.000068542	    0.030303030	   99.890290867	  320.000000000	   99.931674945	   24.180180037	   10.000000000	   98.566000366	   27.236171379	  294.000000000	  102.945972702	   23.874600267	
r1	   40.000000000	   76.898125267	    5.459218542	    0.012500000	   -0.001411008	    0.001047425	   -2.624955171	    0.465196138	   -0.000823943	    0.044444443	  103.471952777	  344.000000000	  104.054805223	   25.998404338	   16.000000000	   90.940625191	   24.323896293	  320.000000000	  106.793681216	   25.682156296	
r1	   32.000000000	   80.211250067	    6.069903082	    0.014534884	   -0.001460530	    0.000922205	   -2.591018602	    0.440141092	   -0.000653542	    0.058510636	  108.642925628	  354.000000000	  109.178446430	   27.933733535	   22.000000000	  100.025909077	   24.778738113	  344.000000000	  111.287732657	   27.566850720	
r1	   38.000000000	   82.332105536	    8.617823771	    0.005649718	   -0.001010744	    0.000746181	   -2.746142568	    0.378462731	    0.000079172	    0.053571429	  112.653966845	  371.000000000	  112.579097018	   28.993616189	   21.000000000	  113.976667132	   44.591862024	  354.000000000	  115.908855912	   29.605741881	
r1	   42.000000000	   86.331427983	    5.762109770	    0.005390836	   -0.002115727	    0.000832471	   -2.625107667	    0.436712057	   -0.000184116	    0.041162227	  116.276334213	  396.000000000	  116.455949591	   30.486120194	   17.000000000	  112.092352474	   34.364084133	  371.000000000	  119.666323598	   30.448578600	
r1	   51.000000000	   90.224098654	    6.101558405	    0.012626263	   -0.000594038	    0.000819934	   -2.770908320	    0.447977588	   -0.000549669	    0.038031319	  120.148550422	  430.000000000	  120.752190790	   32.918824338	   17.000000000	  104.879999946	   14.177273342	  396.000000000	  124.002457089	   32.561879509	
r1	   43.000000000	   88.279232646	    6.199751115	    0.006976744	   -0.002004368	    0.000827261	   -2.856407511	    0.510208023	   -0.000082988	    0.025369979	  123.537708984	  461.000000000	  123.639491001	   34.810043509	   12.000000000	  119.627583186	   26.655185107	  430.000000000	  127.063556618	   34.309298838	
r1	   51.000000000	   93.293529884	    6.004970140	    0.004338395	   -0.002180865	    0.000791221	   -2.844106877	    0.527503122	    0.000004146	    0.035156250	  126.510339156	  494.000000000	  126.504734132	   35.774176541	   18.000000000	  126.664165921	   46.566213861	  461.000000000	  130.185083782	   36.220981586	
r1	   60.000000000	   94.048333740	    6.949715745	    0.008097166	   -0.002864764	    0.000914074	   -3.040514405	    0.628247200	    0.000380219	    0.041516246	  127.858923599	  531.000000000	  127.318406157	   36.464979351	   23.000000000	  140.337826273	   45.920997199	  494.000000000	  131.965472974	   37.004948343	
r1	   59.000000000	   96.572136055	    7.025606175	    0.001883239	   -0.003569402	    0.000937487	   -2.839013944	    0.668763089	    0.000002764	    0.038983051	  129.921617812	  567.000000000	  129.917581158	   37.075251882	   23.000000000	  130.021130106	   47.708721132	  531.000000000	  133.627115785	   37.675652753	
r1	   50.000000000	   97.232049408	    6.507703353	    0.003527337	   -0.001785552	    0.000863626	   -3.047924103	    0.637893480	    0.000432622	    0.042139383	  132.926715152	  591.000000000	  132.264838837	   37.585402515	   26.000000000	  147.971672938	   50.819743785	  567.000000000	  136.074392907	   38.358147309	
r1	   40.000000000	   94.890950203	    7.890758735	    0.025380711	   -0.000042737	    0.000569427	   -3.155756783	    0.423887881	    0.000000000	    0.000000000	  135.589597469	  631.000000000	  135.589597469	   39.667561403	    0.000000000	    0.000000000	    0.000000000	  591.000000000	  138.344159044	   39.448463436	
r1	   87.000000000	   56.261609132	    6.015576125	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.057471264	   56.261609132	   82.000000000	   56.522317002	    6.088776665	    5.000000000	   51.986000061	    1.745604027	    0.000000000	 9999.000000000	 9999.000000000	
r1	    2.000000000	   54.635000229	    6.936718495	    0.000000000	   -0.004800829	    0.003179486	   -2.245366444	    0.299262804	    0.000000000	    0.047619048	   60.285833495	   80.000000000	   59.913500166	    6.148388403	    4.000000000	   67.732500076	    8.872704049	   82.000000000	   60.423658697	    6.423287819	
