	nentry	muentry	sdentry	noincrease	betagrowth	betagrowth_se	alphagrowth	siggrowth	betaexit	beta2exit	alphaexit	nend	muend	sigend	nout	muout	sigout	nint	muint	sigint	
r1	   18.000000000	  165.843334622	   44.778270077	    0.043209877	   -0.000761915	    0.001085800	   -2.816324942	    0.403031074	    0.000201810	    0.161111111	  180.212100177	  151.000000000	  179.958596387	   33.032404842	   29.000000000	  181.532068187	   30.441501171	  162.000000000	  181.808629684	   30.671831294	
r1	   20.000000000	  176.460499573	   50.510321933	    0.026490066	    0.000115379	    0.000993210	   -2.883101546	    0.393800252	    0.002407750	    0.245614038	  189.297590914	  129.000000000	  184.460000208	   35.653478990	   42.000000000	  204.155905224	   45.312616194	  151.000000000	  190.997867913	   37.146260136	
r1	   23.000000000	  161.443044248	   25.688728226	    0.023255814	   -0.001827526	    0.000981462	   -2.562130565	    0.377775463	    0.000670178	    0.105263157	  190.086381711	  136.000000000	  189.002279506	   38.257454156	   16.000000000	  199.301250458	   37.317620676	  129.000000000	  195.193333352	   37.836546156	
r1	   17.000000000	  197.855293723	   65.924981438	    0.014705882	   -0.002287762	    0.001078596	   -2.556817582	    0.447609035	    0.000216595	    0.078431372	  199.463077819	  141.000000000	  199.025892975	   43.683407067	   12.000000000	  204.599999746	   39.432115933	  136.000000000	  199.664050832	   39.908593104	
r1	   32.000000000	  188.793343544	   26.825879587	    0.021276596	   -0.001801201	    0.000686086	   -2.667515086	    0.315601916	    0.000405150	    0.167630060	  205.414086844	  144.000000000	  204.517555555	   44.004511412	   29.000000000	  209.865828415	   38.290747651	  141.000000000	  209.186170429	   45.157948898	
r1	   23.000000000	  184.427434507	   32.113407956	    0.118055556	   -0.004514723	    0.001536833	   -2.540205081	    0.456338319	    0.000696203	    0.161676646	  207.434143615	  140.000000000	  205.934778377	   40.728044681	   27.000000000	  215.208630032	   51.512636904	  144.000000000	  211.108826319	   43.023983339	
r1	   33.000000000	  198.440831965	   35.642482801	    0.007142857	   -0.002771936	    0.001071174	   -2.805043702	    0.460254192	    0.002421243	    0.127167623	  211.061907730	  151.000000000	  206.492596254	   32.032089097	   22.000000000	  242.424000133	   71.134988586	  140.000000000	  214.036875589	   41.363063846	
r1	   24.000000000	  194.586874644	   32.898484071	    0.006622517	   -0.006609752	    0.001795440	   -2.440978120	    0.608864627	    0.000432742	    0.131428570	  210.520266288	  152.000000000	  209.983089347	   33.165111186	   23.000000000	  214.070305202	   31.809274847	  151.000000000	  213.052725887	   32.324200993	
r1	   45.000000000	  209.447332425	   57.981864646	    0.000000000	   -0.004323298	    0.001608599	   -2.732598920	    0.557623487	    0.000006104	    0.116751269	  215.521755083	  174.000000000	  215.510561713	   40.915651201	   23.000000000	  215.606435361	   36.602833529	  152.000000000	  217.320103896	   33.456234416	
r1	   22.000000000	  197.116955150	   23.615056010	    0.011494253	   -0.002796214	    0.001162270	   -2.941292929	    0.499321912	    0.000875928	    0.132653063	  220.261030236	  170.000000000	  218.582731898	   40.629368945	   26.000000000	  231.234519372	   41.539400381	  174.000000000	  223.187292603	   41.693793786	
r1	   20.000000000	  221.275000000	   36.727830764	    0.052941176	   -0.000062785	    0.000880210	   -3.259068837	    0.379374803	    0.000000000	    0.000000000	  226.506076692	  190.000000000	  226.506076692	   42.108492519	    0.000000000	    0.000000000	    0.000000000	  170.000000000	  227.121497480	   42.751465932	
r1	  210.000000000	   30.030619022	   16.777408387	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.000000000	   -0.001321728	    0.590476191	   30.030619022	   86.000000000	   30.934767335	   16.343348791	  124.000000000	   29.403548418	   17.109553145	    0.000000000	 9999.000000000	 9999.000000000	
r1	  135.000000000	   25.271259364	   13.006231271	    0.139534884	    0.000219917	    0.004042999	   -2.599487149	    0.867740341	   -0.003061735	    0.524886876	   28.472895946	  105.000000000	   29.931333324	   14.768170453	  116.000000000	   27.152758664	   15.296568870	   86.000000000	   33.498720812	   16.730480122	
r1	  154.000000000	   27.686428491	   13.657615504	    0.142857143	   -0.002698662	    0.002547229	   -2.110831029	    0.562735598	   -0.000544736	    0.544401545	   29.923088674	  118.000000000	   30.180084649	   14.173951933	  141.000000000	   29.708014028	   15.154059079	  105.000000000	   33.203523609	   15.575681701	
r1	  145.000000000	   31.586289597	   17.090427700	    0.059322034	    0.009084035	    0.002639642	   -2.622774847	    0.573210737	   -0.002553032	    0.349809883	   32.932593106	  171.000000000	   34.018140313	   16.557184242	   92.000000000	   30.914891233	   16.749330961	  118.000000000	   34.586949114	   16.029720494	
r1	  161.000000000	   33.713590184	   18.745217136	    0.058479532	   -0.003154960	    0.001562019	   -2.150914497	    0.468469880	   -0.001156966	    0.376506024	   35.821048254	  207.000000000	   36.427623270	   18.345704538	  125.000000000	   34.816560028	   17.732666171	  171.000000000	   37.805263162	   17.306326718	
r1	  184.000000000	   38.907119694	   21.067662919	    0.135265700	   -0.000079729	    0.001894785	   -2.476169039	    0.638426546	   -0.001323944	    0.396419437	   39.328189325	  236.000000000	   40.197771210	   20.116359982	  155.000000000	   38.004180779	   19.649590074	  207.000000000	   39.702473442	   18.917552947	
r1	  160.000000000	   40.815262616	   20.132798329	    0.114406780	   -0.005358375	    0.001634514	   -2.447142288	    0.625657993	   -0.000882294	    0.353535354	   42.142540501	  256.000000000	   42.704593837	   19.799062226	  140.000000000	   41.114785828	   21.271086407	  236.000000000	   43.042389914	   20.437859561	
r1	  197.000000000	   44.114396211	   21.496529234	    0.140625000	   -0.001843477	    0.001995600	   -2.805124854	    0.786613914	   -0.003380277	    0.377483448	   44.884927242	  282.000000000	   47.222780167	   21.154305575	  171.000000000	   41.029520665	   19.584477711	  256.000000000	   45.477874950	   20.220058400	
r1	  147.000000000	   53.918993334	   29.272266531	    0.202127660	   -0.002187110	    0.002156151	   -3.216007809	    0.871931450	    0.002300285	    0.389277392	   50.842596781	  262.000000000	   48.581015205	   21.798374579	  167.000000000	   54.390706799	   27.998512132	  282.000000000	   49.238943259	   21.539743860	
r1	  139.000000000	   45.852230086	   19.755891430	    0.110687023	   -0.008005915	    0.002081958	   -2.384371618	    0.709725691	    0.000385721	    0.346633417	   49.208129552	  262.000000000	   48.929885446	   22.356787154	  139.000000000	   49.732589667	   20.586204836	  262.000000000	   50.988549498	   22.551743378	
r1	  142.000000000	   44.804676049	   21.584487543	    0.255725191	   -0.002930958	    0.001661025	   -2.701357070	    0.616012429	    0.001177224	    0.339108912	   49.190257415	  267.000000000	   48.272209703	   22.436952067	  137.000000000	   50.979445290	   23.270320733	  262.000000000	   51.567175559	   23.020535890	
r1	  167.000000000	   49.496107821	   24.137185351	    0.161048689	   -0.004804543	    0.001696073	   -2.476772829	    0.669165065	   -0.002034495	    0.481566822	   50.937626669	  225.000000000	   53.081911070	   21.291948646	  209.000000000	   48.629186525	   25.328976097	  267.000000000	   51.839250818	   22.930558498	
r1	   34.000000000	   30.654705496	    0.015528172	    0.275555556	   -0.003213381	    0.001919246	   -2.680853484	    0.537519880	   -0.003268378	    0.776061771	   52.294092613	   58.000000000	   59.200689743	   20.461966994	  201.000000000	   50.301144187	   21.809707060	  225.000000000	   55.564044444	   21.571758675	
r1	    0.000000000	    0.000000000	    0.000000000	    0.431034483	   -0.006948330	    0.003600312	   -2.799828430	    0.487257320	   -0.002596265	    0.982758624	   60.582413871	    1.000000000	  124.110000610	    0.000000000	   57.000000000	   59.467894805	   19.068615146	   58.000000000	   60.582413871	   20.719019851	
r1	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.000000000	  134.160003662	    1.000000000	  134.160003662	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    1.000000000	  134.160003662	    0.000000000	
r1	   11.000000000	   59.223637668	   57.927354477	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.416666667	   66.306667964	    7.000000000	   60.072858538	   67.262557271	    5.000000000	   75.034001160	   55.632207217	    1.000000000	  144.220001221	    0.000000000	
r1	   18.000000000	   42.388334486	   29.352002199	    0.000000000	   -0.001596105	    0.000849542	   -2.462103311	    0.151966079	    0.002333739	    0.280000001	   48.515200653	   18.000000000	   42.388334486	   29.352002199	    7.000000000	   64.269999368	   70.942237947	    7.000000000	   64.269999368	   70.942237947	
r1	   71.000000000	   52.112394387	   18.698838927	    0.000000000	   -0.008357217	    0.001484286	   -2.310166993	    0.190697101	    0.000242150	    0.426966292	   50.687977544	   51.000000000	   50.497450997	   18.662699413	   38.000000000	   50.943684227	   24.773710454	   18.000000000	   45.069444444	   29.644832098	
r1	  114.000000000	   57.463596478	   20.573106623	    0.019607843	   -0.004396248	    0.002433477	   -2.665184108	    0.316070657	    0.001555094	    0.624242421	   56.167715050	   62.000000000	   54.484838793	   19.672666682	  103.000000000	   57.180708524	   20.581122065	   51.000000000	   53.271038916	   19.311977351	
r1	   79.000000000	   55.922405170	   18.136058713	    0.016129032	   -0.003927695	    0.003067860	   -2.661668058	    0.470836090	    0.001504201	    0.602836878	   56.743141905	   56.000000000	   55.359642880	   17.955389008	   85.000000000	   57.654623615	   19.999044947	   62.000000000	   57.788919357	   20.537793380	
r1	   79.000000000	   61.135189877	   24.368959490	    0.017857143	   -0.007341787	    0.003308128	   -2.525285903	    0.407038595	    0.004340559	    0.674074071	   60.004814784	   44.000000000	   53.567727306	   19.665197126	   91.000000000	   63.117252685	   22.587779813	   56.000000000	   58.410178491	   18.433687261	
r1	   91.000000000	   66.055714366	   23.485305387	    0.045454545	   -0.007625556	    0.005622732	   -2.354771289	    0.658778634	    0.001711181	    0.525925928	   63.374281424	   64.000000000	   61.532656252	   22.021138785	   71.000000000	   65.034337917	   23.273351701	   44.000000000	   57.828590566	   20.017960016	
r1	  113.000000000	   63.842823164	   22.258722362	    0.046875000	   -0.004152941	    0.003281343	   -2.643309206	    0.513414139	    0.003993226	    0.542372868	   64.360599044	   81.000000000	   59.956666876	   22.155500012	   96.000000000	   68.076416810	   22.281723588	   64.000000000	   65.274797082	   23.147779361	
r1	   95.000000000	   65.910673402	   30.376805190	    0.024691358	   -0.009888449	    0.003757821	   -2.615519262	    0.625435102	   -0.001417664	    0.630681816	   64.429701437	   65.000000000	   67.203138146	   34.638899438	  111.000000000	   62.805616877	   21.230108473	   81.000000000	   62.692759008	   22.352581750	
r1	   90.000000000	   66.351096047	   22.816616968	    0.046153846	   -0.002738913	    0.002231231	   -3.019087462	    0.533015164	    0.003600901	    0.599999998	   67.928276628	   62.000000000	   60.508039413	   18.591601653	   93.000000000	   72.875101438	   33.131320933	   65.000000000	   70.112065125	   35.552320774	
r1	   76.000000000	   64.572934377	   19.428684856	    0.000000000	   -0.013512527	    0.005623964	   -2.552888913	    0.708994573	   -0.001183061	    0.565217389	   64.090429292	   60.000000000	   65.081750234	   20.561623488	   78.000000000	   63.327874722	   18.100501940	   62.000000000	   63.498971447	   18.958890957	
r1	  103.000000000	   69.847902835	   29.383903578	    0.050000000	   -0.005291013	    0.004124174	   -3.113042240	    0.546664397	    0.000850646	    0.564417179	   68.933744676	   71.000000000	   67.557943747	   32.673226279	   92.000000000	   69.995504089	   20.930721783	   60.000000000	   67.364439837	   21.205410157	
r1	   90.000000000	   72.678299671	   23.528664637	    0.070422535	   -0.005317754	    0.002973253	   -3.229651850	    0.492246539	   -0.000485795	    0.372670809	   71.511026821	  101.000000000	   72.106264171	   26.201516040	   60.000000000	   70.509043948	   30.533608341	   71.000000000	   70.031385180	   32.558835283	
r1	   45.000000000	   68.765222338	   18.586995565	    0.039603960	   -0.010137219	    0.003105295	   -2.841483960	    0.544341465	    0.000000000	    0.000000000	   72.824304946	  146.000000000	   72.824304946	   24.210394351	    0.000000000	    0.000000000	    0.000000000	  101.000000000	   74.632807099	   26.214125188	
r1	  161.000000000	   22.128757797	    4.052789703	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.009823907	    0.086956519	   22.128757797	  147.000000000	   21.953129282	    4.037882653	   14.000000000	   23.972857203	    3.877113626	    0.000000000	 9999.000000000	 9999.000000000	
r1	    6.000000000	   19.590000153	    3.949106328	    0.034013605	    0.001824579	    0.007502399	   -3.349702821	    0.597842402	    0.002270051	    0.111111112	   22.765098023	  136.000000000	   22.719117585	    4.355612639	   17.000000000	   23.132941527	    3.454997980	  147.000000000	   22.894693855	    4.231146899	
r1	   11.000000000	   20.038181218	    2.562673661	    0.014705882	    0.001155309	    0.003639599	   -2.202446950	    0.291548095	    0.000000000	    0.027210884	   25.047006704	  143.000000000	   24.993076825	    4.883970696	    4.000000000	   26.974999905	    6.969611917	  136.000000000	   25.452132295	    4.856606996	
r1	    3.000000000	   22.143333435	    2.565469963	    0.000000000	   -0.010478259	    0.004213047	   -2.110393426	    0.386271163	    0.000000000	    0.027397260	   27.026575245	  142.000000000	   27.129999900	    5.203512295	    4.000000000	   23.355000019	    2.782954669	  143.000000000	   27.129020878	    5.180043803	
r1	    8.000000000	   23.087500095	    3.972166387	    0.000000000	   -0.009836553	    0.002838582	   -1.843158334	    0.262152565	    0.000000000	    0.026666667	   29.705466525	  146.000000000	   29.706917658	    5.677572618	    4.000000000	   29.652500153	    7.391907943	  142.000000000	   30.078309704	    5.559106402	
r1	    4.000000000	   23.477499962	    5.323454008	    0.000000000	   -0.006031096	    0.004409285	   -2.710892302	    0.432263010	   -0.003272350	    0.039999998	   31.153666827	  144.000000000	   31.277152936	    6.066325392	    6.000000000	   28.190000216	    4.830636126	  146.000000000	   31.363972768	    5.934612325	
r1	    7.000000000	   24.032857077	    1.498218240	    0.000000000	   -0.002725778	    0.003540493	   -2.567741691	    0.357463719	   -0.002963164	    0.039735095	   33.114370877	  145.000000000	   33.253862078	    6.737265868	    6.000000000	   29.743333499	    6.612317997	  144.000000000	   33.555833353	    6.588312099	
r1	    6.000000000	   25.713333448	    8.474565957	    0.000000000	   -0.000526764	    0.005848507	   -3.505091294	    0.639220983	   -0.000820807	    0.046357616	   34.113708597	  144.000000000	   34.159305546	    7.268207452	    7.000000000	   33.175714220	    8.550857186	  145.000000000	   34.461310327	    7.070768348	
r1	    5.000000000	   27.980000305	    7.122088679	    0.006944444	   -0.009065428	    0.004303383	   -2.843622746	    0.491944484	    0.001412429	    0.067114092	   35.380872342	  139.000000000	   35.292661708	    7.820085306	   10.000000000	   36.607000160	    5.007288028	  144.000000000	   35.637847066	    7.570053662	
r1	    2.000000000	   28.670000076	    4.341635205	    0.057553957	   -0.007758898	    0.003805829	   -2.576222716	    0.445865108	   -0.001794190	    0.056737587	   37.119929172	  133.000000000	   37.249097853	    8.359402601	    8.000000000	   34.972499847	    6.674249052	  139.000000000	   37.241510885	    8.258211338	
r1	    2.000000000	   43.875000000	    4.179003666	    0.097744361	   -0.001283601	    0.003343747	   -2.667205519	    0.387122042	   -0.004511345	    0.103703698	   39.679777711	  121.000000000	   40.083884184	    9.309188118	   14.000000000	   36.187143190	    4.374674442	  133.000000000	   39.616691661	    9.039247095	
r1	    1.000000000	   32.689998627	    0.000000000	    0.066115702	   -0.001148921	    0.002471780	   -2.699497432	    0.300036446	   -0.001266620	    0.098360656	   42.483196806	  110.000000000	   42.621090993	   10.128981811	   12.000000000	   41.219166756	    8.373148936	  121.000000000	   42.564132328	    9.949357225	
r1	   37.000000000	   31.497837685	    4.468348054	    0.700000000	    0.003452557	    0.002591702	   -3.119026315	    0.200729645	    0.000275989	    0.108843537	   40.327279045	  131.000000000	   40.292824549	   10.953598048	   16.000000000	   40.609375238	    7.094724405	  110.000000000	   43.297182048	   10.396067120	
r1	   41.000000000	   31.802439015	    5.502834665	    0.030534351	   -0.012706436	    0.004621333	   -3.019918557	    0.670812500	    0.001661596	    0.069767445	   39.298517371	  160.000000000	   39.085656130	   10.843099289	   12.000000000	   42.136667252	   12.428170588	  131.000000000	   41.644618231	   11.184090607	
r1	   11.000000000	   33.692727522	    3.654632749	    0.012500000	   -0.002595816	    0.002869295	   -2.584795677	    0.441345864	   -0.000362086	    0.046783626	   41.384415342	  163.000000000	   41.433957234	   11.362480121	    8.000000000	   40.374999285	   14.033386017	  160.000000000	   41.913218880	   11.621163770	
r1	    7.000000000	   36.305714199	    5.500460171	    0.000000000	   -0.005693694	    0.002921798	   -2.338053626	    0.464418590	   -0.000319018	    0.064705882	   44.523729347	  159.000000000	   44.572389903	   12.235817664	   11.000000000	   43.820363131	    7.693013904	  163.000000000	   44.876650243	   12.064146220	
r1	   15.000000000	   42.739333598	    4.136997225	    0.018867925	    0.002234480	    0.002964130	   -2.947471431	    0.492786686	   -0.000159161	    0.045977012	   47.080143753	  166.000000000	   47.108048255	   12.930155209	    8.000000000	   46.501125336	   14.709522451	  159.000000000	   47.489654145	   13.443426335	
r1	   12.000000000	   41.745833079	    4.998122048	    0.012048193	    0.003493655	    0.002916067	   -2.975612117	    0.513901331	   -0.000748491	    0.073033707	   49.845308990	  165.000000000	   50.009145425	   14.643964361	   13.000000000	   47.765846546	    8.597145588	  166.000000000	   50.430813272	   14.563913201	
r1	    8.000000000	   40.573750019	    6.494914321	    0.000000000	    0.001686540	    0.002343248	   -3.026659135	    0.454348319	   -0.000989756	    0.075144510	   52.388207904	  160.000000000	   52.647499824	   15.775886334	   13.000000000	   49.196922742	   13.543926702	  165.000000000	   52.961030105	   15.704983065	
r1	    9.000000000	   42.388888889	    9.102807870	    0.006250000	    0.001194101	    0.002293747	   -2.984971868	    0.454163605	   -0.000334481	    0.059171598	   55.112497206	  159.000000000	   55.214226609	   17.348709691	   10.000000000	   53.494999695	    9.286252622	  160.000000000	   55.828200173	   17.037978697	
r1	   11.000000000	   44.734545274	    5.536129435	    0.006289308	    0.003212557	    0.001841882	   -3.188191039	    0.387420723	   -0.001678664	    0.076470590	   57.322541046	  157.000000000	   57.930585849	   18.716597038	   13.000000000	   49.979230734	   11.033529718	  159.000000000	   58.193408678	   18.606235172	
r1	   17.000000000	   45.112941405	    7.733815058	    0.019108280	    0.001836594	    0.002482241	   -3.095617000	    0.543409349	   -0.000526711	    0.068965518	   59.761620697	  162.000000000	   59.986925938	   20.624651032	   12.000000000	   56.719999949	    7.932257149	  157.000000000	   61.347783423	   20.301734890	
r1	   14.000000000	   46.770499638	    5.122044501	    0.000000000	    0.000650745	    0.002179604	   -2.921526158	    0.517382508	   -0.000537348	    0.039772727	   62.560363553	  169.000000000	   62.824757322	   22.130734637	    7.000000000	   56.177142552	    9.793450858	  162.000000000	   63.924919694	   22.154256131	
r1	    9.000000000	   49.106666989	    7.189506245	    0.005917160	   -0.001343227	    0.002079973	   -3.072092920	    0.542009813	    0.000287286	    0.084269663	   65.067236054	  163.000000000	   64.903466277	   23.466822429	   15.000000000	   66.846867625	   16.158776635	  169.000000000	   65.917207187	   23.157221844	
r1	   14.000000000	   47.850928715	    5.272382592	    0.000000000	   -0.001293225	    0.001849337	   -3.099024236	    0.494702846	    0.000963620	    0.050847457	   66.356774540	  168.000000000	   65.776399363	   22.781349782	    9.000000000	   77.190444522	   40.926660928	  163.000000000	   67.946233691	   24.294546291	
r1	    8.000000000	   45.767500401	    2.172785013	    0.000000000	   -0.000937976	    0.002488938	   -3.456201679	    0.636165887	    0.000687125	    0.096590910	   67.236647389	  159.000000000	   66.814691484	   23.317433408	   17.000000000	   71.183176153	   26.741902344	  168.000000000	   68.258987722	   23.692661739	
r1	   12.000000000	   48.863333066	    8.625243680	    0.006289308	    0.005912786	    0.002784568	   -3.672591608	    0.692627329	   -0.000354536	    0.052631579	   68.643990299	  162.000000000	   68.885625557	   25.607457009	    9.000000000	   64.294555664	   24.128757403	  159.000000000	   70.136870090	   25.722931382	
r1	    7.000000000	   51.418428693	    6.711107957	    0.012345679	    0.003378127	    0.002726061	   -3.547007360	    0.741443460	   -0.000120248	    0.088757397	   71.423175473	  154.000000000	   71.521653683	   27.953157065	   15.000000000	   70.412132517	   21.633656775	  162.000000000	   72.287578112	   27.631943816	
r1	    5.000000000	   49.373000336	    5.992474310	    0.032467532	    0.002051243	    0.001771056	   -3.366019244	    0.500818835	    0.000000000	    0.000000000	   73.896717551	  159.000000000	   73.896717551	   29.465705265	    0.000000000	    0.000000000	    0.000000000	  154.000000000	   74.692942136	   29.586657460	
r1	  168.000000000	   30.993511904	    3.393817198	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.004713400	    0.124999997	   30.993511904	  147.000000000	   30.931836732	    3.434719564	   21.000000000	   31.425238110	    3.135492910	    0.000000000	 9999.000000000	 9999.000000000	
r1	   13.000000000	   30.095384891	    3.653865028	    0.027210884	   -0.000217903	    0.006828536	   -2.635226093	    0.480671021	   -0.012683351	    0.062500009	   33.118187630	  150.000000000	   33.364133466	    4.248908978	   10.000000000	   29.429000092	    2.859290308	  147.000000000	   33.385510321	    4.235520266	
r1	   11.000000000	   33.723636454	    2.083359440	    0.000000000	   -0.015997716	    0.005345055	   -0.864253978	    0.450137550	    0.000000000	    0.031055901	   39.699316807	  156.000000000	   39.834423102	    5.468920291	    5.000000000	   35.484000397	    2.321632621	  150.000000000	   40.137533366	    5.362156440	
r1	    2.000000000	   34.114999771	    2.411234016	    0.000000000	    0.002285209	    0.004079732	   -2.613463640	    0.433530979	    0.000000000	    0.018987342	   43.520379803	  155.000000000	   43.654645218	    6.204978371	    3.000000000	   36.583333333	    2.193678610	  156.000000000	   43.640961598	    6.170194952	
r1	    2.000000000	   39.850000381	    6.349818571	    0.000000000	   -0.001381119	    0.002725875	   -2.056761573	    0.313727869	    0.000000000	    0.025477707	   48.896114592	  153.000000000	   49.043137195	    7.123500394	    4.000000000	   43.272500038	    5.452029723	  155.000000000	   49.012838647	    7.083001454	
r1	    5.000000000	   41.111999512	    2.746729254	    0.000000000	    0.013886179	    0.003379432	   -3.878116258	    0.425590629	    0.000000000	    0.025316456	   51.724367142	  154.000000000	   51.956039032	    8.191395675	    4.000000000	   42.804999352	    4.429675221	  153.000000000	   52.071176541	    8.127196550	
r1	    5.000000000	   43.029998779	    3.674357155	    0.000000000	    0.007304988	    0.002734010	   -3.134017459	    0.385547672	    0.000000000	    0.018867925	   55.739559605	  156.000000000	   55.765512662	    9.424869444	    3.000000000	   54.390000661	   16.038781525	  154.000000000	   56.152207684	    9.358693939	
r1	    9.000000000	   43.169999864	    2.619761318	    0.000000000	   -0.005935747	    0.004526709	   -3.050875511	    0.718066779	   -0.001517335	    0.060606059	   57.115999950	  155.000000000	   57.277096705	    9.920865900	   10.000000000	   54.619000244	   11.704098267	  156.000000000	   57.920576878	    9.688759076	
r1	    3.000000000	   46.599999746	    3.584815522	    0.000000000	   -0.005370041	    0.003966732	   -2.790062475	    0.643435571	   -0.004872309	    0.088607593	   59.915443034	  144.000000000	   60.497986131	   10.624116734	   14.000000000	   53.923571178	    6.353399807	  155.000000000	   60.173161291	   10.397624715	
r1	    4.000000000	   44.055000305	    5.057941506	    0.055555556	    0.003730329	    0.003012545	   -3.246140933	    0.482024964	   -0.000510504	    0.087837839	   63.324391932	  135.000000000	   63.403407429	   11.754628539	   13.000000000	   62.503846389	   14.055436378	  144.000000000	   63.859652811	   11.615028125	
r1	    4.000000000	   49.877500534	    2.696618565	    0.118518519	   -0.000277860	    0.002487376	   -2.531146695	    0.411102638	   -0.005570836	    0.143884896	   67.661438702	  119.000000000	   68.820251946	   13.499915140	   20.000000000	   60.766499901	   10.607498428	  135.000000000	   68.188370203	   13.222922450	
r1	    2.000000000	   48.060001373	    0.000000000	    0.008403361	    0.002851877	    0.002030643	   -2.930618014	    0.361087640	   -0.001386372	    0.049586774	   73.417272584	  115.000000000	   73.755043361	   15.438467552	    6.000000000	   66.943332672	   10.790104757	  119.000000000	   73.843445209	   15.045299914	
r1	   31.000000000	   50.940645156	    6.529860749	    0.591304348	   -0.007919574	    0.003638999	   -2.264639329	    0.378373604	   -0.002100464	    0.102739723	   70.177328580	  131.000000000	   70.859770826	   17.603098326	   15.000000000	   64.217332967	   10.971348079	  115.000000000	   75.362869329	   15.309367191	
r1	   37.000000000	   50.177567559	    4.348936421	    0.030534351	   -0.002216568	    0.002189215	   -3.545033875	    0.503269921	    0.000644529	    0.089285714	   67.781059174	  153.000000000	   67.536130444	   18.415027374	   15.000000000	   70.279332225	   21.537002980	  131.000000000	   72.753037722	   18.135571887	
r1	   23.000000000	   48.884347833	    3.517134609	    0.013071895	   -0.003532602	    0.002024053	   -2.286060945	    0.519360391	   -0.000956345	    0.051136363	   70.150244561	  167.000000000	   70.563191876	   20.409353964	    9.000000000	   62.487777710	   17.346931871	  153.000000000	   73.347078710	   19.846931466	
r1	   17.000000000	   51.389411702	    4.032324834	    0.017964072	    0.001831838	    0.001606386	   -2.770354770	    0.459979702	   -0.000550467	    0.054347824	   74.024021646	  174.000000000	   74.319310221	   22.698185099	   10.000000000	   68.886000443	   20.894724351	  167.000000000	   76.328143617	   22.425660037	
r1	   14.000000000	   57.467142650	    4.945662468	    0.011494253	    0.001073979	    0.001553717	   -2.755865567	    0.500326428	   -0.000461182	    0.031914893	   78.416510440	  182.000000000	   78.703604185	   24.809199812	    6.000000000	   69.708000183	   16.871514746	  174.000000000	   80.102091756	   24.792959182	
r1	   13.000000000	   57.816923288	    5.010499535	    0.010989011	   -0.000716895	    0.001495856	   -2.602252341	    0.527402733	   -0.001266265	    0.082051279	   83.134595040	  179.000000000	   84.122497388	   26.757431585	   16.000000000	   72.082437515	   25.923593478	  182.000000000	   84.943000165	   26.843235802	
r1	   16.000000000	   56.279999971	    3.066509655	    0.005586592	   -0.000162748	    0.001550621	   -2.774596031	    0.572181400	   -0.000509247	    0.051282051	   87.389128269	  185.000000000	   87.836162258	   29.212518585	   10.000000000	   79.118999481	   22.749983895	  179.000000000	   90.169832475	   28.579644525	
r1	   32.000000000	   58.159999728	    6.090424617	    0.005405405	   -0.000768827	    0.001326716	   -2.682982431	    0.523791008	   -0.000813140	    0.087557602	   88.914220889	  198.000000000	   89.802555277	   32.194198103	   19.000000000	   79.656841479	   23.969118584	  185.000000000	   94.233869955	   31.247460242	
r1	   18.000000000	   63.073888991	    6.523737066	    0.010101010	   -0.002310868	    0.001249992	   -2.625979024	    0.544476485	   -0.000725059	    0.069444446	   93.160509109	  201.000000000	   94.049054597	   34.193407335	   15.000000000	   81.253999583	   26.990081877	  198.000000000	   95.895656393	   34.006796622	
r1	   19.000000000	   67.146315725	    8.058517250	    0.009950249	   -0.000052990	    0.001097188	   -2.883551178	    0.499323826	   -0.000661917	    0.045454545	   97.102240562	  210.000000000	   97.996537744	   36.167491576	   10.000000000	   78.321999741	   27.161879053	  201.000000000	   99.933895149	   36.324560110	
r1	   21.000000000	   65.973809560	    5.149549829	    0.009523810	   -0.001233311	    0.001170268	   -2.667056156	    0.553138926	   -0.001056375	    0.064935065	  101.460471760	  216.000000000	  103.094902621	   38.466642938	   15.000000000	   77.924667358	   22.644447522	  210.000000000	  105.009137980	   38.174637869	
r1	   17.000000000	   70.462352977	    6.275476825	    0.004629630	   -0.000522014	    0.001206399	   -3.005508339	    0.617914974	   -0.000448423	    0.064377681	  106.427021289	  218.000000000	  107.212664928	   40.164032723	   15.000000000	   95.009000397	   46.132971395	  216.000000000	  109.257573887	   40.782440815	
r1	   27.000000000	   69.271851716	    5.731412545	    0.000000000	   -0.003217662	    0.001077341	   -2.790244765	    0.569678871	    0.000799009	    0.061224487	  108.032329388	  230.000000000	  106.599616042	   39.832477096	   15.000000000	  130.000600688	   54.358210669	  218.000000000	  112.832939008	   41.067204585	
r1	   24.000000000	   71.644166787	    6.396595376	    0.000000000	   -0.002554550	    0.001436211	   -3.136721554	    0.751608716	    0.000194324	    0.055118110	  107.727082545	  240.000000000	  107.384445715	   39.780892837	   14.000000000	  113.600856781	   58.467839828	  230.000000000	  111.492256364	   41.147543753	
